District,Mandal,Date,Rainfall (mm),temp_min (⁰C),temp_max (⁰C),humidity_min (%),humidity_max (%),wind_speed_max (Kmph),wind_speed_min (Kmph)
Siddipet,Komaravelly,2020-01-10,0.0,17.9,29.7,49.7,85.8,11.4,0
Siddipet,Komaravelly,2020-01-11,0.0,14.9,26.8,56.4,82.6,10.1,0
Siddipet,Komaravelly,2020-01-12,0.0,14.1,28.4,41.7,88.4,7.0,0
Siddipet,Komaravelly,2020-01-13,0.0,11.7,28.3,29.4,76.4,6.9,0
Siddipet,Komaravelly,2020-01-14,0.0,17.6,30.2,29.7,83.5,2.7,0
Siddipet,Komaravelly,2020-01-15,0.0,18.1,29.4,38.9,90.0,6.8,0
Siddipet,Komaravelly,2020-01-16,0.0,17.3,27.5,40.3,87.2,6.6,0
Siddipet,Komaravelly,2020-01-17,0.0,18.5,27.3,47.0,91.9,8.5,0
Siddipet,Komaravelly,2020-01-18,0.0,20.0,28.2,47.0,86.0,8.0,0
Siddipet,Komaravelly,2020-01-19,0.0,19.3,28.7,41.7,93.0,10.5,0
Siddipet,Komaravelly,2020-01-20,0.0,19.0,29.7,48.0,97.1,10.2,0
Siddipet,Komaravelly,2020-01-21,0.0,19.1,28.6,51.4,95.1,6.2,0
Siddipet,Komaravelly,2020-01-22,0.0,19.2,28.6,51.9,94.9,9.0,0
Siddipet,Komaravelly,2020-01-23,0.0,18.6,29.2,43.5,93.9,9.0,0
Siddipet,Komaravelly,2020-01-24,0.0,15.6,29.4,38.4,90.2,6.3,0
Siddipet,Komaravelly,2020-01-25,0.0,17.2,29.8,36.1,86.7,9.6,0
Siddipet,Komaravelly,2020-01-26,0.0,19.1,32.2,26.6,77.5,5.3,0
Siddipet,Komaravelly,2020-01-27,0.0,16.8,31.1,32.0,78.7,0.4,0
Siddipet,Komaravelly,2020-01-28,0.0,18.6,33.8,24.1,83.0,5.9,0
Siddipet,Komaravelly,2020-01-29,0.0,19.8,31.8,35.2,92.1,8.2,0
Siddipet,Komaravelly,2020-01-30,0.0,18.4,30.5,40.6,85.1,7.1,0
Siddipet,Komaravelly,2020-01-31,0.0,16.3,28.4,50.8,82.9,10.1,0
Siddipet,Komaravelly,2020-02-01,0.0,19.1,27.7,49.3,89.5,12.1,0
Siddipet,Komaravelly,2020-02-02,0.0,18.4,29.0,50.8,88.6,10.5,0
Siddipet,Komaravelly,2020-02-03,0.0,19.3,28.5,49.7,92.3,9.7,0
Siddipet,Komaravelly,2020-02-04,0.0,19.6,28.9,48.5,85.8,8.2,0
Siddipet,Komaravelly,2020-02-05,0.0,19.3,31.7,34.7,90.5,12.0,0
Siddipet,Komaravelly,2020-02-06,0.0,18.9,31.2,37.0,84.9,11.9,0
Siddipet,Komaravelly,2020-02-07,0.0,20.5,31.5,33.4,87.4,11.2,0
Siddipet,Komaravelly,2020-02-08,0.0,21.1,29.7,45.7,87.4,11.2,0
Siddipet,Komaravelly,2020-02-09,0.0,17.2,27.8,59.9,92.8,10.8,0
Siddipet,Komaravelly,2020-02-10,0.0,18.3,24.0,63.3,96.4,6.6,0
Siddipet,Komaravelly,2020-02-11,0.0,20.2,26.4,63.8,91.1,6.8,0
Siddipet,Komaravelly,2020-02-12,0.0,19.1,27.4,55.4,90.2,8.3,0
Siddipet,Komaravelly,2020-02-13,0.0,16.3,28.0,51.0,88.8,11.1,0
Siddipet,Komaravelly,2020-02-14,0.0,16.6,29.5,28.4,72.0,8.0,0
Siddipet,Komaravelly,2020-02-15,0.0,18.5,32.7,21.9,62.8,3.8,0
Siddipet,Komaravelly,2020-02-16,0.0,17.3,32.2,27.3,78.9,3.5,0
Siddipet,Komaravelly,2020-02-17,0.0,16.7,32.9,27.3,85.2,6.2,0
Siddipet,Komaravelly,2020-02-18,0.0,14.5,31.6,25.2,76.5,6.2,0
Siddipet,Komaravelly,2020-02-19,0.0,16.6,31.9,15.6,71.6,5.7,0
Siddipet,Komaravelly,2020-02-20,0.0,19.3,32.0,31.3,94.4,10.3,0
Siddipet,Komaravelly,2020-02-21,0.0,18.6,29.5,44.0,91.9,6.5,0
Siddipet,Komaravelly,2020-02-22,0.0,18.8,29.6,34.4,77.6,10.2,0
Siddipet,Komaravelly,2020-02-23,0.0,18.4,31.5,32.7,81.2,9.1,0
Siddipet,Komaravelly,2020-02-24,0.0,19.5,31.6,33.4,82.6,10.8,0
Siddipet,Komaravelly,2020-02-25,0.0,19.4,32.6,28.0,85.3,11.8,0
Siddipet,Komaravelly,2020-02-26,0.0,19.3,31.0,37.2,83.7,10.2,0
Siddipet,Komaravelly,2020-02-27,0.0,15.8,30.3,29.0,68.0,6.1,0
Siddipet,Komaravelly,2020-02-28,0.0,15.8,31.0,24.5,85.5,9.1,0
Siddipet,Komaravelly,2020-02-29,0.0,20.4,31.8,32.7,87.4,7.7,0
Siddipet,Komaravelly,2020-03-01,0.0,20.3,31.6,38.1,94.6,9.1,0
Siddipet,Komaravelly,2020-03-02,0.0,21.4,32.3,35.8,78.7,9.9,0
Siddipet,Komaravelly,2020-03-03,0.0,21.0,32.9,52.4,80.4,6.7,0
Siddipet,Komaravelly,2020-03-04,0.0,21.9,33.0,35.2,76.7,8.1,0
Siddipet,Komaravelly,2020-03-05,0.0,20.6,35.1,22.8,88.8,6.5,0
Siddipet,Komaravelly,2020-03-06,0.0,22.4,32.4,35.2,88.8,10.4,0
Siddipet,Komaravelly,2020-03-07,0.0,22.9,33.0,31.3,89.1,5.5,0
Siddipet,Komaravelly,2020-03-08,31.8,21.9,27.6,67.2,92.1,5.6,0
Siddipet,Komaravelly,2020-03-09,0.8,20.5,30.8,56.4,94.0,9.7,0
Siddipet,Komaravelly,2020-03-10,0.8,21.0,29.2,59.9,84.1,9.3,0
Siddipet,Komaravelly,2020-03-11,0.0,21.1,32.7,47.2,90.2,13.9,0
Siddipet,Komaravelly,2020-03-12,1.0,21.2,31.5,42.1,96.7,8.8,0
Siddipet,Komaravelly,2020-03-13,17.0,21.4,30.2,64.4,93.0,6.3,0
Siddipet,Komaravelly,2020-03-14,2.0,21.4,32.3,39.8,86.0,10.8,0
Siddipet,Komaravelly,2020-03-15,0.0,20.7,32.1,41.5,90.2,8.0,0
Siddipet,Komaravelly,2020-03-16,0.0,21.0,31.0,42.1,93.5,8.1,0
Siddipet,Komaravelly,2020-03-17,0.0,21.5,32.6,35.2,82.2,6.5,0
Siddipet,Komaravelly,2020-03-18,0.0,21.0,33.0,32.7,76.7,9.4,0
Siddipet,Komaravelly,2020-03-19,0.0,22.2,34.7,28.2,79.4,7.0,0
Siddipet,Komaravelly,2020-03-20,0.0,21.7,34.0,37.5,77.1,10.4,0
Siddipet,Komaravelly,2020-03-21,0.0,21.8,35.6,30.9,88.8,0.3,0
Siddipet,Komaravelly,2020-03-22,0.0,21.7,32.5,35.2,96.1,5.5,0
Siddipet,Komaravelly,2020-03-23,0.0,22.0,33.6,30.6,95.1,6.3,0
Siddipet,Komaravelly,2020-03-24,0.0,21.2,32.8,35.2,85.5,8.0,0
Siddipet,Komaravelly,2020-03-25,0.0,21.9,33.5,34.1,79.0,8.4,0
Siddipet,Komaravelly,2020-03-26,0.0,22.9,33.4,37.0,74.6,8.7,0
Siddipet,Komaravelly,2020-03-27,0.0,22.6,34.8,35.0,69.8,6.2,0
Siddipet,Komaravelly,2020-03-28,0.0,24.7,34.8,26.8,54.4,10.4,0
Siddipet,Komaravelly,2020-03-29,0.0,22.1,36.3,23.5,70.4,4.7,0
Siddipet,Komaravelly,2020-03-30,0.0,22.1,36.2,26.8,66.1,9.4,0
Siddipet,Komaravelly,2020-03-31,0.0,23.5,35.0,32.3,65.3,7.6,0
Siddipet,Cheriyal,2020-01-01,0.0,21.4,25.7,71.3,97.8,13.3,0
Siddipet,Cheriyal,2020-01-02,0.0,23.2,30.4,56.2,93.5,13.5,0
Siddipet,Cheriyal,2020-01-03,0.0,23.4,30.1,62.8,96.2,11.1,0
Siddipet,Cheriyal,2020-01-04,0.4,21.0,28.9,67.6,98.1,7.9,0
Siddipet,Cheriyal,2020-01-05,0.0,19.0,30.5,58.6,99.9,5.6,0
Siddipet,Cheriyal,2020-01-06,0.0,16.7,28.2,50.0,96.7,6.0,0
Siddipet,Cheriyal,2020-01-07,0.0,22.8,30.1,56.1,97.5,5.9,0
Siddipet,Cheriyal,2020-01-08,0.0,22.2,29.5,69.4,95.7,8.6,0
Siddipet,Cheriyal,2020-01-09,0.0,21.7,31.3,60.0,96.2,11.5,0
Siddipet,Cheriyal,2020-01-10,0.0,20.2,32.2,53.1,90.9,7.5,0
Siddipet,Cheriyal,2020-01-11,0.0,16.4,29.3,56.2,98.8,6.3,0
Siddipet,Cheriyal,2020-01-12,0.0,14.8,30.8,47.2,97.4,6.0,0
Siddipet,Cheriyal,2020-01-13,0.0,13.5,31.1,33.6,87.9,5.8,0
Siddipet,Cheriyal,2020-01-14,0.0,16.6,33.0,31.5,98.9,4.5,0
Siddipet,Cheriyal,2020-01-15,0.0,20.3,32.9,42.1,99.4,7.8,0
Siddipet,Cheriyal,2020-01-16,0.0,18.9,30.3,41.6,99.9,14.1,0
Siddipet,Cheriyal,2020-01-17,0.0,20.9,31.1,47.9,98.7,12.2,0
Siddipet,Cheriyal,2020-01-18,0.0,22.0,30.7,52.1,92.2,12.7,0
Siddipet,Cheriyal,2020-01-19,0.0,20.9,31.5,47.3,99.9,15.2,0
Siddipet,Cheriyal,2020-01-20,0.0,20.6,31.6,52.1,99.9,11.4,0
Siddipet,Cheriyal,2020-01-21,0.0,21.8,31.1,51.3,99.9,8.6,0
Siddipet,Cheriyal,2020-01-22,0.0,21.3,30.9,51.4,99.1,13.8,0
Siddipet,Cheriyal,2020-01-23,0.0,19.2,32.4,46.5,99.9,12.1,0
Siddipet,Cheriyal,2020-01-24,0.0,18.5,32.9,41.1,99.9,5.8,0
Siddipet,Cheriyal,2020-01-25,0.0,18.4,33.2,40.7,99.9,6.8,0
Siddipet,Cheriyal,2020-01-26,0.0,19.0,35.0,35.1,99.9,5.6,0
Siddipet,Cheriyal,2020-01-27,0.0,18.2,35.3,34.3,99.9,3.9,0
Siddipet,Cheriyal,2020-01-28,0.0,21.8,35.2,29.5,95.8,8.7,0
Siddipet,Cheriyal,2020-01-29,0.0,21.6,35.5,39.2,97.9,22.9,0
Siddipet,Cheriyal,2020-01-30,0.0,19.2,32.9,43.2,98.9,6.3,0
Siddipet,Cheriyal,2020-01-31,0.0,17.2,31.1,50.6,92.8,6.3,0
Siddipet,Cheriyal,2020-02-01,0.0,21.1,31.1,51.2,99.9,8.9,0
Siddipet,Cheriyal,2020-02-02,0.0,19.7,31.2,54.0,98.1,13.9,0
Siddipet,Cheriyal,2020-02-03,0.0,21.1,30.9,51.1,99.4,11.4,0
Siddipet,Cheriyal,2020-02-04,0.0,21.1,31.9,51.8,96.1,12.3,0
Siddipet,Cheriyal,2020-02-05,0.0,21.1,34.1,38.8,98.1,14.3,0
Siddipet,Cheriyal,2020-02-06,0.0,21.2,35.2,41.6,96.5,12.4,0
Siddipet,Cheriyal,2020-02-07,0.0,23.4,34.0,36.0,94.4,13.3,0
Siddipet,Cheriyal,2020-02-08,0.0,23.4,32.7,49.2,96.3,12.2,0
Siddipet,Cheriyal,2020-02-09,9.4,20.0,31.1,66.2,99.9,12.8,0
Siddipet,Cheriyal,2020-02-10,0.2,20.3,25.9,76.7,99.9,7.7,0
Siddipet,Cheriyal,2020-02-11,0.0,22.0,29.8,70.8,99.6,12.8,0
Siddipet,Cheriyal,2020-02-12,0.0,22.0,31.3,58.2,99.9,9.6,0
Siddipet,Cheriyal,2020-02-13,0.0,18.2,31.2,55.5,99.9,7.2,0
Siddipet,Cheriyal,2020-02-14,0.0,17.7,33.9,31.3,85.7,8.0,0
Siddipet,Cheriyal,2020-02-15,0.0,19.3,35.4,23.8,84.9,6.4,0
Siddipet,Cheriyal,2020-02-16,0.0,18.4,34.9,35.0,92.9,6.1,0
Siddipet,Cheriyal,2020-02-17,0.0,19.3,35.5,28.5,98.2,6.4,0
Siddipet,Cheriyal,2020-02-18,0.0,15.7,33.3,29.0,89.6,8.5,0
Siddipet,Cheriyal,2020-02-19,0.0,16.2,33.6,20.6,89.2,4.9,0
Siddipet,Cheriyal,2020-02-20,0.0,19.4,33.4,35.5,98.6,13.1,0
Siddipet,Cheriyal,2020-02-21,0.0,19.8,32.4,48.4,98.9,15.1,0
Siddipet,Cheriyal,2020-02-22,0.0,21.6,31.7,41.6,86.0,15.9,0
Siddipet,Cheriyal,2020-02-23,0.0,19.4,33.7,35.9,91.2,10.0,0
Siddipet,Cheriyal,2020-02-24,0.0,21.0,33.6,36.6,95.1,14.3,0
Siddipet,Cheriyal,2020-02-25,0.0,20.9,35.4,35.2,96.2,16.5,0
Siddipet,Cheriyal,2020-02-26,0.0,20.7,35.2,38.7,95.8,7.1,0
Siddipet,Cheriyal,2020-02-27,0.0,17.3,33.6,33.5,78.8,6.7,0
Siddipet,Cheriyal,2020-02-28,0.0,19.3,32.9,28.5,96.3,11.9,0
Siddipet,Cheriyal,2020-02-29,0.0,21.6,34.9,36.9,98.4,11.3,0
Siddipet,Cheriyal,2020-03-01,0.0,22.1,35.0,43.2,99.6,14.8,0
Siddipet,Cheriyal,2020-03-02,0.0,23.4,34.1,41.3,87.2,15.3,0
Siddipet,Cheriyal,2020-03-03,0.0,21.0,35.4,46.9,86.4,7.3,0
Siddipet,Cheriyal,2020-03-04,0.0,22.1,34.2,39.4,88.1,10.6,0
Siddipet,Cheriyal,2020-03-05,0.0,20.3,35.0,27.2,92.7,8.7,0
Siddipet,Cheriyal,2020-03-06,0.0,22.4,32.9,45.3,96.3,13.5,0
Siddipet,Cheriyal,2020-03-07,0.0,23.8,34.6,40.3,96.7,16.4,0
Siddipet,Cheriyal,2020-03-08,19.2,23.6,31.1,68.7,99.9,13.3,0
Siddipet,Cheriyal,2020-03-09,19.8,20.8,33.6,56.9,99.9,11.5,0
Siddipet,Cheriyal,2020-03-10,0.6,22.0,32.8,63.1,93.5,11.1,0
Siddipet,Cheriyal,2020-03-11,0.0,22.7,36.2,48.9,96.7,14.0,0
Siddipet,Cheriyal,2020-03-12,2.4,21.8,33.7,52.1,99.9,8.7,0
Siddipet,Cheriyal,2020-03-13,10.7,22.1,33.7,64.2,99.3,11.2,0
Siddipet,Cheriyal,2020-03-14,0.0,22.0,35.0,44.3,95.4,15.7,0
Siddipet,Cheriyal,2020-03-15,0.0,21.9,34.0,48.6,95.3,11.3,0
Siddipet,Cheriyal,2020-03-16,0.0,21.8,33.7,44.7,99.0,10.6,0
Siddipet,Cheriyal,2020-03-17,0.0,22.1,33.6,40.3,93.5,13.5,0
Siddipet,Cheriyal,2020-03-18,0.0,20.4,36.4,37.0,89.2,11.1,0
Siddipet,Cheriyal,2020-03-19,0.0,22.9,36.2,32.2,89.3,9.4,0
Siddipet,Cheriyal,2020-03-20,2.0,22.0,37.6,38.2,94.5,15.4,0
Siddipet,Cheriyal,2020-03-21,0.0,22.4,37.6,37.9,97.0,11.4,0
Siddipet,Cheriyal,2020-03-22,0.0,21.8,35.6,41.9,98.4,11.9,0
Siddipet,Cheriyal,2020-03-23,0.0,22.1,36.4,35.2,99.9,6.7,0
Siddipet,Cheriyal,2020-03-24,0.0,21.5,36.2,50.5,96.9,9.8,0
Siddipet,Cheriyal,2020-03-25,0.0,22.3,36.4,39.9,86.7,10.1,0
Siddipet,Cheriyal,2020-03-26,0.0,22.9,36.5,41.1,77.8,11.3,0
Siddipet,Cheriyal,2020-03-27,0.0,22.5,37.6,36.9,83.2,4.2,0
Siddipet,Cheriyal,2020-03-28,0.0,23.8,37.7,32.4,65.7,12.8,0
Siddipet,Cheriyal,2020-03-29,0.0,22.1,38.5,26.9,73.4,4.8,0
Siddipet,Cheriyal,2020-03-30,0.0,21.9,38.3,32.1,72.2,12.0,0
Siddipet,Cheriyal,2020-03-31,0.0,23.9,36.8,36.5,77.5,6.7,0
Siddipet,Maddur,2020-01-01,0.0,18.9,24.1,72.2,96.8,2.1,0
Siddipet,Maddur,2020-01-02,0.0,20.7,28.4,59.9,95.5,2.3,0
Siddipet,Maddur,2020-01-03,0.0,21.2,27.7,65.2,94.9,2.1,0
Siddipet,Maddur,2020-01-04,0.0,19.1,27.1,71.6,97.8,2.1,0
Siddipet,Maddur,2020-01-05,0.0,17.2,26.7,67.1,97.2,2.4,0
Siddipet,Maddur,2020-01-06,0.0,15.0,25.7,55.6,95.0,3.0,0
Siddipet,Maddur,2020-01-07,0.0,20.2,29.8,54.3,95.7,1.3,0
Siddipet,Maddur,2020-01-08,0.0,20.8,28.4,62.6,94.0,1.5,0
Siddipet,Maddur,2020-01-09,0.0,19.8,28.1,63.8,95.9,1.7,0
Siddipet,Maddur,2020-01-10,0.0,17.8,29.9,54.5,92.3,2.2,0
Siddipet,Maddur,2020-01-11,0.0,14.4,27.2,60.5,94.6,2.0,0
Siddipet,Maddur,2020-01-12,0.0,13.5,28.2,47.7,97.8,1.8,0
Siddipet,Maddur,2020-01-13,0.0,12.0,28.2,32.2,88.9,2.0,0
Siddipet,Maddur,2020-01-14,0.0,14.1,30.7,32.2,92.2,3.3,0
Siddipet,Maddur,2020-01-15,0.0,17.6,29.3,51.8,97.5,2.0,0
Siddipet,Maddur,2020-01-16,0.0,16.1,28.7,43.8,97.9,2.6,0
Siddipet,Maddur,2020-01-17,0.0,18.2,28.4,47.0,97.6,2.0,0
Siddipet,Maddur,2020-01-18,0.0,19.9,29.1,50.1,92.2,2.2,0
Siddipet,Maddur,2020-01-19,0.0,19.1,30.1,50.7,98.0,1.9,0
Siddipet,Maddur,2020-01-20,0.0,18.5,29.2,54.5,99.3,1.7,0
Siddipet,Maddur,2020-01-21,0.0,18.8,29.0,55.5,98.1,2.0,0
Siddipet,Maddur,2020-01-22,0.0,20.1,29.5,55.6,94.8,2.6,0
Siddipet,Maddur,2020-01-23,0.0,17.3,30.5,46.5,99.0,2.3,0
Siddipet,Maddur,2020-01-24,0.0,15.3,30.2,38.6,98.2,2.5,0
Siddipet,Maddur,2020-01-25,0.0,16.5,31.2,41.1,96.6,1.4,0
Siddipet,Maddur,2020-01-26,0.0,16.5,31.7,32.4,97.1,1.6,0
Siddipet,Maddur,2020-01-27,0.0,15.5,32.2,36.1,95.6,1.1,0
Siddipet,Maddur,2020-01-28,0.0,18.6,33.0,31.1,94.8,1.8,0
Siddipet,Maddur,2020-01-29,0.0,20.2,31.9,44.3,97.3,2.2,0
Siddipet,Maddur,2020-01-30,0.0,17.2,31.0,45.3,96.4,1.5,0
Siddipet,Maddur,2020-01-31,0.0,15.9,28.2,56.1,94.2,2.3,0
Siddipet,Maddur,2020-02-01,0.0,18.8,27.9,52.8,97.0,2.2,0
Siddipet,Maddur,2020-02-02,0.0,18.0,30.5,53.4,97.2,2.4,0
Siddipet,Maddur,2020-02-03,0.0,19.4,29.2,55.6,97.1,2.3,0
Siddipet,Maddur,2020-02-04,0.0,19.6,29.5,51.7,94.3,2.4,0
Siddipet,Maddur,2020-02-05,0.0,19.5,32.4,41.5,96.5,1.6,0
Siddipet,Maddur,2020-02-06,0.0,18.7,32.0,41.8,94.0,2.2,0
Siddipet,Maddur,2020-02-07,0.0,20.8,31.9,41.5,92.3,2.2,0
Siddipet,Maddur,2020-02-08,0.0,21.1,30.6,50.6,94.4,2.0,0
Siddipet,Maddur,2020-02-09,7.4,17.3,28.9,63.0,98.5,2.4,0
Siddipet,Maddur,2020-02-10,0.0,17.7,23.5,73.6,99.4,3.2,0
Siddipet,Maddur,2020-02-11,0.0,20.3,26.6,67.6,96.9,1.7,0
Siddipet,Maddur,2020-02-12,0.0,20.0,28.6,60.1,97.3,2.3,0
Siddipet,Maddur,2020-02-13,0.0,15.9,27.7,61.6,98.7,1.6,0
Siddipet,Maddur,2020-02-14,0.0,16.5,29.6,34.2,85.7,2.3,0
Siddipet,Maddur,2020-02-15,0.0,15.1,32.2,27.7,93.0,2.0,0
Siddipet,Maddur,2020-02-16,0.0,16.7,35.0,31.2,92.6,1.5,0
Siddipet,Maddur,2020-02-17,0.0,15.6,32.5,32.6,95.9,2.2,0
Siddipet,Maddur,2020-02-18,0.0,14.3,32.3,30.2,94.9,1.9,0
Siddipet,Maddur,2020-02-19,0.0,15.2,32.2,21.5,98.0,2.7,0
Siddipet,Maddur,2020-02-20,0.0,19.5,31.5,37.8,97.6,1.7,0
Siddipet,Maddur,2020-02-21,0.0,18.8,30.8,48.1,95.8,1.9,0
Siddipet,Maddur,2020-02-22,0.0,18.2,30.8,43.1,87.4,2.4,0
Siddipet,Maddur,2020-02-23,0.0,17.8,31.7,34.0,97.2,1.7,0
Siddipet,Maddur,2020-02-24,0.0,18.8,31.7,40.5,92.7,2.3,0
Siddipet,Maddur,2020-02-25,0.0,20.1,33.4,30.2,93.1,2.8,0
Siddipet,Maddur,2020-02-26,0.0,17.9,31.0,45.9,94.2,1.6,0
Siddipet,Maddur,2020-02-27,0.0,14.9,30.3,35.2,77.3,2.6,0
Siddipet,Maddur,2020-02-28,0.0,16.7,30.7,28.9,95.7,2.8,0
Siddipet,Maddur,2020-02-29,0.0,19.0,31.3,40.0,96.1,2.2,0
Siddipet,Maddur,2020-03-01,0.0,20.1,31.8,44.6,97.2,2.0,0
Siddipet,Maddur,2020-03-02,0.0,21.0,31.6,46.4,89.7,2.1,0
Siddipet,Maddur,2020-03-03,0.0,20.6,32.4,43.4,92.5,2.0,0
Siddipet,Maddur,2020-03-04,0.0,21.2,33.9,40.8,91.8,1.5,0
Siddipet,Maddur,2020-03-05,0.0,19.5,34.4,26.6,96.1,1.4,0
Siddipet,Maddur,2020-03-06,0.0,22.0,33.0,46.1,97.2,1.3,0
Siddipet,Maddur,2020-03-07,0.0,23.1,33.2,49.8,96.3,2.7,0
Siddipet,Maddur,2020-03-08,13.6,22.3,27.9,72.2,97.8,2.0,0
Siddipet,Maddur,2020-03-09,7.4,20.5,32.0,61.5,98.8,2.2,0
Siddipet,Maddur,2020-03-10,0.0,21.0,30.7,60.7,95.4,1.6,0
Siddipet,Maddur,2020-03-11,0.0,21.5,32.9,47.9,95.2,2.6,0
Siddipet,Maddur,2020-03-12,4.3,21.6,32.3,55.6,97.4,1.9,0
Siddipet,Maddur,2020-03-13,20.4,22.0,30.9,61.6,99.4,1.4,0
Siddipet,Maddur,2020-03-14,0.0,21.0,33.2,46.7,91.7,2.5,0
Siddipet,Maddur,2020-03-15,0.0,20.6,32.0,46.6,98.4,1.3,0
Siddipet,Maddur,2020-03-16,0.0,20.5,31.6,47.9,99.1,2.0,0
Siddipet,Maddur,2020-03-17,0.0,21.4,33.4,43.3,91.9,1.4,0
Siddipet,Maddur,2020-03-18,0.0,19.9,34.4,39.9,92.9,2.0,0
Siddipet,Maddur,2020-03-19,0.0,22.1,35.4,30.6,93.1,1.8,0
Siddipet,Maddur,2020-03-20,0.0,21.4,35.1,37.5,86.3,2.4,0
Siddipet,Maddur,2020-03-21,0.0,22.4,34.6,43.3,94.4,2.3,0
Siddipet,Maddur,2020-03-22,0.0,22.0,33.1,48.5,98.1,1.8,0
Siddipet,Maddur,2020-03-23,0.0,22.2,35.2,35.4,97.8,1.8,0
Siddipet,Maddur,2020-03-24,0.0,21.5,33.4,48.0,94.4,1.6,0
Siddipet,Maddur,2020-03-25,0.0,21.9,34.1,42.5,87.7,1.8,0
Siddipet,Maddur,2020-03-26,0.0,22.1,34.2,43.9,87.7,1.3,0
Siddipet,Maddur,2020-03-27,0.0,22.0,34.7,37.4,81.7,1.2,0
Siddipet,Maddur,2020-03-28,0.0,22.4,35.9,30.3,65.1,1.9,0
Siddipet,Maddur,2020-03-29,0.0,20.9,36.9,28.2,83.3,1.3,0
Siddipet,Maddur,2020-03-30,0.0,20.5,36.7,34.5,80.1,1.7,0
Siddipet,Maddur,2020-03-31,0.0,22.0,35.0,39.4,82.0,2.5,0
Siddipet,Narayanraopet,2020-01-01,0.0,19.7,24.1,70.7,89.7,2.9,0
Siddipet,Narayanraopet,2020-01-02,0.0,21.2,29.0,56.0,89.2,2.5,0
Siddipet,Narayanraopet,2020-01-03,0.0,21.7,28.7,57.1,90.4,2.1,0
Siddipet,Narayanraopet,2020-01-04,8.3,19.3,26.5,75.2,94.9,1.8,0
Siddipet,Narayanraopet,2020-01-05,0.0,15.9,24.9,70.2,96.2,1.4,0
Siddipet,Narayanraopet,2020-01-06,0.0,14.8,25.7,57.0,92.1,2.1,0
Siddipet,Narayanraopet,2020-01-07,0.0,18.7,28.6,53.9,93.6,1.2,0
Siddipet,Narayanraopet,2020-01-08,0.0,20.6,28.2,61.3,90.2,2.1,0
Siddipet,Narayanraopet,2020-01-09,0.0,20.5,29.7,56.4,91.6,2.7,0
Siddipet,Narayanraopet,2020-01-10,0.0,18.1,28.3,61.4,89.8,2.9,0
Siddipet,Narayanraopet,2020-01-11,0.0,13.6,26.6,60.3,95.3,1.3,0
Siddipet,Narayanraopet,2020-01-12,0.0,12.4,27.7,49.5,95.9,1.3,0
Siddipet,Narayanraopet,2020-01-13,0.0,11.8,27.4,33.3,88.9,2.3,0
Siddipet,Narayanraopet,2020-01-14,0.0,13.6,28.6,34.9,89.1,1.8,0
Siddipet,Narayanraopet,2020-01-15,0.0,16.3,30.2,42.1,95.9,1.4,0
Siddipet,Narayanraopet,2020-01-16,0.0,17.0,29.3,38.3,89.4,1.9,0
Siddipet,Narayanraopet,2020-01-17,0.0,17.9,29.5,40.2,92.5,3.6,0
Siddipet,Narayanraopet,2020-01-18,0.0,20.4,28.8,50.0,89.0,2.6,0
Siddipet,Narayanraopet,2020-01-19,0.0,18.7,30.2,45.7,94.0,2.0,0
Siddipet,Narayanraopet,2020-01-20,0.0,18.8,29.3,53.6,95.4,2.1,0
Siddipet,Narayanraopet,2020-01-21,0.0,18.2,29.3,51.6,95.4,1.7,0
Siddipet,Narayanraopet,2020-01-22,0.0,18.9,30.0,49.0,92.8,3.7,0
Siddipet,Narayanraopet,2020-01-23,0.0,17.0,30.4,41.3,94.3,2.2,0
Siddipet,Narayanraopet,2020-01-24,0.0,15.1,31.1,31.5,94.9,2.0,0
Siddipet,Narayanraopet,2020-01-25,0.0,15.3,30.3,41.1,95.1,1.8,0
Siddipet,Narayanraopet,2020-01-26,0.0,16.0,30.2,38.8,93.8,1.8,0
Siddipet,Narayanraopet,2020-01-27,0.0,14.7,30.4,40.8,93.2,0.9,0
Siddipet,Narayanraopet,2020-01-28,0.0,19.3,33.6,28.6,85.0,2.1,0
Siddipet,Narayanraopet,2020-01-29,0.0,19.3,31.6,37.1,91.0,2.6,0
Siddipet,Narayanraopet,2020-01-30,0.0,15.9,29.3,46.3,93.9,1.7,0
Siddipet,Narayanraopet,2020-01-31,0.0,14.7,27.7,52.6,94.5,1.4,0
Siddipet,Narayanraopet,2020-02-01,0.0,18.4,28.8,46.2,91.4,2.3,0
Siddipet,Narayanraopet,2020-02-02,0.0,18.2,30.9,49.5,86.8,3.0,0
Siddipet,Narayanraopet,2020-02-03,0.0,17.5,28.7,53.6,94.8,3.2,0
Siddipet,Narayanraopet,2020-02-04,0.0,20.2,30.3,45.0,84.8,2.3,0
Siddipet,Narayanraopet,2020-02-05,0.0,19.9,32.8,32.4,84.8,3.5,0
Siddipet,Narayanraopet,2020-02-06,0.0,18.8,32.0,38.1,91.8,2.6,0
Siddipet,Narayanraopet,2020-02-07,0.0,20.4,32.5,36.5,89.5,2.5,0
Siddipet,Narayanraopet,2020-02-08,0.0,20.8,30.8,43.8,89.8,3.6,0
Siddipet,Narayanraopet,2020-02-09,1.0,17.1,28.0,62.8,96.5,2.0,0
Siddipet,Narayanraopet,2020-02-10,0.0,17.2,24.3,70.8,97.2,1.7,0
