,State,District,Date,Year,Month,Avg_smlvl_at15cm,Agency_name
0,Telangana,Adilabad,01-01-2019,2019,1,7.5723964,NRSC VIC MODEL
1,Telangana,Adilabad,02-01-2019,2019,1,7.4974764,NRSC VIC MODEL
2,Telangana,Adilabad,03-01-2019,2019,1,7.4229751,NRSC VIC MODEL
3,Telangana,Adilabad,04-01-2019,2019,1,7.3498281,NRSC VIC MODEL
4,Telangana,Adilabad,05-01-2019,2019,1,7.2795851,NRSC VIC MODEL
5,Telangana,Adilabad,06-01-2019,2019,1,7.2192264,NRSC VIC MODEL
6,Telangana,Adilabad,07-01-2019,2019,1,7.1580656,NRSC VIC MODEL
7,Telangana,Adilabad,08-01-2019,2019,1,7.1275031,NRSC VIC MODEL
8,Telangana,Adilabad,09-01-2019,2019,1,7.0796281,NRSC VIC MODEL
9,Telangana,Adilabad,10-01-2019,2019,1,7.0397398,NRSC VIC MODEL
10,Telangana,Adilabad,11-01-2019,2019,1,7.0019175,NRSC VIC MODEL
11,Telangana,Adilabad,12-01-2019,2019,1,6.9696671,NRSC VIC MODEL
12,Telangana,Adilabad,13-01-2019,2019,1,6.9359089,NRSC VIC MODEL
13,Telangana,Adilabad,14-01-2019,2019,1,6.9116256,NRSC VIC MODEL
14,Telangana,Adilabad,15-01-2019,2019,1,6.8875101,NRSC VIC MODEL
15,Telangana,Adilabad,16-01-2019,2019,1,6.8645205,NRSC VIC MODEL
16,Telangana,Adilabad,17-01-2019,2019,1,6.8463528,NRSC VIC MODEL
17,Telangana,Adilabad,18-01-2019,2019,1,6.8295389,NRSC VIC MODEL
18,Telangana,Adilabad,19-01-2019,2019,1,6.8141783,NRSC VIC MODEL
19,Telangana,Adilabad,20-01-2019,2019,1,6.8016766,NRSC VIC MODEL
20,Telangana,Adilabad,21-01-2019,2019,1,6.7841933,NRSC VIC MODEL
21,Telangana,Adilabad,22-01-2019,2019,1,6.7719143,NRSC VIC MODEL
22,Telangana,Adilabad,23-01-2019,2019,1,6.7598927,NRSC VIC MODEL
23,Telangana,Adilabad,24-01-2019,2019,1,6.7547307,NRSC VIC MODEL
24,Telangana,Adilabad,25-01-2019,2019,1,10.181728,NRSC VIC MODEL
25,Telangana,Adilabad,26-01-2019,2019,1,10.373438,NRSC VIC MODEL
26,Telangana,Adilabad,27-01-2019,2019,1,10.2893327,NRSC VIC MODEL
27,Telangana,Adilabad,28-01-2019,2019,1,10.2119139,NRSC VIC MODEL
28,Telangana,Adilabad,29-01-2019,2019,1,10.1542111,NRSC VIC MODEL
29,Telangana,Adilabad,30-01-2019,2019,1,10.0927988,NRSC VIC MODEL
30,Telangana,Adilabad,31-01-2019,2019,1,10.0347802,NRSC VIC MODEL
31,Telangana,Bhadradri Kothagudem,01-01-2019,2019,1,20.6165095,NRSC VIC MODEL
32,Telangana,Bhadradri Kothagudem,02-01-2019,2019,1,20.2965984,NRSC VIC MODEL
33,Telangana,Bhadradri Kothagudem,03-01-2019,2019,1,19.9667833,NRSC VIC MODEL
34,Telangana,Bhadradri Kothagudem,04-01-2019,2019,1,19.6745887,NRSC VIC MODEL
35,Telangana,Bhadradri Kothagudem,05-01-2019,2019,1,19.3947191,NRSC VIC MODEL
36,Telangana,Bhadradri Kothagudem,06-01-2019,2019,1,19.111947,NRSC VIC MODEL
37,Telangana,Bhadradri Kothagudem,07-01-2019,2019,1,18.8179807,NRSC VIC MODEL
38,Telangana,Bhadradri Kothagudem,08-01-2019,2019,1,18.6525627,NRSC VIC MODEL
39,Telangana,Bhadradri Kothagudem,09-01-2019,2019,1,18.4194573,NRSC VIC MODEL
40,Telangana,Bhadradri Kothagudem,10-01-2019,2019,1,18.1789161,NRSC VIC MODEL
41,Telangana,Bhadradri Kothagudem,11-01-2019,2019,1,17.9636263,NRSC VIC MODEL
42,Telangana,Bhadradri Kothagudem,12-01-2019,2019,1,17.7273731,NRSC VIC MODEL
43,Telangana,Bhadradri Kothagudem,13-01-2019,2019,1,17.5131194,NRSC VIC MODEL
44,Telangana,Bhadradri Kothagudem,14-01-2019,2019,1,17.2879955,NRSC VIC MODEL
45,Telangana,Bhadradri Kothagudem,15-01-2019,2019,1,17.0554179,NRSC VIC MODEL
46,Telangana,Bhadradri Kothagudem,16-01-2019,2019,1,16.839964,NRSC VIC MODEL
47,Telangana,Bhadradri Kothagudem,17-01-2019,2019,1,16.6298429,NRSC VIC MODEL
48,Telangana,Bhadradri Kothagudem,18-01-2019,2019,1,16.4204117,NRSC VIC MODEL
49,Telangana,Bhadradri Kothagudem,19-01-2019,2019,1,16.2182702,NRSC VIC MODEL
50,Telangana,Bhadradri Kothagudem,20-01-2019,2019,1,16.0328675,NRSC VIC MODEL
51,Telangana,Bhadradri Kothagudem,21-01-2019,2019,1,15.8264639,NRSC VIC MODEL
52,Telangana,Bhadradri Kothagudem,22-01-2019,2019,1,15.6279337,NRSC VIC MODEL
53,Telangana,Bhadradri Kothagudem,23-01-2019,2019,1,15.4463857,NRSC VIC MODEL
54,Telangana,Bhadradri Kothagudem,24-01-2019,2019,1,15.2581133,NRSC VIC MODEL
55,Telangana,Bhadradri Kothagudem,25-01-2019,2019,1,15.103747,NRSC VIC MODEL
56,Telangana,Bhadradri Kothagudem,26-01-2019,2019,1,14.9561958,NRSC VIC MODEL
57,Telangana,Bhadradri Kothagudem,27-01-2019,2019,1,16.1864264,NRSC VIC MODEL
58,Telangana,Bhadradri Kothagudem,28-01-2019,2019,1,16.0860626,NRSC VIC MODEL
59,Telangana,Bhadradri Kothagudem,29-01-2019,2019,1,15.8622214,NRSC VIC MODEL
60,Telangana,Bhadradri Kothagudem,30-01-2019,2019,1,15.6385436,NRSC VIC MODEL
61,Telangana,Bhadradri Kothagudem,31-01-2019,2019,1,15.4206435,NRSC VIC MODEL
62,Telangana,Hyderabad,12-01-2019,2019,1,1.4222026,NRSC VIC MODEL
63,Telangana,Hyderabad,27-01-2019,2019,1,3.4181007,NRSC VIC MODEL
64,Telangana,Hyderabad,01-01-2019,2019,1,2.3763287,NRSC VIC MODEL
65,Telangana,Hyderabad,02-01-2019,2019,1,2.257468,NRSC VIC MODEL
66,Telangana,Hyderabad,03-01-2019,2019,1,2.1468808,NRSC VIC MODEL
67,Telangana,Hyderabad,04-01-2019,2019,1,2.0444584,NRSC VIC MODEL
68,Telangana,Hyderabad,05-01-2019,2019,1,1.9438021,NRSC VIC MODEL
69,Telangana,Hyderabad,06-01-2019,2019,1,1.8527675,NRSC VIC MODEL
70,Telangana,Hyderabad,07-01-2019,2019,1,1.7703397,NRSC VIC MODEL
71,Telangana,Hyderabad,08-01-2019,2019,1,1.7250923,NRSC VIC MODEL
72,Telangana,Hyderabad,09-01-2019,2019,1,1.646404,NRSC VIC MODEL
73,Telangana,Hyderabad,10-01-2019,2019,1,1.5557319,NRSC VIC MODEL
74,Telangana,Hyderabad,11-01-2019,2019,1,1.4937654,NRSC VIC MODEL
75,Telangana,Hyderabad,13-01-2019,2019,1,1.3524753,NRSC VIC MODEL
76,Telangana,Hyderabad,14-01-2019,2019,1,1.2982669,NRSC VIC MODEL
77,Telangana,Hyderabad,15-01-2019,2019,1,1.2371234,NRSC VIC MODEL
78,Telangana,Hyderabad,16-01-2019,2019,1,1.176893,NRSC VIC MODEL
79,Telangana,Hyderabad,17-01-2019,2019,1,1.125319,NRSC VIC MODEL
80,Telangana,Hyderabad,18-01-2019,2019,1,1.0585914,NRSC VIC MODEL
81,Telangana,Hyderabad,19-01-2019,2019,1,1.0148547,NRSC VIC MODEL
82,Telangana,Hyderabad,20-01-2019,2019,1,0.9571777,NRSC VIC MODEL
83,Telangana,Hyderabad,21-01-2019,2019,1,0.914056,NRSC VIC MODEL
84,Telangana,Hyderabad,22-01-2019,2019,1,0.8778163,NRSC VIC MODEL
85,Telangana,Hyderabad,23-01-2019,2019,1,0.8181811,NRSC VIC MODEL
86,Telangana,Hyderabad,24-01-2019,2019,1,0.7903216,NRSC VIC MODEL
87,Telangana,Hyderabad,25-01-2019,2019,1,0.7788118,NRSC VIC MODEL
88,Telangana,Hyderabad,26-01-2019,2019,1,3.2774754,NRSC VIC MODEL
89,Telangana,Hyderabad,28-01-2019,2019,1,3.5297533,NRSC VIC MODEL
90,Telangana,Hyderabad,29-01-2019,2019,1,3.3484036,NRSC VIC MODEL
91,Telangana,Hyderabad,30-01-2019,2019,1,3.1787005,NRSC VIC MODEL
92,Telangana,Hyderabad,31-01-2019,2019,1,2.9976537,NRSC VIC MODEL
93,Telangana,Jagitial,01-01-2019,2019,1,6.380655,NRSC VIC MODEL
94,Telangana,Jagitial,02-01-2019,2019,1,6.3258605,NRSC VIC MODEL
95,Telangana,Jagitial,03-01-2019,2019,1,6.2710524,NRSC VIC MODEL
96,Telangana,Jagitial,04-01-2019,2019,1,6.2239265,NRSC VIC MODEL
97,Telangana,Jagitial,05-01-2019,2019,1,6.1814234,NRSC VIC MODEL
98,Telangana,Jagitial,06-01-2019,2019,1,6.1361362,NRSC VIC MODEL
99,Telangana,Jagitial,07-01-2019,2019,1,6.0977452,NRSC VIC MODEL
100,Telangana,Jagitial,08-01-2019,2019,1,6.0794206,NRSC VIC MODEL
101,Telangana,Jagitial,09-01-2019,2019,1,6.0492943,NRSC VIC MODEL
102,Telangana,Jagitial,10-01-2019,2019,1,6.0209523,NRSC VIC MODEL
103,Telangana,Jagitial,11-01-2019,2019,1,5.9944332,NRSC VIC MODEL
104,Telangana,Jagitial,12-01-2019,2019,1,5.9709406,NRSC VIC MODEL
105,Telangana,Jagitial,13-01-2019,2019,1,5.944989,NRSC VIC MODEL
106,Telangana,Jagitial,14-01-2019,2019,1,5.9205606,NRSC VIC MODEL
107,Telangana,Jagitial,15-01-2019,2019,1,5.9044252,NRSC VIC MODEL
108,Telangana,Jagitial,16-01-2019,2019,1,5.883493,NRSC VIC MODEL
109,Telangana,Jagitial,17-01-2019,2019,1,5.8662872,NRSC VIC MODEL
110,Telangana,Jagitial,18-01-2019,2019,1,5.8460222,NRSC VIC MODEL
111,Telangana,Jagitial,19-01-2019,2019,1,5.8333376,NRSC VIC MODEL
112,Telangana,Jagitial,20-01-2019,2019,1,5.8159006,NRSC VIC MODEL
113,Telangana,Jagitial,21-01-2019,2019,1,5.8063482,NRSC VIC MODEL
114,Telangana,Jagitial,22-01-2019,2019,1,5.7889741,NRSC VIC MODEL
115,Telangana,Jagitial,23-01-2019,2019,1,5.7804444,NRSC VIC MODEL
116,Telangana,Jagitial,24-01-2019,2019,1,5.7644593,NRSC VIC MODEL
117,Telangana,Jagitial,25-01-2019,2019,1,6.0300319,NRSC VIC MODEL
118,Telangana,Jagitial,26-01-2019,2019,1,7.2786159,NRSC VIC MODEL
119,Telangana,Jagitial,27-01-2019,2019,1,7.6765343,NRSC VIC MODEL
120,Telangana,Jagitial,28-01-2019,2019,1,7.5641237,NRSC VIC MODEL
121,Telangana,Jagitial,29-01-2019,2019,1,7.4765941,NRSC VIC MODEL
122,Telangana,Jagitial,30-01-2019,2019,1,7.3960318,NRSC VIC MODEL
123,Telangana,Jagitial,31-01-2019,2019,1,7.3099617,NRSC VIC MODEL
124,Telangana,Jangoan,01-01-2019,2019,1,2.3116163,NRSC VIC MODEL
125,Telangana,Jangoan,02-01-2019,2019,1,2.2878905,NRSC VIC MODEL
126,Telangana,Jangoan,03-01-2019,2019,1,2.2700253,NRSC VIC MODEL
127,Telangana,Jangoan,04-01-2019,2019,1,2.2473036,NRSC VIC MODEL
128,Telangana,Jangoan,05-01-2019,2019,1,2.23023,NRSC VIC MODEL
129,Telangana,Jangoan,06-01-2019,2019,1,2.2129046,NRSC VIC MODEL
130,Telangana,Jangoan,07-01-2019,2019,1,2.1969487,NRSC VIC MODEL
131,Telangana,Jangoan,08-01-2019,2019,1,2.1861831,NRSC VIC MODEL
132,Telangana,Jangoan,09-01-2019,2019,1,2.1674979,NRSC VIC MODEL
133,Telangana,Jangoan,10-01-2019,2019,1,2.1495528,NRSC VIC MODEL
134,Telangana,Jangoan,11-01-2019,2019,1,2.1388286,NRSC VIC MODEL
135,Telangana,Jangoan,12-01-2019,2019,1,2.1271005,NRSC VIC MODEL
136,Telangana,Jangoan,13-01-2019,2019,1,2.1152795,NRSC VIC MODEL
137,Telangana,Jangoan,14-01-2019,2019,1,2.108027,NRSC VIC MODEL
138,Telangana,Jangoan,15-01-2019,2019,1,2.0964996,NRSC VIC MODEL
139,Telangana,Jangoan,16-01-2019,2019,1,2.0805516,NRSC VIC MODEL
140,Telangana,Jangoan,17-01-2019,2019,1,2.0676775,NRSC VIC MODEL
141,Telangana,Jangoan,18-01-2019,2019,1,2.0589076,NRSC VIC MODEL
142,Telangana,Jangoan,19-01-2019,2019,1,2.0491684,NRSC VIC MODEL
143,Telangana,Jangoan,20-01-2019,2019,1,2.0417166,NRSC VIC MODEL
144,Telangana,Jangoan,21-01-2019,2019,1,2.0336674,NRSC VIC MODEL
145,Telangana,Jangoan,22-01-2019,2019,1,2.0249016,NRSC VIC MODEL
146,Telangana,Jangoan,23-01-2019,2019,1,2.015468,NRSC VIC MODEL
147,Telangana,Jangoan,24-01-2019,2019,1,2.0111477,NRSC VIC MODEL
148,Telangana,Jangoan,25-01-2019,2019,1,2.0233201,NRSC VIC MODEL
149,Telangana,Jangoan,26-01-2019,2019,1,2.5375178,NRSC VIC MODEL
150,Telangana,Jangoan,27-01-2019,2019,1,3.5512726,NRSC VIC MODEL
151,Telangana,Jangoan,28-01-2019,2019,1,3.5478936,NRSC VIC MODEL
152,Telangana,Jangoan,29-01-2019,2019,1,3.5219838,NRSC VIC MODEL
153,Telangana,Jangoan,30-01-2019,2019,1,3.4942617,NRSC VIC MODEL
154,Telangana,Jangoan,31-01-2019,2019,1,3.4720058,NRSC VIC MODEL
155,Telangana,Jayashankar Bhupalapally,01-01-2019,2019,1,11.1965125,NRSC VIC MODEL
156,Telangana,Jayashankar Bhupalapally,02-01-2019,2019,1,11.0655188,NRSC VIC MODEL
157,Telangana,Jayashankar Bhupalapally,03-01-2019,2019,1,10.9369697,NRSC VIC MODEL
158,Telangana,Jayashankar Bhupalapally,04-01-2019,2019,1,10.8108901,NRSC VIC MODEL
159,Telangana,Jayashankar Bhupalapally,05-01-2019,2019,1,10.6692188,NRSC VIC MODEL
160,Telangana,Jayashankar Bhupalapally,06-01-2019,2019,1,10.5287826,NRSC VIC MODEL
161,Telangana,Jayashankar Bhupalapally,07-01-2019,2019,1,10.3853593,NRSC VIC MODEL
162,Telangana,Jayashankar Bhupalapally,08-01-2019,2019,1,10.290321,NRSC VIC MODEL
163,Telangana,Jayashankar Bhupalapally,09-01-2019,2019,1,10.1722223,NRSC VIC MODEL
164,Telangana,Jayashankar Bhupalapally,10-01-2019,2019,1,10.0598683,NRSC VIC MODEL
165,Telangana,Jayashankar Bhupalapally,11-01-2019,2019,1,9.9364521,NRSC VIC MODEL
166,Telangana,Jayashankar Bhupalapally,12-01-2019,2019,1,9.818317,NRSC VIC MODEL
167,Telangana,Jayashankar Bhupalapally,13-01-2019,2019,1,9.7081328,NRSC VIC MODEL
168,Telangana,Jayashankar Bhupalapally,14-01-2019,2019,1,9.5925552,NRSC VIC MODEL
169,Telangana,Jayashankar Bhupalapally,15-01-2019,2019,1,9.4906306,NRSC VIC MODEL
170,Telangana,Jayashankar Bhupalapally,16-01-2019,2019,1,9.4003752,NRSC VIC MODEL
171,Telangana,Jayashankar Bhupalapally,17-01-2019,2019,1,9.3204901,NRSC VIC MODEL
172,Telangana,Jayashankar Bhupalapally,18-01-2019,2019,1,9.2378693,NRSC VIC MODEL
173,Telangana,Jayashankar Bhupalapally,19-01-2019,2019,1,9.1673326,NRSC VIC MODEL
174,Telangana,Jayashankar Bhupalapally,20-01-2019,2019,1,9.1087789,NRSC VIC MODEL
175,Telangana,Jayashankar Bhupalapally,21-01-2019,2019,1,9.0501028,NRSC VIC MODEL
176,Telangana,Jayashankar Bhupalapally,22-01-2019,2019,1,8.995331,NRSC VIC MODEL
177,Telangana,Jayashankar Bhupalapally,23-01-2019,2019,1,8.9458353,NRSC VIC MODEL
178,Telangana,Jayashankar Bhupalapally,24-01-2019,2019,1,8.9066921,NRSC VIC MODEL
179,Telangana,Jayashankar Bhupalapally,25-01-2019,2019,1,9.0639732,NRSC VIC MODEL
180,Telangana,Jayashankar Bhupalapally,26-01-2019,2019,1,10.3487562,NRSC VIC MODEL
181,Telangana,Jayashankar Bhupalapally,27-01-2019,2019,1,10.4585413,NRSC VIC MODEL
182,Telangana,Jayashankar Bhupalapally,28-01-2019,2019,1,10.3904498,NRSC VIC MODEL
183,Telangana,Jayashankar Bhupalapally,29-01-2019,2019,1,10.3205361,NRSC VIC MODEL
184,Telangana,Jayashankar Bhupalapally,30-01-2019,2019,1,10.2577976,NRSC VIC MODEL
185,Telangana,Jayashankar Bhupalapally,31-01-2019,2019,1,10.1960135,NRSC VIC MODEL
186,Telangana,Jogulamba Gadwal,01-01-2019,2019,1,0.8785923,NRSC VIC MODEL
187,Telangana,Jogulamba Gadwal,02-01-2019,2019,1,0.863944,NRSC VIC MODEL
188,Telangana,Jogulamba Gadwal,03-01-2019,2019,1,0.8502279,NRSC VIC MODEL
189,Telangana,Jogulamba Gadwal,04-01-2019,2019,1,0.842,NRSC VIC MODEL
190,Telangana,Jogulamba Gadwal,05-01-2019,2019,1,0.8270068,NRSC VIC MODEL
191,Telangana,Jogulamba Gadwal,06-01-2019,2019,1,0.8156272,NRSC VIC MODEL
192,Telangana,Jogulamba Gadwal,07-01-2019,2019,1,0.7994219,NRSC VIC MODEL
193,Telangana,Jogulamba Gadwal,08-01-2019,2019,1,0.7940963,NRSC VIC MODEL
194,Telangana,Jogulamba Gadwal,09-01-2019,2019,1,0.7838486,NRSC VIC MODEL
195,Telangana,Jogulamba Gadwal,10-01-2019,2019,1,0.7747853,NRSC VIC MODEL
196,Telangana,Jogulamba Gadwal,11-01-2019,2019,1,0.7665937,NRSC VIC MODEL
197,Telangana,Jogulamba Gadwal,12-01-2019,2019,1,0.7621957,NRSC VIC MODEL
198,Telangana,Jogulamba Gadwal,13-01-2019,2019,1,0.7545424,NRSC VIC MODEL
199,Telangana,Jogulamba Gadwal,14-01-2019,2019,1,0.7475973,NRSC VIC MODEL
200,Telangana,Jogulamba Gadwal,15-01-2019,2019,1,0.7430595,NRSC VIC MODEL
201,Telangana,Jogulamba Gadwal,16-01-2019,2019,1,0.7330157,NRSC VIC MODEL
202,Telangana,Jogulamba Gadwal,17-01-2019,2019,1,0.730333,NRSC VIC MODEL
203,Telangana,Jogulamba Gadwal,18-01-2019,2019,1,0.7255607,NRSC VIC MODEL
204,Telangana,Jogulamba Gadwal,19-01-2019,2019,1,0.7189884,NRSC VIC MODEL
205,Telangana,Jogulamba Gadwal,20-01-2019,2019,1,0.7114061,NRSC VIC MODEL
206,Telangana,Jogulamba Gadwal,21-01-2019,2019,1,0.7081947,NRSC VIC MODEL
207,Telangana,Jogulamba Gadwal,22-01-2019,2019,1,0.7029151,NRSC VIC MODEL
208,Telangana,Jogulamba Gadwal,23-01-2019,2019,1,0.7010259,NRSC VIC MODEL
209,Telangana,Jogulamba Gadwal,24-01-2019,2019,1,0.6961056,NRSC VIC MODEL
210,Telangana,Jogulamba Gadwal,25-01-2019,2019,1,0.6911996,NRSC VIC MODEL
211,Telangana,Jogulamba Gadwal,26-01-2019,2019,1,0.689446,NRSC VIC MODEL
212,Telangana,Jogulamba Gadwal,27-01-2019,2019,1,0.6872438,NRSC VIC MODEL
213,Telangana,Jogulamba Gadwal,28-01-2019,2019,1,0.6883373,NRSC VIC MODEL
214,Telangana,Jogulamba Gadwal,29-01-2019,2019,1,0.6873393,NRSC VIC MODEL
215,Telangana,Jogulamba Gadwal,30-01-2019,2019,1,0.6835319,NRSC VIC MODEL
216,Telangana,Jogulamba Gadwal,31-01-2019,2019,1,0.6793784,NRSC VIC MODEL
217,Telangana,Kamareddy,01-01-2019,2019,1,3.8134793,NRSC VIC MODEL
218,Telangana,Kamareddy,02-01-2019,2019,1,3.7949155,NRSC VIC MODEL
219,Telangana,Kamareddy,03-01-2019,2019,1,3.7721795,NRSC VIC MODEL
220,Telangana,Kamareddy,04-01-2019,2019,1,3.7548761,NRSC VIC MODEL
221,Telangana,Kamareddy,05-01-2019,2019,1,3.7354653,NRSC VIC MODEL
222,Telangana,Kamareddy,06-01-2019,2019,1,3.7201929,NRSC VIC MODEL
223,Telangana,Kamareddy,07-01-2019,2019,1,3.7037012,NRSC VIC MODEL
224,Telangana,Kamareddy,08-01-2019,2019,1,3.6961369,NRSC VIC MODEL
225,Telangana,Kamareddy,09-01-2019,2019,1,3.6799815,NRSC VIC MODEL
226,Telangana,Kamareddy,10-01-2019,2019,1,3.6688594,NRSC VIC MODEL
227,Telangana,Kamareddy,11-01-2019,2019,1,3.6613745,NRSC VIC MODEL
228,Telangana,Kamareddy,12-01-2019,2019,1,3.6460937,NRSC VIC MODEL
229,Telangana,Kamareddy,13-01-2019,2019,1,3.6373451,NRSC VIC MODEL
230,Telangana,Kamareddy,14-01-2019,2019,1,3.6259413,NRSC VIC MODEL
231,Telangana,Kamareddy,15-01-2019,2019,1,3.6186967,NRSC VIC MODEL
232,Telangana,Kamareddy,16-01-2019,2019,1,3.6115107,NRSC VIC MODEL
233,Telangana,Kamareddy,17-01-2019,2019,1,3.6025255,NRSC VIC MODEL
234,Telangana,Kamareddy,18-01-2019,2019,1,3.5953433,NRSC VIC MODEL
235,Telangana,Kamareddy,19-01-2019,2019,1,3.5906308,NRSC VIC MODEL
236,Telangana,Kamareddy,20-01-2019,2019,1,3.5822596,NRSC VIC MODEL
237,Telangana,Kamareddy,21-01-2019,2019,1,3.5748916,NRSC VIC MODEL
238,Telangana,Kamareddy,22-01-2019,2019,1,3.5676795,NRSC VIC MODEL
239,Telangana,Kamareddy,23-01-2019,2019,1,3.5639281,NRSC VIC MODEL
240,Telangana,Kamareddy,24-01-2019,2019,1,3.5580668,NRSC VIC MODEL
241,Telangana,Kamareddy,25-01-2019,2019,1,3.5543455,NRSC VIC MODEL
242,Telangana,Kamareddy,26-01-2019,2019,1,7.5612652,NRSC VIC MODEL
243,Telangana,Kamareddy,27-01-2019,2019,1,7.4750559,NRSC VIC MODEL
244,Telangana,Kamareddy,28-01-2019,2019,1,7.3821879,NRSC VIC MODEL
245,Telangana,Kamareddy,29-01-2019,2019,1,7.2908753,NRSC VIC MODEL
246,Telangana,Kamareddy,30-01-2019,2019,1,7.1998851,NRSC VIC MODEL
247,Telangana,Kamareddy,31-01-2019,2019,1,7.1067045,NRSC VIC MODEL
248,Telangana,Karimnagar,06-01-2019,2019,1,4.8357051,NRSC VIC MODEL
249,Telangana,Karimnagar,21-01-2019,2019,1,4.608637,NRSC VIC MODEL
250,Telangana,Karimnagar,01-01-2019,2019,1,4.9758896,NRSC VIC MODEL
251,Telangana,Karimnagar,02-01-2019,2019,1,4.9420189,NRSC VIC MODEL
252,Telangana,Karimnagar,03-01-2019,2019,1,4.9117569,NRSC VIC MODEL
253,Telangana,Karimnagar,04-01-2019,2019,1,4.8877537,NRSC VIC MODEL
254,Telangana,Karimnagar,05-01-2019,2019,1,4.8609943,NRSC VIC MODEL
255,Telangana,Karimnagar,07-01-2019,2019,1,4.8168285,NRSC VIC MODEL
256,Telangana,Karimnagar,08-01-2019,2019,1,4.8015104,NRSC VIC MODEL
257,Telangana,Karimnagar,09-01-2019,2019,1,4.7843919,NRSC VIC MODEL
258,Telangana,Karimnagar,10-01-2019,2019,1,4.7600513,NRSC VIC MODEL
259,Telangana,Karimnagar,11-01-2019,2019,1,4.7456238,NRSC VIC MODEL
260,Telangana,Karimnagar,12-01-2019,2019,1,4.7267649,NRSC VIC MODEL
261,Telangana,Karimnagar,13-01-2019,2019,1,4.7100179,NRSC VIC MODEL
262,Telangana,Karimnagar,14-01-2019,2019,1,4.6968349,NRSC VIC MODEL
263,Telangana,Karimnagar,15-01-2019,2019,1,4.6859724,NRSC VIC MODEL
264,Telangana,Karimnagar,16-01-2019,2019,1,4.6707231,NRSC VIC MODEL
265,Telangana,Karimnagar,17-01-2019,2019,1,4.6534273,NRSC VIC MODEL
266,Telangana,Karimnagar,18-01-2019,2019,1,4.6415772,NRSC VIC MODEL
267,Telangana,Karimnagar,19-01-2019,2019,1,4.6316978,NRSC VIC MODEL
268,Telangana,Karimnagar,20-01-2019,2019,1,4.6202854,NRSC VIC MODEL
269,Telangana,Karimnagar,22-01-2019,2019,1,4.5972582,NRSC VIC MODEL
270,Telangana,Karimnagar,23-01-2019,2019,1,4.5859364,NRSC VIC MODEL
271,Telangana,Karimnagar,24-01-2019,2019,1,4.576661,NRSC VIC MODEL
272,Telangana,Karimnagar,25-01-2019,2019,1,4.9973971,NRSC VIC MODEL
273,Telangana,Karimnagar,26-01-2019,2019,1,5.4774907,NRSC VIC MODEL
274,Telangana,Karimnagar,27-01-2019,2019,1,5.9817903,NRSC VIC MODEL
275,Telangana,Karimnagar,28-01-2019,2019,1,5.9402905,NRSC VIC MODEL
276,Telangana,Karimnagar,29-01-2019,2019,1,5.8831137,NRSC VIC MODEL
277,Telangana,Karimnagar,30-01-2019,2019,1,5.826694,NRSC VIC MODEL
278,Telangana,Karimnagar,31-01-2019,2019,1,5.7830737,NRSC VIC MODEL
279,Telangana,Khammam,01-01-2019,2019,1,15.4610571,NRSC VIC MODEL
280,Telangana,Khammam,02-01-2019,2019,1,15.251268,NRSC VIC MODEL
281,Telangana,Khammam,03-01-2019,2019,1,15.0469491,NRSC VIC MODEL
282,Telangana,Khammam,04-01-2019,2019,1,14.8612741,NRSC VIC MODEL
283,Telangana,Khammam,05-01-2019,2019,1,14.6874659,NRSC VIC MODEL
284,Telangana,Khammam,06-01-2019,2019,1,14.530588,NRSC VIC MODEL
285,Telangana,Khammam,07-01-2019,2019,1,14.3817633,NRSC VIC MODEL
286,Telangana,Khammam,08-01-2019,2019,1,14.3082344,NRSC VIC MODEL
287,Telangana,Khammam,09-01-2019,2019,1,14.1878162,NRSC VIC MODEL
288,Telangana,Khammam,10-01-2019,2019,1,14.0615283,NRSC VIC MODEL
289,Telangana,Khammam,11-01-2019,2019,1,13.9478077,NRSC VIC MODEL
290,Telangana,Khammam,12-01-2019,2019,1,13.8315068,NRSC VIC MODEL
291,Telangana,Khammam,13-01-2019,2019,1,13.7261845,NRSC VIC MODEL
292,Telangana,Khammam,14-01-2019,2019,1,13.6216265,NRSC VIC MODEL
293,Telangana,Khammam,15-01-2019,2019,1,13.5219588,NRSC VIC MODEL
294,Telangana,Khammam,16-01-2019,2019,1,13.4226729,NRSC VIC MODEL
295,Telangana,Khammam,17-01-2019,2019,1,13.3244304,NRSC VIC MODEL
296,Telangana,Khammam,18-01-2019,2019,1,13.2329886,NRSC VIC MODEL
297,Telangana,Khammam,19-01-2019,2019,1,13.1461124,NRSC VIC MODEL
298,Telangana,Khammam,20-01-2019,2019,1,13.0599961,NRSC VIC MODEL
299,Telangana,Khammam,21-01-2019,2019,1,12.9788601,NRSC VIC MODEL
300,Telangana,Khammam,22-01-2019,2019,1,12.8990718,NRSC VIC MODEL
301,Telangana,Khammam,23-01-2019,2019,1,12.8228542,NRSC VIC MODEL
302,Telangana,Khammam,24-01-2019,2019,1,12.7498366,NRSC VIC MODEL
303,Telangana,Khammam,25-01-2019,2019,1,12.6833653,NRSC VIC MODEL
304,Telangana,Khammam,26-01-2019,2019,1,12.6252319,NRSC VIC MODEL
305,Telangana,Khammam,27-01-2019,2019,1,13.5068363,NRSC VIC MODEL
306,Telangana,Khammam,28-01-2019,2019,1,13.5421814,NRSC VIC MODEL
307,Telangana,Khammam,29-01-2019,2019,1,13.3974807,NRSC VIC MODEL
