,predicted_mean
2023-01-01,39.48131728660097
2023-02-01,53.241594267778844
2023-03-01,39.50818747632693
2023-04-01,67.09131463163939
2023-05-01,48.21790807261972
2023-06-01,105.71158057555036
2023-07-01,34.12250014348892
2023-08-01,44.82712736098924
2023-09-01,36.73597034288282
2023-10-01,65.28558585639351
2023-11-01,45.724831876344695
2023-12-01,119.69378397334336
