,predicted_mean
2023-01-01,80.5237813095677
2023-02-01,77.55395410033005
2023-03-01,75.14440120507146
2023-04-01,74.81175040262156
2023-05-01,74.34228458253196
2023-06-01,76.25594055497476
2023-07-01,69.9993117257275
2023-08-01,58.57927148092571
2023-09-01,51.37408183622894
2023-10-01,60.515241521688424
2023-11-01,78.2976313065129
2023-12-01,101.99227814809839
