,predicted_mean
2023-01-01,62.72677459862235
2023-02-01,102.62284386448039
2023-03-01,129.17272371817222
2023-04-01,62.548961811257634
2023-05-01,104.13005420164285
2023-06-01,132.10538446647155
2023-07-01,62.291351243427094
2023-08-01,105.73397396158828
2023-09-01,135.2388204724878
2023-10-01,62.10047908155209
2023-11-01,107.25701136265434
2023-12-01,138.2043392685627
