,predicted_mean
2023-01-01,61.004716589376116
2023-02-01,61.93113157525066
2023-03-01,64.48241018496732
2023-04-01,61.060607725105605
2023-05-01,57.41394779154497
2023-06-01,55.73080037787844
2023-07-01,55.55290362158924
2023-08-01,57.00884686711746
2023-09-01,56.314562567313146
2023-10-01,61.40886003814905
2023-11-01,59.9829668717364
2023-12-01,62.633725299542135
