District,Mandal,Date,Rainfall (mm),temp_min (⁰C),temp_max (⁰C),humidity_min (%),Humidity_max (%),wind_speed_min (Kmph),wind_speed_max (Kmph)
Adilabad,Bheempoor,2019-07-01,3.5,23.9,30.1,74.2,94.6,0.6,2.6
Adilabad,Bheempoor,2019-07-02,0.0,23.5,30.9,68.2,91.8,0.1,2.6
Adilabad,Bheempoor,2019-07-03,40.5,25.0,32.4,67.2,95.3,0.2,3.9
Adilabad,Bheempoor,2019-07-04,20.0,25.2,31.5,66.6,96.3,0.0,3.1
Adilabad,Bheempoor,2019-07-05,1.0,26.2,33.8,57.9,92.5,0.2,3.5
Adilabad,Bheempoor,2019-07-06,8.5,25.2,33.6,55.9,91.2,0.7,3.3
Adilabad,Bheempoor,2019-07-07,1.8,25.5,32.9,65.6,92.1,0.2,3.3
Adilabad,Bheempoor,2019-07-08,0.0,25.7,32.7,64.6,87.6,0.2,3.9
Adilabad,Bheempoor,2019-07-09,6.8,25.2,33.8,59.3,94.5,0.1,4.5
Adilabad,Bheempoor,2019-07-10,16.3,24.0,32.2,65.4,96.6,0.0,4.0
Adilabad,Bheempoor,2019-07-11,0.0,26.9,35.2,54.5,81.6,0.2,2.6
Adilabad,Bheempoor,2019-07-12,8.8,24.9,32.4,67.8,91.9,0.1,3.3
Adilabad,Bheempoor,2019-07-13,0.0,27.1,35.1,54.8,80.4,0.0,2.6
Adilabad,Bheempoor,2019-07-14,3.5,26.2,36.7,45.5,94.6,0.0,2.8
Adilabad,Bheempoor,2019-07-15,0.8,26.9,36.5,48.2,93.0,0.0,3.1
Adilabad,Bheempoor,2019-07-16,0.0,25.6,36.5,42.1,86.1,0.0,3.4
Adilabad,Bheempoor,2019-07-17,0.0,26.4,37.0,44.7,78.0,0.0,10.6
Adilabad,Bheempoor,2019-07-18,0.0,27.6,37.9,41.9,72.9,0.0,15.3
Adilabad,Bheempoor,2019-07-19,0.0,25.6,38.2,39.1,90.1,0.0,15.5
Adilabad,Bheempoor,2019-07-20,0.0,27.1,36.8,51.4,86.2,0.0,5.6
Adilabad,Bheempoor,2019-07-21,11.0,25.0,34.4,63.6,98.0,0.0,4.7
Adilabad,Bheempoor,2019-07-22,0.0,27.1,36.4,56.9,92.6,0.0,2.8
Adilabad,Bheempoor,2019-07-23,0.0,27.7,36.4,54.3,90.7,0.0,5.2
Adilabad,Bheempoor,2019-07-24,0.0,28.0,37.1,54.3,80.7,0.0,7.8
Adilabad,Bheempoor,2019-07-25,0.0,28.2,37.2,51.8,79.2,0.0,5.4
Adilabad,Bheempoor,2019-07-26,6.2,24.9,34.5,58.2,96.5,0.0,11.5
Adilabad,Bheempoor,2019-07-27,7.4,24.3,27.3,85.8,97.8,0.0,1.9
Adilabad,Bheempoor,2019-07-28,20.0,23.8,28.1,81.7,98.1,0.0,2.7
Adilabad,Bheempoor,2019-07-29,11.4,24.2,28.4,84.4,97.9,0.0,6.1
Adilabad,Bheempoor,2019-07-30,92.4,23.1,25.0,96.6,99.2,0.0,2.2
Adilabad,Bheempoor,2019-07-31,33.2,23.3,25.0,93.2,98.6,0.0,3.7
Adilabad,Bheempoor,2019-08-01,5.4,24.5,29.5,79.3,98.9,0.0,7.8
Adilabad,Bheempoor,2019-08-02,0.5,24.9,28.5,83.2,96.4,0.0,2.9
Adilabad,Bheempoor,2019-08-03,9.3,24.5,28.4,81.0,95.4,0.9,2.7
Adilabad,Bheempoor,2019-08-04,7.8,24.4,26.7,82.8,98.3,0.2,3.5
Adilabad,Bheempoor,2019-08-05,0.0,26.2,31.3,73.3,83.3,0.8,3.4
Adilabad,Bheempoor,2019-08-06,0.0,24.9,33.0,70.8,89.6,0.7,3.4
Adilabad,Bheempoor,2019-08-07,2.3,25.1,30.6,73.6,94.0,0.2,3.5
Adilabad,Bheempoor,2019-08-08,11.0,24.7,28.0,86.5,95.0,0.7,2.8
Adilabad,Bheempoor,2019-08-09,27.3,24.5,26.3,83.7,96.7,0.5,4.2
Adilabad,Bheempoor,2019-08-10,0.0,26.5,31.9,68.9,87.4,0.4,3.6
Adilabad,Bheempoor,2019-08-11,0.0,24.7,33.1,62.1,94.9,0.0,3.2
Adilabad,Bheempoor,2019-08-12,0.0,25.0,34.0,62.6,94.6,0.0,2.1
Adilabad,Bheempoor,2019-08-13,14.0,26.0,32.9,63.0,96.5,0.0,2.5
Adilabad,Bheempoor,2019-08-14,9.0,24.5,28.8,80.1,97.6,0.0,1.8
Adilabad,Bheempoor,2019-08-15,0.0,25.6,32.1,69.2,96.1,0.0,2.8
Adilabad,Bheempoor,2019-08-16,0.0,25.9,33.7,60.8,94.5,0.0,3.1
Adilabad,Bheempoor,2019-08-17,0.0,24.2,33.7,57.8,96.4,0.0,2.1
Adilabad,Bheempoor,2019-08-18,0.0,25.6,34.1,57.9,95.3,0.0,1.7
Adilabad,Bheempoor,2019-08-19,0.0,24.9,32.9,59.4,91.8,0.0,2.3
Adilabad,Bheempoor,2019-08-20,0.0,25.4,33.2,65.4,91.6,0.2,2.4
Adilabad,Bheempoor,2019-08-21,0.5,25.6,33.2,64.7,94.6,0.0,2.7
Adilabad,Bheempoor,2019-08-22,0.0,25.5,32.6,68.9,88.8,0.3,2.5
Adilabad,Bheempoor,2019-08-23,2.0,24.4,31.3,70.6,96.7,0.0,2.3
Adilabad,Bheempoor,2019-08-24,0.0,24.8,29.2,78.9,95.6,0.0,2.1
Adilabad,Bheempoor,2019-08-25,4.0,25.2,31.6,70.0,93.6,0.2,2.5
Adilabad,Bheempoor,2019-08-26,0.0,24.6,27.9,79.3,94.3,0.3,3.1
Adilabad,Bheempoor,2019-08-27,1.8,22.4,29.3,74.1,96.1,0.0,2.7
Adilabad,Bheempoor,2019-08-28,6.3,23.9,29.5,73.0,97.4,0.0,2.8
Adilabad,Bheempoor,2019-08-29,0.0,24.1,33.9,53.7,97.0,0.0,2.0
Adilabad,Bheempoor,2019-08-30,0.0,25.9,33.3,63.8,95.0,0.0,1.7
Adilabad,Bheempoor,2019-08-31,0.0,25.2,33.6,63.1,93.8,0.0,1.8
Adilabad,Bheempoor,2019-09-01,25.0,24.3,33.0,65.0,96.9,0.1,3.2
Adilabad,Bheempoor,2019-09-02,0.0,24.7,31.8,72.7,93.4,0.1,3.2
Adilabad,Bheempoor,2019-09-03,0.0,25.4,29.6,78.3,93.5,0.1,1.9
Adilabad,Bheempoor,2019-09-04,4.8,24.6,29.8,78.7,96.6,0.0,1.9
Adilabad,Bheempoor,2019-09-05,12.3,24.3,26.5,89.9,97.2,0.1,1.2
Adilabad,Bheempoor,2019-09-06,2.3,25.0,32.4,71.0,97.0,0.0,2.5
Adilabad,Bheempoor,2019-09-07,4.0,24.6,27.9,84.8,95.9,0.0,2.3
Adilabad,Bheempoor,2019-09-08,0.0,25.5,30.1,79.1,94.2,0.2,2.3
Adilabad,Bheempoor,2019-09-09,6.5,24.6,30.5,74.2,97.5,0.0,2.6
Adilabad,Jainad,2019-07-01,3.8,23.6,29.6,79.4,96.4,0.0,13.2
Adilabad,Jainad,2019-07-02,6.5,23.3,30.5,73.8,92.5,0.0,6.8
Adilabad,Jainad,2019-07-03,30.9,24.5,32.3,69.8,97.4,4.4,29.1
Adilabad,Jainad,2019-07-04,12.0,24.9,31.9,70.5,98.0,0.1,17.7
Adilabad,Jainad,2019-07-05,0.5,26.0,34.0,57.5,93.3,0.0,15.1
Adilabad,Jainad,2019-07-06,14.7,24.0,31.7,67.4,96.6,0.3,19.2
Adilabad,Jainad,2019-07-07,6.0,25.4,33.4,64.1,93.7,1.7,16.9
Adilabad,Jainad,2019-07-08,0.2,25.6,32.3,66.4,89.8,0.1,19.4
Adilabad,Jainad,2019-07-09,15.5,23.6,33.3,65.0,97.7,0.0,20.4
Adilabad,Jainad,2019-07-10,8.0,23.4,32.7,64.7,98.5,0.0,16.2
Adilabad,Jainad,2019-07-11,25.4,25.1,35.3,55.6,94.1,0.2,15.2
Adilabad,Jainad,2019-07-12,2.5,25.4,31.1,77.3,95.5,0.7,13.7
Adilabad,Jainad,2019-07-13,9.7,25.8,33.9,62.8,88.3,3.5,14.7
Adilabad,Jainad,2019-07-14,1.3,27.3,36.4,50.5,85.5,0.0,16.6
Adilabad,Jainad,2019-07-15,7.5,25.8,37.0,47.4,92.1,0.0,16.5
Adilabad,Jainad,2019-07-16,0.0,25.9,36.0,48.3,84.5,0.0,13.1
Adilabad,Jainad,2019-07-17,0.0,25.5,37.4,42.7,80.4,0.0,24.1
Adilabad,Jainad,2019-07-18,0.0,25.8,38.0,42.0,75.8,0.0,13.9
Adilabad,Jainad,2019-07-19,0.0,25.2,38.3,37.8,91.8,0.0,42.4
Adilabad,Jainad,2019-07-20,0.0,26.9,36.5,47.5,84.7,0.0,9.0
Adilabad,Jainad,2019-07-21,5.2,25.2,34.5,60.8,97.0,0.0,14.3
Adilabad,Jainad,2019-07-22,0.0,27.2,36.5,55.7,88.0,0.0,14.5
Adilabad,Jainad,2019-07-23,0.0,27.8,36.4,51.8,86.5,0.0,14.0
Adilabad,Jainad,2019-07-24,0.0,28.0,37.0,51.6,81.0,0.0,14.9
Adilabad,Jainad,2019-07-25,0.0,28.3,37.1,51.6,77.5,3.0,14.3
Adilabad,Jainad,2019-07-26,4.2,24.8,33.8,59.8,95.8,2.7,15.0
Adilabad,Jainad,2019-07-27,4.7,23.8,27.1,85.1,94.3,7.1,14.4
Adilabad,Jainad,2019-07-28,20.0,23.8,28.1,82.1,98.2,5.9,17.4
Adilabad,Jainad,2019-07-29,34.1,23.8,28.1,85.9,98.4,3.1,15.9
Adilabad,Jainad,2019-07-30,135.4,23.1,25.0,96.0,99.4,0.6,17.1
Adilabad,Jainad,2019-07-31,34.5,23.3,24.8,92.4,98.7,0.3,18.7
Adilabad,Jainad,2019-08-01,6.7,24.0,29.7,79.3,98.9,0.0,16.0
Adilabad,Jainad,2019-08-02,7.7,24.5,28.6,82.0,97.3,3.8,13.6
Adilabad,Jainad,2019-08-03,12.7,24.1,27.2,87.6,99.0,6.2,15.2
Adilabad,Jainad,2019-08-04,30.6,24.1,26.4,86.1,99.4,6.8,15.0
Adilabad,Jainad,2019-08-05,0.0,25.6,33.2,72.6,88.2,5.9,14.0
Adilabad,Jainad,2019-08-06,0.6,25.5,32.2,73.1,94.3,5.3,13.3
Adilabad,Jainad,2019-08-07,3.9,24.6,28.6,84.0,97.5,2.4,17.5
Adilabad,Jainad,2019-08-08,13.3,24.0,27.6,89.3,99.0,4.1,12.7
Adilabad,Jainad,2019-08-09,40.2,24.0,26.5,85.8,99.0,5.1,24.7
Adilabad,Jainad,2019-08-10,0.0,25.4,31.0,79.1,95.9,3.7,13.3
Adilabad,Jainad,2019-08-11,0.0,24.6,33.7,66.7,91.4,0.0,15.8
Adilabad,Jainad,2019-08-12,0.0,24.8,33.6,63.4,96.2,0.0,12.7
Adilabad,Jainad,2019-08-13,1.5,25.0,32.2,69.2,97.3,0.0,12.5
Adilabad,Jainad,2019-08-14,19.9,23.5,28.6,81.9,99.6,0.0,7.4
Adilabad,Jainad,2019-08-15,0.2,25.0,31.9,71.4,98.1,0.0,11.6
Adilabad,Jainad,2019-08-16,0.0,25.9,33.7,65.0,95.4,0.9,12.9
Adilabad,Jainad,2019-08-17,0.0,24.6,34.3,62.2,97.7,0.0,2.7
Adilabad,Jainad,2019-08-18,0.0,25.3,33.8,60.8,97.7,0.0,2.3
Adilabad,Jainad,2019-08-19,0.0,24.7,33.4,61.8,96.5,0.0,2.8
Adilabad,Jainad,2019-08-20,4.0,25.5,34.4,65.8,89.5,0.2,3.2
Adilabad,Jainad,2019-08-21,1.9,25.3,32.2,70.8,97.1,0.0,3.1
Adilabad,Jainad,2019-08-22,0.0,25.1,31.9,71.3,94.3,1.8,4.1
Adilabad,Jainad,2019-08-23,0.7,24.5,31.5,74.3,96.8,0.0,4.2
Adilabad,Jainad,2019-08-24,0.3,24.9,27.9,86.6,96.2,0.0,2.9
Adilabad,Jainad,2019-08-25,0.5,24.7,31.8,72.8,94.8,0.2,4.1
Adilabad,Jainad,2019-08-26,0.2,24.7,28.9,78.0,92.6,0.4,5.8
Adilabad,Jainad,2019-08-27,0.2,23.3,29.4,75.5,97.8,0.0,9.5
Adilabad,Jainad,2019-08-28,2.1,23.8,30.5,75.7,99.4,0.0,10.8
Adilabad,Jainad,2019-08-29,0.0,24.5,34.2,59.2,98.2,0.0,12.9
Adilabad,Jainad,2019-08-30,0.0,25.2,34.0,63.0,97.5,0.0,10.9
Adilabad,Jainad,2019-08-31,1.8,25.0,34.8,63.3,96.7,0.1,9.1
Adilabad,Jainad,2019-09-01,2.9,24.4,33.1,70.1,98.9,0.0,8.6
Adilabad,Jainad,2019-09-02,0.3,24.1,31.9,74.4,96.1,0.0,10.9
Adilabad,Jainad,2019-09-03,0.0,24.8,29.1,82.8,96.8,0.0,8.7
Adilabad,Jainad,2019-09-04,12.4,24.3,29.7,80.4,99.6,0.0,9.5
Adilabad,Jainad,2019-09-05,13.2,24.3,26.1,95.3,99.9,0.0,8.3
Adilabad,Jainad,2019-09-06,0.5,24.2,31.6,76.6,97.7,0.0,10.2
Adilabad,Jainad,2019-09-07,4.1,24.1,27.5,88.2,98.4,0.0,11.0
Adilabad,Jainad,2019-09-08,0.8,25.4,29.7,83.7,94.7,3.5,11.1
Adilabad,Jainad,2019-09-09,7.8,24.5,30.4,78.1,99.9,0.0,12.8
Adilabad,Bela,2019-07-01,8.7,24.0,29.2,81.0,92.8,0.0,9.5
Adilabad,Bela,2019-07-02,27.2,23.9,29.4,80.2,90.0,0.0,2.9
Adilabad,Bela,2019-07-03,19.9,24.8,30.1,81.5,89.2,0.0,14.6
Adilabad,Bela,2019-07-04,12.9,25.1,31.2,75.8,86.9,0.0,18.0
Adilabad,Bela,2019-07-05,4.6,26.2,33.1,70.2,85.5,0.0,18.9
Adilabad,Bela,2019-07-06,2.4,25.0,31.0,74.6,85.2,0.0,23.0
Adilabad,Bela,2019-07-07,4.1,26.1,31.9,71.8,82.4,0.0,12.9
Adilabad,Bela,2019-07-08,0.0,25.7,33.1,69.5,84.3,0.0,23.9
Adilabad,Bela,2019-07-09,1.3,24.8,33.4,67.6,85.3,0.0,20.6
Adilabad,Bela,2019-07-10,9.3,24.7,33.0,68.8,85.0,0.0,15.4
Adilabad,Bela,2019-07-11,17.0,25.0,34.6,64.2,85.5,0.0,13.9
Adilabad,Bela,2019-07-12,0.8,25.0,31.7,71.1,85.5,0.0,13.5
Adilabad,Bela,2019-07-13,0.0,26.1,33.5,69.0,84.7,0.0,13.9
Adilabad,Bela,2019-07-14,2.4,26.3,34.6,61.2,82.3,0.0,12.6
Adilabad,Bela,2019-07-15,5.4,26.0,35.4,58.2,81.2,0.0,16.9
Adilabad,Bela,2019-07-16,0.0,26.3,34.3,58.7,79.0,0.0,15.1
Adilabad,Bela,2019-07-17,0.0,26.2,35.5,52.5,76.8,0.0,4.0
Adilabad,Bela,2019-07-18,0.0,27.2,36.2,50.4,73.1,0.0,6.3
Adilabad,Bela,2019-07-19,1.5,25.6,36.5,48.0,80.6,0.0,8.3
Adilabad,Bela,2019-07-20,0.0,24.9,35.6,62.3,88.7,0.0,7.4
Adilabad,Bela,2019-07-21,1.8,24.6,32.5,73.4,96.0,0.0,3.8
Adilabad,Bela,2019-07-22,1.0,25.7,35.4,67.1,88.5,0.0,9.6
Adilabad,Bela,2019-07-23,0.0,27.0,35.5,61.7,82.2,0.0,4.8
Adilabad,Bela,2019-07-24,0.0,27.1,35.1,61.5,81.1,0.0,9.6
Adilabad,Bela,2019-07-25,0.0,27.7,35.3,59.2,75.4,0.0,6.5
Adilabad,Bela,2019-07-26,7.7,24.9,33.3,62.8,84.7,0.0,36.1
Adilabad,Bela,2019-07-27,2.9,23.7,26.9,82.5,93.3,3.5,19.6
Adilabad,Bela,2019-07-28,20.6,23.3,28.0,83.4,90.6,7.4,15.3
Adilabad,Bela,2019-07-29,45.4,23.9,26.6,88.8,96.9,0.0,14.3
Adilabad,Bela,2019-07-30,85.1,22.6,25.4,90.6,97.4,0.0,10.6
Adilabad,Bela,2019-07-31,23.0,23.1,26.6,88.3,95.4,0.0,14.1
Adilabad,Bela,2019-08-01,6.6,24.3,30.6,80.8,95.1,0.0,14.6
Adilabad,Bela,2019-08-02,15.3,24.2,28.2,82.1,99.5,0.0,8.7
Adilabad,Bela,2019-08-03,17.5,24.2,26.4,91.5,96.4,0.1,14.7
Adilabad,Bela,2019-08-04,15.4,23.5,25.9,90.9,99.7,7.9,15.0
Adilabad,Bela,2019-08-05,0.4,24.8,31.7,81.5,92.4,0.1,17.1
Adilabad,Bela,2019-08-06,0.0,25.6,32.0,81.8,94.5,0.2,14.6
Adilabad,Bela,2019-08-07,6.7,24.6,28.3,88.9,95.6,0.2,9.6
Adilabad,Bela,2019-08-08,11.5,24.3,27.0,93.2,96.9,1.8,19.6
Adilabad,Bela,2019-08-09,23.1,23.9,27.1,88.4,97.8,0.5,11.1
Adilabad,Bela,2019-08-10,1.5,25.6,30.9,81.3,95.2,0.3,3.0
Adilabad,Bela,2019-08-11,0.0,25.4,33.2,72.2,92.5,0.0,2.5
Adilabad,Bela,2019-08-12,0.0,24.3,33.3,73.8,97.5,0.0,2.0
Adilabad,Bela,2019-08-13,0.0,26.0,31.6,78.2,90.0,0.0,2.8
Adilabad,Bela,2019-08-14,26.6,23.3,28.1,85.7,99.5,0.0,2.2
Adilabad,Bela,2019-08-15,0.7,24.5,30.6,78.4,99.0,0.0,2.6
Adilabad,Bela,2019-08-16,0.2,25.8,33.3,72.1,98.0,0.0,2.1
Adilabad,Bela,2019-08-17,0.0,25.4,33.7,66.5,94.2,0.0,1.8
Adilabad,Bela,2019-08-18,0.0,25.7,33.1,71.2,91.0,0.0,1.4
Adilabad,Bela,2019-08-19,0.0,25.4,32.1,73.8,90.2,0.0,2.7
Adilabad,Bela,2019-08-20,0.5,25.3,32.5,75.1,91.0,0.0,9.4
Adilabad,Bela,2019-08-21,4.2,25.3,31.7,78.5,92.5,0.0,17.3
Adilabad,Bela,2019-08-22,0.7,25.1,31.9,80.7,91.6,0.0,11.1
Adilabad,Bela,2019-08-23,0.2,24.9,30.7,80.3,92.3,0.0,15.3
Adilabad,Bela,2019-08-24,2.0,25.1,27.6,88.8,92.7,0.0,9.8
Adilabad,Bela,2019-08-25,0.2,24.7,30.7,76.6,92.2,0.1,15.2
Adilabad,Bela,2019-08-26,0.0,24.4,28.4,84.4,92.6,0.1,2.2
Adilabad,Bela,2019-08-27,0.2,23.3,28.8,82.4,95.2,0.0,2.3
Adilabad,Bela,2019-08-28,0.0,23.6,30.1,75.6,96.7,0.0,2.0
Adilabad,Bela,2019-08-29,0.0,24.7,33.2,65.0,94.0,0.0,1.9
Adilabad,Bela,2019-08-30,0.7,25.9,33.1,66.1,93.6,0.0,15.0
Adilabad,Bela,2019-08-31,11.2,24.7,33.3,74.5,93.8,0.0,11.7
Adilabad,Bela,2019-09-01,4.3,24.4,32.3,80.4,96.8,0.0,5.4
Adilabad,Bela,2019-09-02,0.2,24.0,31.2,77.5,95.3,0.2,2.5
Adilabad,Bela,2019-09-03,0.7,23.9,28.9,84.0,96.6,0.3,1.9
Adilabad,Bela,2019-09-04,13.0,23.7,28.6,86.1,98.6,0.1,13.0
Adilabad,Bela,2019-09-05,6.2,24.3,26.4,90.1,98.4,0.1,9.7
Adilabad,Bela,2019-09-06,2.4,23.8,31.5,78.7,97.2,0.0,2.2
Adilabad,Bela,2019-09-07,3.7,23.9,27.6,88.2,97.4,0.1,1.7
Adilabad,Bela,2019-09-08,0.0,25.7,29.5,85.8,92.4,0.0,1.9
Adilabad,Bela,2019-09-09,6.7,24.5,29.9,84.2,98.7,0.0,2.0
Adilabad,Gadiguda,2019-07-01,16.8,22.7,28.6,88.7,98.4,1.8,12.1
Adilabad,Gadiguda,2019-07-02,0.0,22.3,28.0,85.5,95.3,0.0,11.1
Adilabad,Gadiguda,2019-07-03,44.4,23.6,29.3,86.2,95.2,0.2,14.6
Adilabad,Gadiguda,2019-07-04,20.2,24.2,29.3,83.0,90.3,7.7,12.1
Adilabad,Gadiguda,2019-07-05,2.0,25.3,31.4,73.2,99.1,0.0,9.3
Adilabad,Gadiguda,2019-07-06,28.5,24.4,30.5,78.4,86.7,2.5,14.0
Adilabad,Gadiguda,2019-07-07,4.0,24.7,30.4,78.5,100.0,1.9,15.2
Adilabad,Gadiguda,2019-07-08,0.5,25.1,30.8,75.1,93.5,0.4,14.0
Adilabad,Gadiguda,2019-07-09,6.4,23.6,31.6,77.0,93.2,0.6,13.5
Adilabad,Gadiguda,2019-07-10,4.5,23.5,31.4,73.7,92.6,0.0,15.8
Adilabad,Gadiguda,2019-07-11,32.3,23.0,33.3,72.2,100.0,0.0,13.3
Adilabad,Gadiguda,2019-07-12,3.3,22.4,29.5,88.3,100.0,0.0,15.2
Adilabad,Gadiguda,2019-07-13,0.0,25.4,31.9,75.3,96.7,0.0,9.9
Adilabad,Gadiguda,2019-07-14,0.0,25.4,33.5,62.7,97.7,0.0,9.6
Adilabad,Gadiguda,2019-07-15,0.0,25.2,34.5,54.6,98.7,0.0,12.1
Adilabad,Gadiguda,2019-07-16,0.0,23.8,34.3,47.3,98.2,0.0,13.3
Adilabad,Gadiguda,2019-07-17,0.3,27.0,35.1,50.8,72.5,0.0,12.0
Adilabad,Gadiguda,2019-07-18,0.0,27.4,36.1,51.5,69.0,0.0,12.6
Adilabad,Gadiguda,2019-07-19,2.8,25.6,36.7,43.7,86.3,0.0,20.0
Adilabad,Gadiguda,2019-07-20,2.0,23.0,36.7,67.1,89.2,0.0,7.2
Adilabad,Gadiguda,2019-07-21,1.5,23.1,32.5,71.8,100.0,0.0,3.9
Adilabad,Gadiguda,2019-07-22,0.0,25.0,34.4,69.1,100.0,0.0,6.5
Adilabad,Gadiguda,2019-07-23,0.0,25.2,34.2,67.5,100.0,0.0,4.0
Adilabad,Gadiguda,2019-07-24,0.0,25.7,35.7,55.8,97.2,0.0,6.8
Adilabad,Gadiguda,2019-07-25,0.0,26.5,35.7,58.6,93.1,0.0,10.2
Adilabad,Gadiguda,2019-07-26,0.5,22.4,32.6,65.0,100.0,0.0,14.8
Adilabad,Gadiguda,2019-07-27,8.3,22.3,25.7,87.1,93.6,0.0,12.8
Adilabad,Gadiguda,2019-07-28,31.0,23.0,26.7,85.1,100.0,0.0,12.8
Adilabad,Gadiguda,2019-07-29,28.3,24.6,27.3,88.9,100.0,0.0,13.4
Adilabad,Gadiguda,2019-07-30,50.3,21.9,25.3,95.6,100.0,2.8,19.2
Adilabad,Gadiguda,2019-07-31,19.0,22.0,25.4,99.9,100.0,0.0,0.1
Adilabad,Gadiguda,2019-08-01,8.4,23.4,29.1,86.6,99.7,0.0,12.2
Adilabad,Gadiguda,2019-08-02,26.5,23.6,27.0,88.4,99.9,0.0,15.5
Adilabad,Gadiguda,2019-08-03,28.5,22.6,24.8,94.3,99.9,5.7,16.8
Adilabad,Gadiguda,2019-08-04,129.8,22.4,24.0,95.6,100.0,3.8,15.5
Adilabad,Gadiguda,2019-08-05,0.0,23.5,29.8,95.6,97.7,3.4,13.9
Adilabad,Gadiguda,2019-08-06,0.0,24.5,30.1,84.8,99.9,0.2,12.3
Adilabad,Gadiguda,2019-08-07,16.6,23.9,26.6,90.5,96.5,0.0,9.7
Adilabad,Gadiguda,2019-08-08,28.2,23.5,25.7,95.0,99.9,0.2,13.7
Adilabad,Gadiguda,2019-08-09,7.3,24.7,25.6,93.7,99.9,0.0,14.6
Adilabad,Gadiguda,2019-08-10,2.0,23.6,28.7,91.4,100.0,0.0,12.0
Adilabad,Gadiguda,2019-08-11,2.3,22.4,31.1,81.4,100.0,0.0,10.9
Adilabad,Gadiguda,2019-08-12,0.0,22.9,31.8,76.6,100.0,0.0,11.5
Adilabad,Gadiguda,2019-08-13,1.0,24.2,30.1,83.6,100.0,0.0,14.6
Adilabad,Gadiguda,2019-08-14,19.5,22.0,26.6,88.9,100.0,0.0,10.9
Adilabad,Gadiguda,2019-08-15,14.5,23.1,28.7,91.4,100.0,0.0,8.8
Adilabad,Gadiguda,2019-08-16,0.0,23.7,31.3,80.8,100.0,0.0,8.1
Adilabad,Gadiguda,2019-08-17,0.0,23.7,32.0,77.9,100.0,0.0,9.1
Adilabad,Gadiguda,2019-08-18,0.5,23.6,31.7,76.8,100.0,0.0,8.1
Adilabad,Gadiguda,2019-08-19,0.0,22.4,29.9,80.2,100.0,0.0,8.4
Adilabad,Gadiguda,2019-08-20,7.3,23.5,31.6,80.0,100.0,0.0,10.8
Adilabad,Gadiguda,2019-08-21,0.5,22.4,29.4,91.8,100.0,0.0,15.2
Adilabad,Gadiguda,2019-08-22,0.0,24.3,29.0,94.8,100.0,0.0,12.2
Adilabad,Gadiguda,2019-08-23,2.8,23.3,28.9,91.4,100.0,0.0,14.0
Adilabad,Gadiguda,2019-08-24,3.3,23.6,26.2,86.8,99.7,0.0,1.2
Adilabad,Gadiguda,2019-08-25,7.5,24.1,29.4,83.7,100.0,0.1,2.3
Adilabad,Gadiguda,2019-08-26,4.2,23.0,27.4,90.4,100.0,0.1,2.2
Adilabad,Gadiguda,2019-08-27,0.0,23.0,27.4,91.4,100.0,0.0,2.3
Adilabad,Gadiguda,2019-08-28,1.3,22.2,30.6,78.0,100.0,0.0,1.0
Adilabad,Gadiguda,2019-08-29,0.0,23.0,32.2,74.5,100.0,0.0,0.9
Adilabad,Gadiguda,2019-08-30,32.5,24.9,30.8,72.1,100.0,0.0,0.2
Adilabad,Gadiguda,2019-08-31,1.0,22.4,32.8,90.7,100.0,0.0,0.6
Adilabad,Gadiguda,2019-09-01,0.0,23.4,30.0,95.3,100.0,0.0,8.4
Adilabad,Gadiguda,2019-09-02,0.0,22.6,30.1,90.9,100.0,0.0,11.8
Adilabad,Gadiguda,2019-09-03,27.3,22.4,26.1,85.8,100.0,0.0,2.7
Adilabad,Gadiguda,2019-09-04,11.3,23.4,26.8,85.8,100.0,0.0,1.4
Adilabad,Gadiguda,2019-09-05,1.5,22.4,26.1,95.8,100.0,0.0,9.6
Adilabad,Gadiguda,2019-09-06,2.5,22.4,31.0,89.6,100.0,0.0,9.0
Adilabad,Gadiguda,2019-09-07,9.3,22.4,26.3,98.2,100.0,0.0,0.2
Adilabad,Gadiguda,2019-09-08,0.0,24.7,28.0,95.8,100.0,0.0,5.1
Adilabad,Gadiguda,2019-09-09,0.8,24.1,28.4,93.1,100.0,0.0,11.4
Adilabad,Narnoor,2019-07-01,8.4,22.0,26.2,87.6,100.0,1.8,12.1
Adilabad,Narnoor,2019-07-02,15.2,21.4,27.1,80.2,100.0,0.0,11.1
Adilabad,Narnoor,2019-07-03,36.6,22.5,28.8,80.0,100.0,0.2,14.6
Adilabad,Narnoor,2019-07-04,20.2,22.4,27.9,77.9,90.2,7.7,12.1
Adilabad,Narnoor,2019-07-05,6.4,24.1,31.1,66.5,94.0,0.0,9.3
Adilabad,Narnoor,2019-07-06,26.9,23.8,30.0,72.4,85.6,2.5,14.0
Adilabad,Narnoor,2019-07-07,2.9,23.8,29.4,72.4,91.5,1.9,15.2
Adilabad,Narnoor,2019-07-08,10.4,24.2,30.0,74.9,87.8,0.4,14.0
Adilabad,Narnoor,2019-07-09,6.4,22.9,29.9,69.8,100.0,0.6,13.5
Adilabad,Narnoor,2019-07-10,16.5,23.2,31.0,66.0,100.0,0.0,15.8
Adilabad,Narnoor,2019-07-11,10.8,23.4,32.4,62.9,99.3,0.0,13.3
Adilabad,Narnoor,2019-07-12,0.0,23.3,29.5,71.5,97.4,0.0,15.2
Adilabad,Narnoor,2019-07-13,5.0,22.4,31.5,63.4,91.5,0.0,9.9
