District,Mandal,Date,Rainfall (mm),temp_min (⁰C),temp_max (⁰C),humidity_min (%),Humidity_max (%),wind_speed_min (Kmph),wind_speed_max (Kmph)
Bhadradri-Kothagudem,Chunchupally,2019-07-27,3.0,23.7,26.3,91.9,100.0,0.0,2.0
Bhadradri-Kothagudem,Chunchupally,2019-07-28,11.8,23.5,26.4,97.1,100.0,0.0,0.1
Bhadradri-Kothagudem,Chunchupally,2019-07-29,20.4,23.6,24.6,86.0,93.9,,
Bhadradri-Kothagudem,Chunchupally,2019-07-30,0.0,23.8,25.9,96.9,100.0,,
Bhadradri-Kothagudem,Chunchupally,2019-07-31,1.3,24.6,31.5,67.6,98.2,0.0,2.5
Bhadradri-Kothagudem,Chunchupally,2019-08-01,5.2,24.2,33.5,62.1,100.0,0.0,12.6
Bhadradri-Kothagudem,Chunchupally,2019-08-02,74.2,23.8,30.2,79.4,100.0,0.0,10.8
Bhadradri-Kothagudem,Chunchupally,2019-08-03,53.4,23.0,24.5,98.2,100.0,0.0,0.4
Bhadradri-Kothagudem,Chunchupally,2019-08-04,0.0,24.6,30.0,79.0,100.0,0.0,6.3
Bhadradri-Kothagudem,Chunchupally,2019-08-05,0.0,25.6,32.2,69.4,94.5,1.5,13.8
Bhadradri-Kothagudem,Chunchupally,2019-08-06,10.2,24.4,33.1,65.1,100.0,0.0,10.4
Bhadradri-Kothagudem,Chunchupally,2019-08-07,75.4,22.4,26.8,97.0,100.0,0.0,6.2
Bhadradri-Kothagudem,Chunchupally,2019-08-08,18.2,24.1,26.9,99.9,100.0,0.0,2.4
Bhadradri-Kothagudem,Chunchupally,2019-08-09,10.3,24.5,33.1,76.3,100.0,0.0,8.6
Bhadradri-Kothagudem,Chunchupally,2019-08-10,0.0,27.5,34.3,68.0,97.6,0.0,12.1
Bhadradri-Kothagudem,Chunchupally,2019-08-11,16.0,25.3,35.2,67.8,99.9,0.0,8.8
Bhadradri-Kothagudem,Chunchupally,2019-08-12,0.0,27.5,35.2,63.5,93.0,0.0,10.1
Bhadradri-Kothagudem,Chunchupally,2019-08-13,0.0,26.0,33.3,72.2,99.9,0.0,19.5
Bhadradri-Kothagudem,Chunchupally,2019-08-14,0.0,24.9,34.0,75.3,99.9,0.0,11.2
Bhadradri-Kothagudem,Chunchupally,2019-08-15,2.4,25.2,35.2,71.4,99.9,0.0,10.6
Bhadradri-Kothagudem,Chunchupally,2019-08-16,10.2,25.9,35.5,67.4,99.9,,
Bhadradri-Kothagudem,Chunchupally,2019-08-17,1.3,26.1,34.9,72.9,100.0,0.0,5.3
Bhadradri-Kothagudem,Chunchupally,2019-08-18,5.5,25.0,36.5,76.5,100.0,0.0,5.1
Bhadradri-Kothagudem,Chunchupally,2019-08-19,9.0,24.2,35.6,81.8,100.0,0.0,6.0
Bhadradri-Kothagudem,Chunchupally,2019-08-20,0.0,24.9,36.1,74.2,100.0,0.0,2.8
Bhadradri-Kothagudem,Chunchupally,2019-08-21,44.3,24.4,34.4,95.5,100.0,0.0,0.3
Bhadradri-Kothagudem,Chunchupally,2019-08-22,10.5,24.2,34.2,95.4,100.0,0.0,1.0
Bhadradri-Kothagudem,Chunchupally,2019-08-23,4.0,24.5,33.3,95.6,100.0,0.0,7.1
Bhadradri-Kothagudem,Chunchupally,2019-08-24,26.3,24.2,26.6,99.3,100.0,0.0,0.6
Bhadradri-Kothagudem,Chunchupally,2019-08-25,0.0,24.3,31.7,93.8,100.0,0.0,3.0
Bhadradri-Kothagudem,Chunchupally,2019-08-26,0.0,25.0,35.3,85.0,100.0,0.0,2.2
Bhadradri-Kothagudem,Chunchupally,2019-08-27,23.0,24.2,35.9,76.5,100.0,0.0,3.3
Bhadradri-Kothagudem,Chunchupally,2019-08-28,0.0,24.2,35.4,64.8,100.0,0.0,4.6
Bhadradri-Kothagudem,Chunchupally,2019-08-29,0.0,25.5,36.6,68.8,100.0,0.0,0.3
Bhadradri-Kothagudem,Chunchupally,2019-08-30,0.0,26.6,36.7,68.9,100.0,0.0,1.0
Bhadradri-Kothagudem,Chunchupally,2019-08-31,7.5,24.2,36.7,71.8,100.0,0.0,1.7
Bhadradri-Kothagudem,Chunchupally,2019-09-01,43.8,24.0,33.8,97.2,100.0,0.0,1.6
Bhadradri-Kothagudem,Chunchupally,2019-09-02,7.3,23.8,33.5,96.7,100.0,0.0,6.7
Bhadradri-Kothagudem,Chunchupally,2019-09-03,1.0,24.2,28.5,92.5,100.0,0.0,1.5
Bhadradri-Kothagudem,Chunchupally,2019-09-04,1.0,25.1,29.9,87.1,100.0,0.0,5.7
Bhadradri-Kothagudem,Chunchupally,2019-09-05,15.0,24.3,32.7,78.4,100.0,0.0,9.0
Bhadradri-Kothagudem,Chunchupally,2019-09-06,0.0,26.4,34.3,74.8,100.0,0.0,8.1
Bhadradri-Kothagudem,Chunchupally,2019-09-07,0.0,25.6,29.6,87.2,100.0,0.0,8.6
Bhadradri-Kothagudem,Chunchupally,2019-09-08,2.6,26.0,32.4,78.4,100.0,0.0,9.2
Bhadradri-Kothagudem,Chunchupally,2019-09-09,0.0,26.9,34.6,73.5,98.8,0.0,8.0
Bhadradri-Kothagudem,Sujathanagar,2019-07-01,15.0,24.3,32.0,55.8,100.0,0.0,6.3
Bhadradri-Kothagudem,Sujathanagar,2019-07-02,3.3,25.1,30.5,69.2,97.7,0.0,6.4
Bhadradri-Kothagudem,Sujathanagar,2019-07-03,1.8,25.7,31.1,67.3,98.8,0.0,7.7
Bhadradri-Kothagudem,Sujathanagar,2019-07-04,0.0,27.3,33.6,53.2,79.5,0.0,9.2
Bhadradri-Kothagudem,Sujathanagar,2019-07-05,0.0,28.6,38.0,40.2,65.3,0.0,9.5
Bhadradri-Kothagudem,Sujathanagar,2019-07-06,2.5,25.7,33.0,55.2,95.6,0.0,8.3
Bhadradri-Kothagudem,Sujathanagar,2019-07-07,0.0,29.0,34.6,48.2,75.2,0.0,4.1
Bhadradri-Kothagudem,Sujathanagar,2019-07-08,0.0,26.4,36.8,41.1,76.0,0.0,13.3
Bhadradri-Kothagudem,Sujathanagar,2019-07-09,29.0,25.1,37.2,40.2,100.0,0.0,13.8
Bhadradri-Kothagudem,Sujathanagar,2019-07-10,1.0,25.7,36.4,46.2,95.6,0.0,8.4
Bhadradri-Kothagudem,Sujathanagar,2019-07-11,1.5,26.1,37.7,39.6,92.6,0.0,5.0
Bhadradri-Kothagudem,Sujathanagar,2019-07-12,0.5,25.6,37.2,43.4,99.8,0.0,7.1
Bhadradri-Kothagudem,Sujathanagar,2019-07-13,0.3,27.5,37.7,44.0,89.6,0.0,9.6
Bhadradri-Kothagudem,Sujathanagar,2019-07-14,0.3,24.9,37.1,45.7,87.4,0.0,7.9
Bhadradri-Kothagudem,Sujathanagar,2019-07-15,0.0,26.4,35.6,48.6,86.7,0.0,7.7
Bhadradri-Kothagudem,Sujathanagar,2019-07-16,3.3,24.6,37.8,41.1,100.0,0.0,9.9
Bhadradri-Kothagudem,Sujathanagar,2019-07-17,0.0,27.1,37.6,42.8,85.2,0.0,9.0
Bhadradri-Kothagudem,Sujathanagar,2019-07-18,0.0,28.1,37.9,38.5,80.0,0.0,10.2
Bhadradri-Kothagudem,Sujathanagar,2019-07-19,6.3,25.8,37.4,45.1,93.1,0.0,6.8
Bhadradri-Kothagudem,Sujathanagar,2019-07-20,0.0,25.1,34.1,61.3,95.6,0.0,4.4
Bhadradri-Kothagudem,Sujathanagar,2019-07-21,0.0,25.9,30.3,74.5,96.1,0.0,7.7
Bhadradri-Kothagudem,Sujathanagar,2019-07-22,0.0,26.6,35.9,54.6,97.0,0.0,8.0
Bhadradri-Kothagudem,Sujathanagar,2019-07-23,0.0,26.5,37.1,49.1,94.0,0.0,5.2
Bhadradri-Kothagudem,Sujathanagar,2019-07-24,0.0,24.6,34.6,57.2,98.8,0.0,4.0
Bhadradri-Kothagudem,Sujathanagar,2019-07-25,0.0,28.2,37.7,46.2,81.9,0.0,0.9
Bhadradri-Kothagudem,Sujathanagar,2019-07-26,0.0,24.4,35.1,53.1,100.0,0.0,11.3
Bhadradri-Kothagudem,Sujathanagar,2019-07-27,0.5,22.4,26.6,92.1,100.0,0.0,8.3
Bhadradri-Kothagudem,Sujathanagar,2019-07-28,12.3,22.4,26.4,93.6,100.0,0.0,0.1
Bhadradri-Kothagudem,Sujathanagar,2019-07-29,3.0,23.8,24.9,87.5,98.7,,
Bhadradri-Kothagudem,Sujathanagar,2019-07-30,0.8,24.1,26.4,96.7,100.0,,
Bhadradri-Kothagudem,Sujathanagar,2019-07-31,4.0,25.1,32.0,70.2,98.8,0.0,2.5
Bhadradri-Kothagudem,Sujathanagar,2019-08-01,0.5,24.2,33.8,60.3,100.0,0.0,12.6
Bhadradri-Kothagudem,Sujathanagar,2019-08-02,74.2,23.9,30.1,81.6,100.0,0.0,10.8
Bhadradri-Kothagudem,Sujathanagar,2019-08-03,10.8,22.4,24.7,94.6,100.0,0.0,0.4
Bhadradri-Kothagudem,Sujathanagar,2019-08-04,0.0,25.0,30.1,82.8,100.0,0.0,6.3
Bhadradri-Kothagudem,Sujathanagar,2019-08-05,0.5,25.7,32.2,73.0,96.7,1.5,13.8
Bhadradri-Kothagudem,Sujathanagar,2019-08-06,1.0,24.4,33.2,67.9,100.0,0.0,10.4
Bhadradri-Kothagudem,Sujathanagar,2019-08-07,75.4,22.4,26.8,97.0,100.0,0.0,6.2
Bhadradri-Kothagudem,Sujathanagar,2019-08-08,9.8,24.3,26.5,99.9,100.0,0.0,2.4
Bhadradri-Kothagudem,Sujathanagar,2019-08-09,12.8,24.0,33.5,75.1,100.0,0.0,8.6
Bhadradri-Kothagudem,Sujathanagar,2019-08-10,0.0,27.5,33.9,63.8,97.6,0.0,12.1
Bhadradri-Kothagudem,Sujathanagar,2019-08-11,0.0,25.3,35.2,67.5,99.9,0.0,8.8
Bhadradri-Kothagudem,Sujathanagar,2019-08-12,0.0,27.5,35.2,63.5,93.0,0.0,10.1
Bhadradri-Kothagudem,Sujathanagar,2019-08-13,10.8,26.0,33.3,72.2,99.9,0.0,19.5
Bhadradri-Kothagudem,Sujathanagar,2019-08-14,1.8,24.9,33.2,77.5,99.9,0.0,11.2
Bhadradri-Kothagudem,Sujathanagar,2019-08-15,4.8,25.2,35.2,71.4,99.9,0.0,10.6
Bhadradri-Kothagudem,Sujathanagar,2019-08-16,0.0,25.9,35.5,67.4,99.9,,
Bhadradri-Kothagudem,Sujathanagar,2019-08-17,0.8,27.5,35.2,72.9,99.9,0.0,8.8
Bhadradri-Kothagudem,Sujathanagar,2019-08-18,2.8,25.2,35.4,74.5,100.0,0.0,12.6
Bhadradri-Kothagudem,Sujathanagar,2019-08-19,1.5,24.7,35.3,78.0,100.0,0.0,8.4
Bhadradri-Kothagudem,Sujathanagar,2019-08-20,0.5,24.9,35.9,67.0,100.0,0.0,5.8
Bhadradri-Kothagudem,Sujathanagar,2019-08-21,47.8,25.4,35.2,78.5,100.0,0.0,7.7
Bhadradri-Kothagudem,Sujathanagar,2019-08-22,1.5,24.2,32.9,86.4,100.0,0.0,10.2
Bhadradri-Kothagudem,Sujathanagar,2019-08-23,2.0,24.8,33.1,84.9,99.9,0.0,10.8
Bhadradri-Kothagudem,Sujathanagar,2019-08-24,16.0,24.5,29.8,98.6,100.0,0.0,5.9
Bhadradri-Kothagudem,Sujathanagar,2019-08-25,0.0,24.3,32.9,87.5,100.0,0.0,7.5
Bhadradri-Kothagudem,Sujathanagar,2019-08-26,0.0,27.4,35.9,71.0,100.0,0.0,10.8
Bhadradri-Kothagudem,Sujathanagar,2019-08-27,23.0,25.8,35.9,71.1,100.0,0.0,7.7
Bhadradri-Kothagudem,Sujathanagar,2019-08-28,0.0,24.2,35.3,64.8,100.0,0.0,4.6
Bhadradri-Kothagudem,Sujathanagar,2019-08-29,0.0,26.6,35.6,53.6,96.5,0.0,7.1
Bhadradri-Kothagudem,Sujathanagar,2019-08-30,0.0,27.4,36.3,52.1,92.9,0.0,7.2
Bhadradri-Kothagudem,Sujathanagar,2019-08-31,14.5,24.4,36.0,56.2,100.0,0.0,8.5
Bhadradri-Kothagudem,Sujathanagar,2019-09-01,18.5,24.3,32.9,79.4,100.0,0.0,6.4
Bhadradri-Kothagudem,Sujathanagar,2019-09-02,25.5,22.4,32.1,80.2,100.0,0.0,6.7
Bhadradri-Kothagudem,Sujathanagar,2019-09-03,0.0,25.4,29.2,84.3,100.0,0.0,9.5
Bhadradri-Kothagudem,Sujathanagar,2019-09-04,2.0,25.4,29.4,88.6,100.0,0.0,5.7
Bhadradri-Kothagudem,Sujathanagar,2019-09-05,12.5,24.3,32.7,77.8,100.0,0.0,9.0
Bhadradri-Kothagudem,Sujathanagar,2019-09-06,1.5,26.4,32.8,77.8,100.0,0.0,8.1
Bhadradri-Kothagudem,Sujathanagar,2019-09-07,3.0,25.4,29.0,87.2,100.0,0.0,8.6
Bhadradri-Kothagudem,Sujathanagar,2019-09-08,0.0,25.9,32.1,78.3,100.0,0.0,9.2
Bhadradri-Kothagudem,Sujathanagar,2019-09-09,2.3,26.2,34.2,73.6,100.0,0.0,8.0
Bhadradri-Kothagudem,Kothagudem,2019-07-01,20.2,24.3,32.6,65.0,100.0,,
Bhadradri-Kothagudem,Kothagudem,2019-07-02,3.0,25.0,31.7,76.5,99.9,,
Bhadradri-Kothagudem,Kothagudem,2019-07-03,5.5,25.6,31.5,77.2,99.9,,
Bhadradri-Kothagudem,Kothagudem,2019-07-04,0.0,26.8,34.1,63.6,89.3,,
Bhadradri-Kothagudem,Kothagudem,2019-07-05,0.0,28.6,37.9,49.4,76.2,,
Bhadradri-Kothagudem,Kothagudem,2019-07-06,1.3,25.7,32.4,65.3,84.3,,
Bhadradri-Kothagudem,Kothagudem,2019-07-07,0.0,29.0,34.9,48.2,80.2,,
Bhadradri-Kothagudem,Kothagudem,2019-07-08,0.0,26.4,37.0,53.7,81.6,,
Bhadradri-Kothagudem,Kothagudem,2019-07-09,28.4,25.1,37.2,40.2,94.3,,
Bhadradri-Kothagudem,Kothagudem,2019-07-10,0.2,25.7,36.8,48.0,97.8,,
Bhadradri-Kothagudem,Kothagudem,2019-07-11,2.5,25.9,37.7,48.0,96.3,,
Bhadradri-Kothagudem,Kothagudem,2019-07-12,35.2,25.8,37.2,51.1,100.0,,
Bhadradri-Kothagudem,Kothagudem,2019-07-13,0.0,27.5,37.7,44.5,94.7,,
Bhadradri-Kothagudem,Kothagudem,2019-07-14,0.0,24.9,37.4,56.2,92.9,,
Bhadradri-Kothagudem,Kothagudem,2019-07-15,0.0,27.0,35.6,62.8,93.3,,
Bhadradri-Kothagudem,Kothagudem,2019-07-16,1.4,24.7,37.4,41.1,100.0,,
Bhadradri-Kothagudem,Kothagudem,2019-07-17,0.0,27.4,37.6,42.8,92.6,,
Bhadradri-Kothagudem,Kothagudem,2019-07-18,0.0,28.9,37.9,43.1,82.2,,
Bhadradri-Kothagudem,Kothagudem,2019-07-19,6.1,26.3,37.4,47.7,99.3,,
Bhadradri-Kothagudem,Kothagudem,2019-07-20,0.0,26.2,35.9,64.4,97.0,,
Bhadradri-Kothagudem,Kothagudem,2019-07-21,0.0,25.7,33.2,77.2,99.8,,
Bhadradri-Kothagudem,Kothagudem,2019-07-22,2.6,26.4,37.9,61.2,99.9,,
Bhadradri-Kothagudem,Kothagudem,2019-07-23,0.0,27.5,37.8,55.8,97.6,,
Bhadradri-Kothagudem,Kothagudem,2019-07-24,0.0,25.8,37.8,55.9,95.6,,
Bhadradri-Kothagudem,Kothagudem,2019-07-25,0.0,28.1,37.5,44.4,83.5,,
Bhadradri-Kothagudem,Kothagudem,2019-07-26,24.2,23.9,36.1,50.4,100.0,,
Bhadradri-Kothagudem,Kothagudem,2019-07-27,4.9,23.2,26.1,91.9,100.0,,
Bhadradri-Kothagudem,Kothagudem,2019-07-28,28.5,23.3,25.5,97.1,100.0,,
Bhadradri-Kothagudem,Kothagudem,2019-07-29,11.4,23.4,24.4,83.8,97.2,,
Bhadradri-Kothagudem,Kothagudem,2019-07-30,4.8,23.5,25.4,97.1,100.0,,
Bhadradri-Kothagudem,Kothagudem,2019-07-31,5.4,23.7,31.0,65.1,100.0,,
Bhadradri-Kothagudem,Kothagudem,2019-08-01,5.2,23.8,34.0,58.7,100.0,,
Bhadradri-Kothagudem,Kothagudem,2019-08-02,69.6,23.5,30.3,76.2,100.0,,
Bhadradri-Kothagudem,Kothagudem,2019-08-03,35.5,23.2,24.3,98.2,100.0,,
Bhadradri-Kothagudem,Kothagudem,2019-08-04,1.0,24.2,29.8,74.4,100.0,,
Bhadradri-Kothagudem,Kothagudem,2019-08-05,0.0,25.3,32.2,64.2,92.4,,
Bhadradri-Kothagudem,Kothagudem,2019-08-06,10.2,24.1,33.0,62.4,100.0,,
Bhadradri-Kothagudem,Kothagudem,2019-08-07,75.4,22.4,26.8,97.0,100.0,,
Bhadradri-Kothagudem,Kothagudem,2019-08-08,11.9,23.9,27.7,99.9,100.0,,
Bhadradri-Kothagudem,Kothagudem,2019-08-09,12.2,24.9,33.2,77.5,99.9,,
Bhadradri-Kothagudem,Kothagudem,2019-08-10,0.0,27.5,35.1,70.9,97.6,,
Bhadradri-Kothagudem,Kothagudem,2019-08-11,20.0,24.9,35.2,63.5,99.9,,
Bhadradri-Kothagudem,Kothagudem,2019-08-12,0.0,27.5,35.2,63.5,93.0,,
Bhadradri-Kothagudem,Kothagudem,2019-08-13,0.3,26.0,33.3,71.1,99.9,,
Bhadradri-Kothagudem,Kothagudem,2019-08-14,0.0,24.9,35.4,71.4,99.9,,
Bhadradri-Kothagudem,Kothagudem,2019-08-15,1.6,25.2,35.2,71.4,99.9,,
Bhadradri-Kothagudem,Kothagudem,2019-08-16,8.9,25.9,35.5,67.4,99.9,,
Bhadradri-Kothagudem,Kothagudem,2019-08-17,0.5,27.5,34.9,72.9,100.0,,
Bhadradri-Kothagudem,Kothagudem,2019-08-18,2.7,25.2,35.9,64.1,100.0,,
Bhadradri-Kothagudem,Kothagudem,2019-08-19,12.1,24.9,35.6,71.4,100.0,,
Bhadradri-Kothagudem,Kothagudem,2019-08-20,0.0,24.9,35.3,57.2,100.0,,
Bhadradri-Kothagudem,Kothagudem,2019-08-21,18.5,25.4,35.2,72.4,100.0,,
Bhadradri-Kothagudem,Kothagudem,2019-08-22,10.2,24.2,32.2,95.4,100.0,,
Bhadradri-Kothagudem,Kothagudem,2019-08-23,4.0,24.8,35.2,78.0,99.9,,
Bhadradri-Kothagudem,Kothagudem,2019-08-24,24.5,24.5,27.9,99.3,100.0,,
Bhadradri-Kothagudem,Kothagudem,2019-08-25,0.0,24.3,31.9,93.8,100.0,,
Bhadradri-Kothagudem,Kothagudem,2019-08-26,0.0,26.4,35.6,78.0,100.0,,
Bhadradri-Kothagudem,Kothagudem,2019-08-27,19.5,24.9,35.9,73.8,100.0,,
Bhadradri-Kothagudem,Kothagudem,2019-08-28,0.0,24.2,35.2,63.5,100.0,,
Bhadradri-Kothagudem,Kothagudem,2019-08-29,0.0,27.5,35.8,57.8,98.5,,
Bhadradri-Kothagudem,Kothagudem,2019-08-30,0.0,27.5,36.3,58.3,97.8,,
Bhadradri-Kothagudem,Kothagudem,2019-08-31,16.4,24.9,36.0,59.8,100.0,,
Bhadradri-Kothagudem,Kothagudem,2019-09-01,25.6,24.9,35.2,73.9,100.0,,
Bhadradri-Kothagudem,Kothagudem,2019-09-02,5.5,24.2,34.7,74.0,100.0,,
Bhadradri-Kothagudem,Kothagudem,2019-09-03,1.0,24.8,29.8,92.5,100.0,,
Bhadradri-Kothagudem,Kothagudem,2019-09-04,0.6,25.3,30.4,85.6,100.0,,
Bhadradri-Kothagudem,Kothagudem,2019-09-05,17.1,24.3,33.1,77.5,100.0,,
Bhadradri-Kothagudem,Kothagudem,2019-09-06,5.8,26.4,35.7,71.1,100.0,,
Bhadradri-Kothagudem,Kothagudem,2019-09-07,0.8,25.6,30.7,87.2,100.0,,
Bhadradri-Kothagudem,Kothagudem,2019-09-08,2.3,26.0,33.2,77.2,99.9,,
Bhadradri-Kothagudem,Kothagudem,2019-09-09,0.0,27.5,35.1,72.1,97.6,,
Bhadradri-Kothagudem,Laxmidevipalli,2019-07-01,16.5,24.3,32.6,63.1,100.0,0.0,6.3
Bhadradri-Kothagudem,Laxmidevipalli,2019-07-02,1.0,25.0,33.5,64.5,90.0,0.0,5.2
Bhadradri-Kothagudem,Laxmidevipalli,2019-07-03,7.0,25.6,32.4,68.5,90.6,0.0,8.5
Bhadradri-Kothagudem,Laxmidevipalli,2019-07-04,0.5,26.8,35.0,57.8,88.8,0.0,3.7
Bhadradri-Kothagudem,Laxmidevipalli,2019-07-05,0.0,28.6,37.9,49.4,76.2,0.0,7.3
Bhadradri-Kothagudem,Laxmidevipalli,2019-07-06,4.5,25.7,32.4,65.3,90.3,0.0,9.1
Bhadradri-Kothagudem,Laxmidevipalli,2019-07-07,0.8,29.0,34.9,48.2,80.2,0.0,5.9
Bhadradri-Kothagudem,Laxmidevipalli,2019-07-08,0.8,26.4,37.0,53.7,71.4,0.0,7.9
Bhadradri-Kothagudem,Laxmidevipalli,2019-07-09,1.5,25.1,37.2,40.2,83.0,0.0,5.7
Bhadradri-Kothagudem,Laxmidevipalli,2019-07-10,0.0,25.7,36.8,48.0,97.8,0.0,6.3
Bhadradri-Kothagudem,Laxmidevipalli,2019-07-11,0.0,26.8,37.7,56.3,96.3,0.0,5.0
Bhadradri-Kothagudem,Laxmidevipalli,2019-07-12,35.2,25.8,37.2,49.0,99.9,0.0,2.0
Bhadradri-Kothagudem,Laxmidevipalli,2019-07-13,0.0,27.5,37.7,44.5,94.7,0.0,4.3
Bhadradri-Kothagudem,Laxmidevipalli,2019-07-14,0.0,24.9,37.4,56.2,92.9,0.0,3.3
Bhadradri-Kothagudem,Laxmidevipalli,2019-07-15,0.0,27.0,35.6,62.8,93.3,0.0,2.8
Bhadradri-Kothagudem,Laxmidevipalli,2019-07-16,0.0,24.7,37.4,41.1,100.0,0.0,4.9
Bhadradri-Kothagudem,Laxmidevipalli,2019-07-17,0.0,27.4,37.6,42.8,92.6,0.0,5.3
Bhadradri-Kothagudem,Laxmidevipalli,2019-07-18,0.0,27.5,37.9,43.1,90.8,0.0,3.7
Bhadradri-Kothagudem,Laxmidevipalli,2019-07-19,13.8,26.3,37.4,50.3,99.9,0.0,6.2
Bhadradri-Kothagudem,Laxmidevipalli,2019-07-20,0.0,24.9,35.6,64.5,97.8,0.0,4.4
Bhadradri-Kothagudem,Laxmidevipalli,2019-07-21,0.0,25.7,33.3,77.2,99.9,0.0,4.6
Bhadradri-Kothagudem,Laxmidevipalli,2019-07-22,0.0,26.4,38.0,57.6,99.9,0.0,5.9
Bhadradri-Kothagudem,Laxmidevipalli,2019-07-23,3.3,26.7,38.0,55.8,99.9,0.0,2.4
Bhadradri-Kothagudem,Laxmidevipalli,2019-07-24,0.0,25.8,36.2,61.0,99.9,0.0,1.5
Bhadradri-Kothagudem,Laxmidevipalli,2019-07-25,0.0,27.8,38.0,51.6,88.4,0.0,2.1
Bhadradri-Kothagudem,Laxmidevipalli,2019-07-26,24.5,24.4,35.3,56.3,100.0,0.0,6.4
Bhadradri-Kothagudem,Laxmidevipalli,2019-07-27,9.8,24.3,27.8,95.5,100.0,0.0,2.0
Bhadradri-Kothagudem,Laxmidevipalli,2019-07-28,27.8,23.5,27.5,98.6,100.0,0.0,0.1
Bhadradri-Kothagudem,Laxmidevipalli,2019-07-29,27.0,23.6,24.6,87.4,97.5,,
Bhadradri-Kothagudem,Laxmidevipalli,2019-07-30,0.0,23.8,25.9,96.9,100.0,,
Bhadradri-Kothagudem,Laxmidevipalli,2019-07-31,9.3,24.6,31.5,67.6,98.2,0.0,2.5
Bhadradri-Kothagudem,Laxmidevipalli,2019-08-01,7.3,24.2,33.5,62.1,100.0,0.0,12.6
Bhadradri-Kothagudem,Laxmidevipalli,2019-08-02,73.8,23.8,30.2,79.4,100.0,0.0,10.8
Bhadradri-Kothagudem,Laxmidevipalli,2019-08-03,51.8,23.0,24.5,98.2,100.0,0.0,0.4
Bhadradri-Kothagudem,Laxmidevipalli,2019-08-04,0.5,24.6,30.0,79.0,100.0,0.0,6.3
Bhadradri-Kothagudem,Laxmidevipalli,2019-08-05,2.5,25.6,32.2,69.4,94.5,1.5,13.8
Bhadradri-Kothagudem,Laxmidevipalli,2019-08-06,5.5,24.4,33.1,65.1,100.0,0.0,10.4
Bhadradri-Kothagudem,Laxmidevipalli,2019-08-07,70.8,22.4,26.8,97.0,100.0,0.0,6.2
Bhadradri-Kothagudem,Laxmidevipalli,2019-08-08,15.3,24.1,26.9,99.9,100.0,0.0,2.4
Bhadradri-Kothagudem,Laxmidevipalli,2019-08-09,12.3,24.5,33.1,76.3,100.0,0.0,8.6
Bhadradri-Kothagudem,Laxmidevipalli,2019-08-10,0.8,27.5,34.3,68.0,97.6,0.0,12.1
Bhadradri-Kothagudem,Laxmidevipalli,2019-08-11,7.8,25.3,35.2,67.8,99.9,0.0,8.8
Bhadradri-Kothagudem,Laxmidevipalli,2019-08-12,0.0,27.5,35.2,63.5,93.0,0.0,10.1
Bhadradri-Kothagudem,Laxmidevipalli,2019-08-13,0.0,26.0,33.3,72.2,99.9,0.0,19.5
Bhadradri-Kothagudem,Laxmidevipalli,2019-08-14,0.0,24.9,34.0,75.3,99.9,0.0,11.2
Bhadradri-Kothagudem,Laxmidevipalli,2019-08-15,0.0,25.2,35.2,71.4,99.9,0.0,10.6
Bhadradri-Kothagudem,Laxmidevipalli,2019-08-16,0.0,25.9,35.5,67.4,99.9,,
Bhadradri-Kothagudem,Laxmidevipalli,2019-08-17,0.0,27.0,34.9,72.9,100.0,0.0,5.3
Bhadradri-Kothagudem,Laxmidevipalli,2019-08-18,0.0,25.2,35.9,72.9,100.0,0.0,5.1
Bhadradri-Kothagudem,Laxmidevipalli,2019-08-19,0.5,24.7,35.3,77.1,100.0,0.0,6.0
Bhadradri-Kothagudem,Laxmidevipalli,2019-08-20,0.0,24.9,35.7,66.2,100.0,0.0,2.8
Bhadradri-Kothagudem,Laxmidevipalli,2019-08-21,25.2,25.4,34.9,82.1,100.0,0.0,0.3
Bhadradri-Kothagudem,Laxmidevipalli,2019-08-22,10.2,24.2,32.3,95.4,100.0,0.0,1.0
Bhadradri-Kothagudem,Laxmidevipalli,2019-08-23,11.5,24.8,33.6,88.1,99.2,0.0,7.1
Bhadradri-Kothagudem,Laxmidevipalli,2019-08-24,18.8,24.5,27.9,99.3,100.0,0.0,0.6
Bhadradri-Kothagudem,Laxmidevipalli,2019-08-25,0.0,24.3,31.9,93.8,100.0,0.0,3.0
Bhadradri-Kothagudem,Laxmidevipalli,2019-08-26,0.0,26.4,35.6,78.0,100.0,0.0,2.2
Bhadradri-Kothagudem,Laxmidevipalli,2019-08-27,12.5,25.6,35.9,73.8,100.0,0.0,3.3
Bhadradri-Kothagudem,Laxmidevipalli,2019-08-28,0.0,24.2,35.3,64.8,100.0,0.0,4.6
Bhadradri-Kothagudem,Laxmidevipalli,2019-08-29,0.0,26.5,35.8,62.2,98.0,0.0,0.3
Bhadradri-Kothagudem,Laxmidevipalli,2019-08-30,0.0,27.2,36.3,61.7,96.9,0.0,1.0
Bhadradri-Kothagudem,Laxmidevipalli,2019-08-31,14.5,24.5,36.0,64.3,100.0,0.0,1.7
Bhadradri-Kothagudem,Laxmidevipalli,2019-09-01,36.3,24.4,33.7,84.0,100.0,0.0,1.6
Bhadradri-Kothagudem,Laxmidevipalli,2019-09-02,3.0,23.8,33.5,83.6,100.0,0.0,6.7
Bhadradri-Kothagudem,Laxmidevipalli,2019-09-03,6.8,24.8,29.2,92.4,100.0,0.0,1.5
