,District,Mandal,Date,Rainfall (mm),temp_min (⁰C),temp_max (⁰C),humidity_min (%),Humidity_max (%),wind_speed_min (Kmph),wind_speed_max (Kmph)
0,Adilabad,Bheempoor,2019-10-01,0.0,23.7,33.4,66.9,97.7,0.0,2.6
1,Adilabad,Jainad,2019-10-01,0.0,23.6,32.55,68.95,97.1,0.1,10.1
2,Adilabad,Bela,2019-10-01,0.0,24.2,33.2,74.45,97.25,0.1,13.6
3,Adilabad,Gadiguda,2019-10-01,0.0,23.7,32.6,84.2,99.9,0.0,8.9
4,Adilabad,Narnoor,2019-10-01,0.0,23.0,31.0,76.2,96.2,0.0,8.9
5,Adilabad,Inderavelly,2019-10-01,0.0,23.2,33.4,66.2,97.3,0.0,2.3
6,Adilabad,Gudihathnur,2019-10-01,0.0,22.1,33.3,58.8,96.2,0.0,14.8
7,Adilabad,Adilabad Rural,2019-10-01,0.0,24.6,35.2,65.8,96.9,0.0,13.9
8,Adilabad,Adilabad Urban,2019-10-01,0.0,23.95,32.6,65.25,96.85,0.2,2.1
9,Adilabad,Mavala,2019-10-01,0.0,22.4,31.7,61.8,94.0,0.0,13.9
10,Adilabad,Tamsi,2019-10-01,0.0,22.9,35.0,60.9,99.0,0.0,0.1
11,Adilabad,Talamadugu,2019-10-01,0.2,23.15,32.15,68.4,93.65,0.0,14.9
12,Adilabad,Bazarhathnoor,2019-10-01,0.0,22.4,31.5,70.2,100.0,0.0,24.9
13,Adilabad,Boath,2019-10-01,0.0,22.45,31.65,64.75,93.25,0.1,24.9
14,Adilabad,Neradigonda,2019-10-01,0.0,22.6,33.9,65.9,99.7,0.1,2.2
15,Adilabad,Ichoda,2019-10-01,0.0,22.4,32.6,68.9,99.9,0.0,14.8
16,Adilabad,Sirikonda,2019-10-01,0.0,22.6,31.8,68.5,98.7,0.0,2.3
17,Adilabad,Utnur,2019-10-01,0.0,22.3,29.4,76.2,98.1,0.0,1.9
18,Komaram Bheem-Asifabad,Jainoor,2019-10-01,0.0,23.1,29.4,76.2,92.7,0.1,3.1
19,Komaram Bheem-Asifabad,Sirpur_U,2019-10-01,0.0,22.3,28.7,80.5,95.3,0.2,2.5
20,Komaram Bheem-Asifabad,Lingapur,2019-10-01,0.0,23.1,29.9,77.7,87.7,0.0,10.8
21,Komaram Bheem-Asifabad,Tiryani,2019-10-01,0.0,22.7,31.4,78.1,97.9,0.1,5.6
22,Komaram Bheem-Asifabad,Rebbana,2019-10-01,0.0,24.0,32.9,74.2,95.55,0.0,9.2
23,Komaram Bheem-Asifabad,Asifabad,2019-10-01,0.0,22.9,32.9,75.9,99.7,0.0,10.7
24,Komaram Bheem-Asifabad,Kerameri,2019-10-01,0.0,22.9,35.6,66.6,97.9,0.2,2.5
25,Komaram Bheem-Asifabad,Wankdi,2019-10-01,0.0,24.2,35.9,57.4,99.9,0.0,2.5
26,Komaram Bheem-Asifabad,Kagaznagar,2019-10-01,0.0,24.6,33.15,67.45,94.95,0.0,2.7
27,Komaram Bheem-Asifabad,Sirpur_T,2019-10-01,0.0,24.6666666666667,33.2,66.6666666666667,90.2666666666667,0.0,3.4
28,Komaram Bheem-Asifabad,Kouthala,2019-10-01,0.0,24.4,32.8,70.0,99.9,0.1,9.8
29,Komaram Bheem-Asifabad,Chintalamanepally,2019-10-01,0.0,24.3,31.4,72.2,94.0,0.1,9.8
30,Komaram Bheem-Asifabad,Bejjur,2019-10-01,0.0,24.7,32.2,68.9,95.7,0.0,3.2
31,Komaram Bheem-Asifabad,Penchikalpet,2019-10-01,0.0,24.9,32.7,71.8,97.6,0.0,3.2
32,Komaram Bheem-Asifabad,Dahegaon,2019-10-01,0.0,24.9,32.6,73.9,97.6,0.0,10.1
33,Mancherial,Jannaram,2019-10-01,0.0,22.65,31.8,74.25,92.75,0.0,0.6
34,Mancherial,Dandepalle,2019-10-01,0.5,23.2,32.55,95.65,100.0,0.0,6.8
35,Mancherial,Luxettipet,2019-10-01,0.0,23.5,31.4,71.3,98.9,0.0,8.3
36,Mancherial,Hajipur,2019-10-01,0.0,24.2,31.4,91.05,99.95,0.0,11.2
37,Mancherial,Kasipet,2019-10-01,0.0,22.4,30.8,78.9,95.3,0.0,1.1
38,Mancherial,Tandur,2019-10-01,0.0,23.8,30.1,56.5,87.7,0.0,9.4
39,Mancherial,Bheemini,2019-10-01,0.0,23.8,29.5,78.7,98.8,0.0,10.1
40,Mancherial,Kannepalli,2019-10-01,0.0,23.1,29.45,79.4,98.6,0.0,10.1
41,Mancherial,Vemanpalle,2019-10-01,0.0,23.3,31.9,67.3,87.9,0.0,8.9
42,Mancherial,Nennal,2019-10-01,0.0,24.3,29.7,76.4,99.2,0.0,2.4
43,Mancherial,Bellampalle,2019-10-01,0.0,22.4,29.5,82.3,98.8,0.0,1.6
44,Mancherial,Mandamarri,2019-10-01,0.0,24.1,32.3,82.1,99.0,0.0,7.7
45,Mancherial,Mancherial,2019-10-01,0.0,23.8,31.8,77.8,99.7,0.0,0.5
46,Mancherial,Naspur,2019-10-01,0.0,24.6,32.6,73.2,99.9,0.0,6.3
47,Mancherial,Jaipur,2019-10-01,0.0,24.0,32.7,72.25,94.0,0.1,1.9
48,Mancherial,Bhimaram,2019-10-01,0.0,23.6,32.6,74.4,100.0,0.0,1.8
49,Mancherial,Chennur,2019-10-01,0.3,23.6,30.85,76.35,94.7,0.0,1.8
50,Mancherial,Kotapalle,2019-10-01,0.0,23.7666666666667,31.0,79.3,96.6,0.0,8.9
51,Nirmal,Kubeer,2019-10-01,0.0,22.3,32.4,62.6,97.6,0.1,0.9
52,Nirmal,Tanur,2019-10-01,0.0,23.5,32.0,58.8,86.2,0.0,3.6
53,Nirmal,Basar,2019-10-01,0.0,23.9,32.3,70.5,89.2,0.0,12.8
54,Nirmal,Mudhole,2019-10-01,0.0,23.5,31.85,81.05,98.25,0.0,12.8
55,Nirmal,Bhainsa,2019-10-01,0.0,23.65,31.45,74.3,95.05,0.1,8.6
56,Nirmal,Kuntala,2019-10-01,0.0,22.8,31.5,64.2,91.3,0.0,10.8
57,Nirmal,Narsapur_G,2019-10-01,0.0,23.1,32.0,70.0,95.0,3.0,4.2
58,Nirmal,Lokeswaram,2019-10-01,0.0,24.3,33.3,70.3,94.7,0.0,9.7
59,Nirmal,Dilawarpur,2019-10-01,1.7,23.4,31.7,69.3,97.2,0.0,3.2
60,Nirmal,Sarangapur,2019-10-01,0.0,23.35,31.85,75.6,95.8,0.0,10.4
61,Nirmal,Nirmal,2019-10-01,0.0,24.2,32.6,77.7,99.9,0.0,16.4
62,Nirmal,Nirmal_Rural,2019-10-01,0.0,24.1,31.95,74.55,97.5,0.0,7.7
63,Nirmal,Soan,2019-10-01,0.0,23.4,31.1,72.0,96.1,0.0,9.3
64,Nirmal,Laxmanchanda,2019-10-01,0.0,24.4,31.7,73.5,99.3,0.0,3.4
65,Nirmal,Mamda,2019-10-01,0.0,22.9333333333333,31.3333333333333,65.8,98.2,0.0,11.1
66,Nirmal,Pembi,2019-10-01,0.0,22.8,31.7,73.5,99.2,0.0,3.4
67,Nirmal,Khanpur,2019-10-01,0.0,22.75,31.35,68.7,92.45,0.0,3.6
68,Nirmal,Kaddampeddur,2019-10-01,0.0,22.7,30.75,70.9,84.2,0.0,5.4
69,Nirmal,Dastuarabad,2019-10-01,0.0,23.3,31.5,74.6,92.8,0.0,13.3
70,Nizamabad,Navipet,2019-10-01,0.3,23.2,31.8,89.1,100.0,0.0,6.3
71,Nizamabad,Nandipet,2019-10-01,1.7,23.4,33.95,78.35,98.25,0.0,18.8
72,Nizamabad,Armur,2019-10-01,3.9,22.86,31.06,63.9,98.56,0.0,18.8
73,Nizamabad,Balkonda,2019-10-01,0.0,22.9,30.4,74.0,84.6,0.0,0.4
74,Nizamabad,Mupkal,2019-10-01,0.0,23.3,30.9,74.2,91.2,0.0,0.4
75,Nizamabad,Mendora,2019-10-01,0.0,23.5,31.3,74.3,97.7,0.0,0.4
76,Nizamabad,Yergatla,2019-10-01,0.5,22.9,30.5,82.0,100.0,0.0,2.9
77,Nizamabad,Kammarpalle,2019-10-01,14.8,22.5,30.0,71.0,97.65,0.0,4.1
78,Nizamabad,Mortad,2019-10-01,30.1,22.5,32.8,96.4,100.0,0.0,1.0
79,Nizamabad,Vailpur,2019-10-01,23.5,23.2,31.8,71.3,96.6,0.0,1.6
80,Nizamabad,Jakranpalle,2019-10-01,0.8,23.8,30.3,76.7,93.8,0.0,0.5
81,Nizamabad,Makloor,2019-10-01,19.5,22.65,30.6,68.6,98.55,0.0,6.8
82,Nizamabad,Nizamabad_North,2019-10-01,0.5,23.4,32.1,67.4,95.0,0.0,0.1
83,Nizamabad,Yeda_Palle,2019-10-01,0.3,23.5,32.8,76.6,98.7,0.0,6.9
84,Nizamabad,Ranjal,2019-10-01,0.0,23.4,32.2,81.9,100.0,0.0,6.8
85,Nizamabad,Bodhan,2019-10-01,0.0,23.0,32.175,75.025,97.4,0.0,14.7
86,Nizamabad,Kotgiri,2019-10-01,0.0,22.9,32.9,80.9,98.2,0.0,16.0
87,Nizamabad,Rudrur,2019-10-01,0.0,22.7,34.3,81.3,100.0,0.0,16.0
88,Nizamabad,Varni,2019-10-01,1.7,23.3,32.7,71.5,98.1,0.1,4.9
89,Nizamabad,Nizamabad_Rural,2019-10-01,0.0,23.2,31.8,84.0,100.0,0.0,0.2
90,Nizamabad,Nizamabad_South,2019-10-01,1.2,23.6,34.1,60.8,100.0,0.0,0.1
91,Nizamabad,Mugpal,2019-10-01,2.3,23.3,34.0,56.7,90.4,0.0,2.2
92,Nizamabad,Dichpalle,2019-10-01,17.9,22.3,30.85,64.5,86.7,0.0,8.1
93,Nizamabad,Indalwai,2019-10-01,14.5,22.2,31.2,89.6,100.0,0.0,0.7
94,Nizamabad,Dharpalle,2019-10-01,0.0,23.1,31.6,71.2,97.0,0.0,10.2
95,Nizamabad,Bheemgal,2019-10-01,2.9,23.7,30.8,73.9,94.5,0.0,1.5
96,Nizamabad,Sirkonda,2019-10-01,0.0,22.5666666666667,32.4666666666667,81.1,99.0,0.0,12.0
97,Nizamabad,Mosra,2019-10-01,18.5,22.6,32.4,73.6,96.2,0.0,1.6
98,Nizamabad,Chandur,2019-10-01,0.0,23.0,34.3,81.3,100.0,0.0,16.0
99,Jagtial,Ibrahimpatnam,2019-10-01,8.1,22.5,32.8,84.9,100.0,0.0,1.4
100,Jagtial,Mallapur,2019-10-01,5.8,22.5,32.1,82.95,100.0,0.0,4.6
101,Jagtial,Raikal,2019-10-01,4.1,22.4,32.4,72.65,99.35,0.0,1.5
102,Jagtial,Beerpur,2019-10-01,10.5,22.6,33.0,70.5,99.9,0.0,0.6
103,Jagtial,Sarangapur,2019-10-01,3.9,21.9,34.9,64.3,100.0,0.0,0.9
104,Jagtial,Dharmapuri,2019-10-01,2.8,22.8,32.7,84.7333333333333,97.9,0.0,8.4
105,Jagtial,Buggaram,2019-10-01,1.8,24.9,32.6,91.0,99.9,0.0,6.0
106,Jagtial,Jagityal_Rural,2019-10-01,26.3,22.8,33.2,77.2,99.9,0.0,5.6
107,Jagtial,Jagtial,2019-10-01,0.0,22.8,31.8,70.2,98.6,0.0,1.2
108,Jagtial,Medipalle,2019-10-01,13.3,22.3333333333333,32.3666666666667,77.2333333333333,99.8333333333333,0.0,5.9
109,Jagtial,Koratla,2019-10-01,12.8,22.45,32.4,82.75,99.15,0.0,10.0
110,Jagtial,Metpalle,2019-10-01,1.2,22.6,32.45,81.45,100.0,0.0,3.2
111,Jagtial,Kathlapur,2019-10-01,35.5,22.8,30.8,75.5,98.6,0.0,1.2
112,Jagtial,Kodimial,2019-10-01,0.9,22.1,31.5,79.35,100.0,0.0,5.3
113,Jagtial,Malial,2019-10-01,0.4,22.25,31.85,76.95,99.65,0.0,2.8
114,Jagtial,Pegadapalle,2019-10-01,0.5,23.1,31.9,68.2,93.7,0.0,7.5
115,Jagtial,Gollapalle,2019-10-01,1.9,23.2,31.5,74.2,99.9,0.0,6.0
116,Jagtial,Velgatoor,2019-10-01,0.0,22.6666666666667,32.1666666666667,82.6333333333333,98.8,0.0,1.0
117,Peddapalli,Dharmaram,2019-10-01,0.3,22.9,32.3,82.6,97.2,0.0,2.4
118,Peddapalli,Palakurthy,2019-10-01,0.0,23.15,32.25,72.95,96.6,0.0,3.9
119,Peddapalli,Antargoan,2019-10-01,0.0,23.5,32.5,65.8,87.0,0.0,1.3
120,Peddapalli,Ramagundam,2019-10-01,0.0,23.3,32.55,72.7,98.65,0.0,3.0
121,Peddapalli,Ramagiri,2019-10-01,0.5,24.5,35.2,72.3,99.9,0.0,1.0
122,Peddapalli,Kamanpur,2019-10-01,0.0,23.3,31.2,75.2,98.0,0.0,1.0
123,Peddapalli,Peddapalle,2019-10-01,0.3,23.1,32.4,70.5,97.6,0.0,7.7
124,Peddapalli,Julapalle,2019-10-01,0.0,25.1,32.5,97.8,99.9,0.0,13.1
125,Peddapalli,Elgaid,2019-10-01,0.0,22.7,32.2,92.2,100.0,0.0,1.9
126,Peddapalli,Sultanabad,2019-10-01,0.8,23.05,31.15,73.65,97.15,0.0,10.8
127,Peddapalli,Odela,2019-10-01,0.9,23.0,31.5,78.7,100.0,0.0,1.6
128,Peddapalli,Srirampur,2019-10-01,1.1,23.05,31.6,75.15,96.6,0.0,7.9
129,Peddapalli,Mutharam_Manthani,2019-10-01,0.5,23.0,31.9,73.6,96.5,0.0,2.7
130,Peddapalli,Manthani,2019-10-01,0.8,23.6,33.1,66.55,92.75,0.1,10.3
131,Jayashankar-Bhupalpally,Mahadevpur,2019-10-01,0.0,24.5,31.4333333333333,78.7,99.9,0.0,7.7
132,Jayashankar-Bhupalpally,Palmela,2019-10-01,0.0,24.9,32.6,73.0,99.9,0.0,7.9
133,Jayashankar-Bhupalpally,Mutharam_Mahadevpur,2019-10-01,0.7,24.9,31.3,78.0,99.9,0.0,11.8
134,Jayashankar-Bhupalpally,Kataram,2019-10-01,1.3,23.5,31.3,75.8,100.0,0.0,3.8
135,Jayashankar-Bhupalpally,Malharrao,2019-10-01,1.3,23.0333333333333,31.2333333333333,68.6333333333333,100.0,0.0,5.9
136,Jayashankar-Bhupalpally,Chityal,2019-10-01,7.5,24.4,35.2,77.6,99.9,0.0,0.2
137,Jayashankar-Bhupalpally,Tekumatla,2019-10-01,2.0,24.2,32.8,74.7,99.0,0.0,0.2
138,Jayashankar-Bhupalpally,Mogullapalle,2019-10-01,3.6,24.4,33.2,67.6,100.0,0.0,0.2
139,Jayashankar-Bhupalpally,Regonda,2019-10-01,3.2,23.05,32.2,71.3,99.9,0.1,5.4
140,Jayashankar-Bhupalpally,Ghanapur_Mulug,2019-10-01,0.8,24.9,35.2,80.1,99.9,0.0,6.1
141,Jayashankar-Bhupalpally,Bhupalpalle,2019-10-01,0.7,24.9,33.1,77.4,100.0,0.0,6.1
142,Bhadradri-Kothagudem,Karakagudem,2019-10-01,0.0,25.2,33.6,64.8,96.2,0.0,2.2
143,Bhadradri-Kothagudem,Pinapaka,2019-10-01,0.0,25.3,35.2,63.5,93.2,0.0,11.2
144,Bhadradri-Kothagudem,Cherla,2019-10-01,13.1,25.1,33.2,67.0,90.3,0.0,11.2
145,Bhadradri-Kothagudem,Dummugudem,2019-10-01,17.7,24.3,35.2,66.7,99.9,0.0,0.3
146,Bhadradri-Kothagudem,Aswapuram,2019-10-01,0.0,23.6,32.9,62.5,90.4,0.0,8.0
147,Bhadradri-Kothagudem,Manuguru,2019-10-01,5.0,24.3,35.4,66.7,99.9,0.0,8.0
148,Bhadradri-Kothagudem,Allapalli,2019-10-01,0.5,24.9,35.7,66.9,99.9,0.0,9.7
149,Bhadradri-Kothagudem,Gundala,2019-10-01,0.0,25.1,34.9,56.5,98.1,0.0,4.1
150,Bhadradri-Kothagudem,Yellandu,2019-10-01,7.7,24.9,33.1,63.4,77.9,0.0,1.0
151,Bhadradri-Kothagudem,Tekulapalle,2019-10-01,0.9,25.0,33.8,62.2,75.3,0.0,7.5
152,Bhadradri-Kothagudem,Julurpad,2019-10-01,6.5,24.9,35.2,70.9,99.9,0.0,0.1
153,Bhadradri-Kothagudem,Chandrugonda,2019-10-01,5.1,24.7,33.6,85.7,99.9,0.0,17.8
154,Bhadradri-Kothagudem,Annapureddipalle,2019-10-01,1.0,22.4,33.3,86.5,99.9,0.0,17.8
155,Bhadradri-Kothagudem,Chunchupally,2019-10-01,20.3,23.9,33.6,88.8,100.0,0.0,4.2
156,Bhadradri-Kothagudem,Sujathanagar,2019-10-01,63.8,24.2,32.6,77.5,100.0,0.0,23.1
157,Bhadradri-Kothagudem,Kothagudem,2019-10-01,36.9,24.2,33.1,83.2,100.0,,
158,Bhadradri-Kothagudem,Laxmidevipalli,2019-10-01,18.3,24.2,33.1,83.2,100.0,0.0,4.2
159,Bhadradri-Kothagudem,Palawancha,2019-10-01,7.3,24.0,33.25,71.95,98.25,0.0,1.4
160,Bhadradri-Kothagudem,Burgampadu,2019-10-01,12.8,24.8,34.0,64.5,99.9,0.0,4.6
161,Bhadradri-Kothagudem,Bhadrachalam,2019-10-01,9.3,23.8,35.25,64.5,99.1,0.0,4.6
162,Bhadradri-Kothagudem,Mulakalapalle,2019-10-01,12.1,24.5,33.8,64.5,99.3,0.0,0.9
163,Bhadradri-Kothagudem,Dammapeta,2019-10-01,0.2,23.52,32.96,63.62,99.84,0.0,5.1
164,Bhadradri-Kothagudem,Aswaraopeta,2019-10-01,0.0,23.4,33.5,58.0,100.0,0.0,2.9
165,Mahabubabad,Kothaguda,2019-10-01,4.0,22.4,29.7,76.9,99.9,0.0,3.6
166,Mahabubabad,Ganagavaram,2019-10-01,3.3,22.5,29.5,76.6,99.2,0.0,7.5
167,Mahabubabad,Bayyaram,2019-10-01,5.3,24.6,33.5,63.7,99.9,0.0,4.7
168,Mahabubabad,Garla,2019-10-01,22.5,25.9,33.8,80.8,98.5,0.0,10.7
169,Mahabubabad,Dornakal,2019-10-01,2.5,25.85,33.8,76.75,98.45,0.0,12.2
170,Mahabubabad,Kuravi,2019-10-01,8.4,24.3,33.25,62.35,96.3,0.0,7.9
171,Mahabubabad,Mahabubabad,2019-10-01,32.1,23.5666666666667,31.5,78.9666666666667,98.7666666666667,0.0,11.6
172,Mahabubabad,Gudur,2019-10-01,22.7,22.5,27.2,88.7,98.4,0.0,1.5
173,Mahabubabad,Kesamudram,2019-10-01,9.7,24.65,30.4,74.35,99.9,0.0,7.1
174,Mahabubabad,Nellikudur,2019-10-01,0.5,24.6,31.1,68.05,97.6,0.0,12.7
175,Mahabubabad,Narsimhulapet,2019-10-01,0.2,24.85,33.65,64.15,99.2,0.0,9.6
176,Mahabubabad,Chinnagudur,2019-10-01,0.5,24.4,32.1,66.4,99.9,0.0,5.7
177,Mahabubabad,Maripeda,2019-10-01,0.0,24.9,32.3,83.0,100.0,0.0,9.4
178,Mahabubabad,Danthalapalle,2019-10-01,0.0,24.8,32.2,72.9,100.0,0.0,9.6
179,Mahabubabad,Thorrur,2019-10-01,13.7,24.1,32.8,64.3,96.4,0.0,5.1
180,Mahabubabad,Peddavangara,2019-10-01,0.0,25.6,30.5,97.0,100.0,0.0,6.5
181,Warangal Rural,Parkal,2019-10-01,3.0,23.1,31.6,78.9,100.0,0.0,5.1
182,Warangal Rural,Shayampet,2019-10-01,0.7,23.1,32.6,77.5,100.0,0.0,15.6
183,Warangal Rural,Damera,2019-10-01,0.4,23.3,31.9,74.4,99.85,0.0,2.8
184,Warangal Rural,Geesugonda,2019-10-01,0.0,24.7,31.45,71.4,95.3,0.0,4.7
185,Warangal Rural,Atmakur,2019-10-01,0.8,23.2,33.1,78.1,99.9,0.0,15.6
186,Warangal Rural,Duggondi,2019-10-01,0.4,22.5,32.7,74.0,99.9,0.0,6.7
187,Warangal Rural,Nallabelly,2019-10-01,0.2,22.5,31.95,88.05,100.0,0.0,5.3
188,Warangal Rural,Narsampet,2019-10-01,2.5,22.5,32.4,87.0,99.9,0.0,12.4
189,Warangal Rural,Khanapur,2019-10-01,4.4,22.4,29.6,82.9,97.1,0.0,1.7
190,Warangal Rural,Chennaraopeta,2019-10-01,0.5,22.5,28.1,84.0,98.8,0.0,1.8
191,Warangal Rural,Sangem,2019-10-01,0.0,24.1,31.5,87.2,99.95,0.0,8.9
192,Warangal Rural,Wardhannapet,2019-10-01,0.0,24.9,30.1,84.0,99.9,0.0,6.6
193,Warangal Rural,Raiparthy,2019-10-01,0.0,24.6,30.5,73.3,86.1,0.0,6.6
194,Warangal Rural,Parvathagiri,2019-10-01,40.5,24.05,29.45,83.4,99.35,0.0,21.6
195,Warangal Rural,Nekkonda,2019-10-01,1.8,23.9,29.0,83.1,93.6,0.0,6.1
196,Warangal Rural,Nadikuda,2019-10-01,1.5,23.4,32.9,71.0,98.3,0.0,0.5
197,Warangal Urban,Bheemadevarapalle,2019-10-01,0.3,24.1,33.3,77.2,99.3,0.0,5.1
198,Warangal Urban,Velair,2019-10-01,0.0,23.0,29.0,98.0,100.0,0.0,6.5
199,Warangal Urban,Elkathurthi,2019-10-01,0.4,24.9,32.5,77.0,97.6,0.0,14.0
200,Warangal Urban,Kamalapur,2019-10-01,2.2,23.25,32.45,79.4,100.0,0.0,8.8
201,Warangal Urban,Hasanparthy,2019-10-01,1.3,23.35,30.9,76.25,96.45,0.0,7.3
202,Warangal Urban,Dharmasagar,2019-10-01,0.0,24.7,32.35,83.15,98.15,0.0,5.8
203,Warangal Urban,Khazipet,2019-10-01,0.0,24.0,33.5,75.0,97.6,0.0,4.3
204,Warangal Urban,Hanamkonda,2019-10-01,0.0,24.9,34.9,77.1,99.9,0.0,3.9
205,Warangal Urban,Warangal,2019-10-01,0.0,24.9,33.0,77.1,99.9,0.0,3.9
206,Warangal Urban,Khilla_Warangal,2019-10-01,0.0,24.6,33.0,77.1,98.4,0.0,5.9
207,Warangal Urban,Inole,2019-10-01,0.0,23.65,29.2,77.3,99.1,0.0,1.8
208,Karimnagar,Gangadhara,2019-10-01,3.5,22.5,31.5,84.45,100.0,0.0,15.1
209,Karimnagar,Ramadugu,2019-10-01,0.4,22.4,33.5,85.7,100.0,0.0,3.4
210,Karimnagar,Choppadandi,2019-10-01,0.0,22.7,31.65,86.6,100.0,0.0,9.5
211,Karimnagar,Karimnagar_Rural,2019-10-01,0.8,22.7,30.45,74.0,99.4,0.0,6.3
212,Karimnagar,Kothapalle,2019-10-01,0.0,22.9,31.2,73.6,97.7,0.0,5.7
213,Karimnagar,Gannervaram,2019-10-01,0.0,22.8,32.6,67.7,98.6,0.0,5.7
214,Karimnagar,Karimnagar,2019-10-01,0.7,22.5,32.7,69.8,99.8,0.0,5.8
215,Karimnagar,Manakondur,2019-10-01,0.7,23.025,31.75,80.875,99.075,0.0,12.6
216,Karimnagar,Thimmapur,2019-10-01,0.5,23.8,32.15,93.05,100.0,0.0,7.5
217,Karimnagar,Chigurumamidi,2019-10-01,0.2,22.65,34.25,80.55,100.0,0.0,3.8
218,Karimnagar,V_Saidapur,2019-10-01,1.3,23.4,32.1,81.0,97.3,0.0,11.6
219,Karimnagar,Shankarapatnam,2019-10-01,0.8,22.8,34.1,85.0,99.95,0.0,11.6
220,Karimnagar,Veenavanka,2019-10-01,1.4,23.1,32.1,74.7,96.2,0.0,10.6
221,Karimnagar,Huzurabad,2019-10-01,0.9,23.0,29.7,78.1,92.1,0.0,8.9
222,Karimnagar,Jammikunta,2019-10-01,1.8,23.3666666666667,31.5666666666667,72.8333333333333,99.6,0.1,7.5
223,Karimnagar,Ellandakunta,2019-10-01,3.0,23.2,32.6,79.2,100.0,0.0,8.5
224,Rajanna-Siricilla,Rudrangi,2019-10-01,1.0,21.7,33.1,72.45,100.0,0.0,8.1
225,Rajanna-Siricilla,Chandurthi,2019-10-01,30.9,22.1,31.2,87.8,100.0,0.0,6.4
226,Rajanna-Siricilla,Vemulawada_Rural,2019-10-01,27.4,22.3,32.9,83.45,100.0,0.0,6.0
227,Rajanna-Siricilla,Boinpalle,2019-10-01,12.6,22.4,32.8,86.9,100.0,0.0,10.1
228,Rajanna-Siricilla,Vemulawada,2019-10-01,0.9,22.4,33.1,87.4,100.0,0.0,7.4
229,Rajanna-Siricilla,Sirsilla,2019-10-01,1.3,23.25,32.75,77.85,98.9,0.0,1.4
230,Rajanna-Siricilla,Konaraopeta,2019-10-01,32.2,22.65,31.95,73.1,99.55,0.0,9.9
231,Rajanna-Siricilla,Veernapalle,2019-10-01,5.5,22.3,32.4,73.0,95.2,0.0,16.7
232,Rajanna-Siricilla,Yellareddypeta,2019-10-01,3.6,23.1,34.8,70.2,100.0,0.0,7.1
233,Rajanna-Siricilla,Gambhiraopeta,2019-10-01,4.6,22.8,33.6,76.9,100.0,0.0,16.7
234,Rajanna-Siricilla,Mustabad,2019-10-01,0.0,23.65,33.1,67.45,95.0,0.0,7.1
235,Rajanna-Siricilla,Thangallapalle,2019-10-01,0.0,22.6,33.7,60.9,97.2,0.0,7.4
236,Rajanna-Siricilla,Ellanthakunta,2019-10-01,4.5,22.7333333333333,31.2666666666667,68.9666666666667,97.3666666666667,0.0,5.7
237,Kamareddy,Madnur,2019-10-01,0.9,22.725,29.75,78.475,100.0,0.0,9.4
238,Kamareddy,Jukkal,2019-10-01,7.9,22.8,29.7,86.1,100.0,0.0,9.7
239,Kamareddy,Pedda Kodapgal,2019-10-01,33.8,22.6,30.9,58.8,92.1,0.0,9.5
240,Kamareddy,Bichkunda,2019-10-01,14.0,23.25,31.6,71.35,99.2,0.0,0.6
241,Kamareddy,Birkoor,2019-10-01,10.9,22.5,31.8,70.0,99.9,0.0,15.3
242,Kamareddy,Nasurullabad,2019-10-01,1.5,22.5,31.8,70.0,99.9,0.0,0.1
243,Kamareddy,Banswada,2019-10-01,22.0,23.3,31.8,70.0,99.9,0.0,15.3
244,Kamareddy,Pitlam,2019-10-01,0.9,22.2,30.5,72.9,97.1,0.0,10.1
245,Kamareddy,Nizamsagar,2019-10-01,0.3,22.35,32.8,62.7,95.6,0.0,8.0
246,Kamareddy,Naga_Reddipet,2019-10-01,2.0,22.4,31.2,75.8,93.7,0.0,7.4
247,Kamareddy,Yellareddy,2019-10-01,3.2,23.0,31.9,80.8,96.8,0.0,6.6
248,Kamareddy,Lingampet,2019-10-01,0.0,22.9,32.4,62.7,98.6,0.0,4.3
249,Kamareddy,Gandhari,2019-10-01,0.0,22.4666666666667,30.5333333333333,75.8,98.8,0.0,8.7
250,Kamareddy,Sadasivanagar,2019-10-01,0.0,22.6,30.7,59.2,85.1,0.0,9.8
251,Kamareddy,Tadwai,2019-10-01,0.0,22.1,30.6,63.7,85.1,0.0,9.8
252,Kamareddy,Rajampet,2019-10-01,9.0,21.6,30.6,89.6,100.0,0.0,9.8
253,Kamareddy,Bhiknur,2019-10-01,0.0,22.1,33.6,59.2,98.4,0.0,7.2
254,Kamareddy,Kamareddy,2019-10-01,11.4,22.0,31.9,70.1,97.9,0.0,6.3
255,Kamareddy,Ramareddy,2019-10-01,0.0,22.8,30.7,67.2,99.9,0.0,3.0
256,Kamareddy,Machareddy,2019-10-01,1.7,22.45,31.95,69.55,100.0,0.0,9.9
257,Kamareddy,Domakonda,2019-10-01,0.0,22.4,32.6,59.8,95.8,0.0,1.3
258,Kamareddy,Bibipet,2019-10-01,0.0,21.9,36.4,57.6,99.9,0.0,2.9
259,Sangareddy,Kangti,2019-10-01,1.1,22.9,30.1,60.2,99.9,0.0,19.4
260,Sangareddy,Sirgapoor,2019-10-01,0.0,22.6,32.8,61.9,99.5,0.0,0.6
261,Sangareddy,Kalher,2019-10-01,0.0,22.4,31.5,60.9,88.8,0.0,10.1
262,Sangareddy,Narayankhed,2019-10-01,4.3,21.6,34.6,62.8,95.1,0.0,7.1
