,District,Mandal,Date,Rainfall (mm),temp_min (⁰C),temp_max (⁰C),humidity_min (%),Humidity_max (%),wind_speed_min (Kmph),wind_speed_max (Kmph)
30940,Siddipet,Nanganur,2019-11-22,0.0,19.3,32.0,62.6,99.9,0.0,5.4
30941,Siddipet,Siddipet_Urban,2019-11-22,0.0,18.5,29.1,62.8,96.6,0.0,0.8
30942,Siddipet,Thoguta,2019-11-22,0.0,17.6,30.5,53.5,100.0,0.0,8.3
30943,Siddipet,Mirdoddi,2019-11-22,0.0,19.2,32.0,54.5,100.0,0.0,3.3
30944,Siddipet,Doultabad,2019-11-22,0.0,17.7,29.6,55.4,93.3,0.0,12.2
30945,Siddipet,Rayapole,2019-11-22,0.0,18.0,28.9,47.5,99.4,0.0,8.0
30946,Siddipet,Wargal,2019-11-22,0.0,19.8,30.1,55.5,98.5,0.0,4.9
30947,Siddipet,Mulug,2019-11-22,0.0,18.9,28.9,57.3,98.8,0.0,2.6
30948,Siddipet,Markook,2019-11-22,0.0,17.2,27.7,42.8,97.7,0.0,10.4
30949,Siddipet,Jagadevpur,2019-11-22,0.0,17.1,30.0,55.1,96.9,0.0,5.3
30950,Siddipet,Gajwel,2019-11-22,0.0,18.2,30.5,48.4,98.8,0.0,9.6
30951,Siddipet,Kondapak,2019-11-22,0.0,17.0,28.9,55.6,98.7,0.0,6.0
30952,Siddipet,Komaravelly,2019-11-22,0.0,17.9,27.8,54.4,96.7,0.0,7.8
30953,Siddipet,Cheriyal,2019-11-22,0.0,19.2,30.7,55.2,99.2,0.0,6.4
30954,Siddipet,Maddur,2019-11-22,0.0,17.1,29.7,54.6,99.5,0.0,1.2
30955,Siddipet,Narayanraopet,2019-11-22,0.0,17.4,29.6,53.6,97.1,0.0,1.5
30956,Jangaon,Tharigoppula,2019-11-22,0.0,18.6,29.9,49.0,98.4,0.0,0.6
30957,Jangaon,Chilpur,2019-11-22,0.0,17.7,30.7,50.7,100.0,0.0,5.3
30958,Jangaon,Zaffergadh,2019-11-22,0.0,19.5,31.2,48.6,95.5,0.0,4.5
30959,Jangaon,Ganpur_Stn,2019-11-22,0.0,18.2,30.2,49.1,98.9,0.0,2.8
30960,Jangaon,Raghunathpalle,2019-11-22,0.0,18.9,29.9,51.2,99.0,0.0,6.9
30961,Jangaon,Narmetta,2019-11-22,0.0,18.8,28.9,55.1,83.0,0.0,0.1
30962,Jangaon,Bachannapeta,2019-11-22,0.0,20.1,30.5,56.4,99.9,0.0,10.2
30963,Jangaon,Jangaon,2019-11-22,0.0,19.9,30.4,55.1,98.5,0.0,1.8
30964,Jangaon,Lingalaghanpur,2019-11-22,0.0,19.8,30.1,55.0,99.9,0.0,1.3
30965,Jangaon,Devaruppala,2019-11-22,0.0,19.2,30.9,51.0,87.5,0.0,0.9
30966,Jangaon,Palakurthi,2019-11-22,0.0,19.6,32.0,53.8,97.7,0.0,10.8
30967,Jangaon,Kodakandla,2019-11-22,0.0,20.1,33.1,47.2,99.9,0.0,5.8
30968,Yadadri-Bhongir,Turkapalle_M,2019-11-22,0.0,19.9,30.1,58.7,96.2,0.0,12.1
30969,Yadadri-Bhongir,Rajapet,2019-11-22,0.0,18.6,29.6,46.0,92.3,0.0,3.7
30970,Yadadri-Bhongir,Alair,2019-11-22,0.0,19.1,30.5,56.0,96.8,0.0,9.0
30971,Yadadri-Bhongir,Mootakondur,2019-11-22,0.0,19.6,29.3,55.7,95.1,0.0,2.0
30972,Yadadri-Bhongir,Yadagirigutta,2019-11-22,0.0,19.6,31.4,49.3,90.3,0.0,3.7
30973,Yadadri-Bhongir,Bhongiri,2019-11-22,0.0,18.9,31.5,54.7,96.6,0.0,5.4
30974,Yadadri-Bhongir,Bommalaramaram,2019-11-22,0.0,19.3,30.9,54.9,94.6,0.0,8.8
30975,Yadadri-Bhongir,Bibinagar,2019-11-22,0.0,19.4,30.0,59.4,93.7,0.0,2.3
30976,Yadadri-Bhongir,Pochampalle,2019-11-22,0.0,18.4,30.1,58.6,96.8,0.0,6.5
30977,Yadadri-Bhongir,Choutuppal,2019-11-22,0.0,18.3,32.0,58.4,99.5,0.0,5.2
30978,Yadadri-Bhongir,Narayanapur,2019-11-22,0.0,19.8,32.0,54.6,96.5,0.0,11.9
30979,Yadadri-Bhongir,Ramannapeta,2019-11-22,0.0,19.4,29.6,57.1,98.7,0.0,5.0
30980,Yadadri-Bhongir,Valigonda,2019-11-22,0.0,19.0,32.1,50.3,99.6,0.0,7.9
30981,Yadadri-Bhongir,Atmakur_M,2019-11-22,0.0,20.1,30.4,51.6,96.4,0.0,5.0
30982,Yadadri-Bhongir,Mothkur,2019-11-22,0.0,19.3,31.8,49.0,96.0,0.0,5.2
30983,Yadadri-Bhongir,Addagudur,2019-11-22,0.0,21.8,32.6,58.1,96.0,0.0,6.3
30984,Yadadri-Bhongir,Gundala,2019-11-22,0.0,19.5,30.6,54.8,98.2,0.0,1.5
30985,Medchal-Malkajgiri,Medchel,2019-11-22,0.0,17.9,29.6,53.9,97.2,0.0,8.0
30986,Medchal-Malkajgiri,Dundigal_Gandimaisamma,2019-11-22,0.0,18.4,29.4,52.4,97.1,0.0,5.9
30987,Medchal-Malkajgiri,Bachpalle,2019-11-22,0.0,18.9,28.9,59.9,100.0,0.0,1.8
30988,Medchal-Malkajgiri,Quthbullapur,2019-11-22,0.0,19.4,29.1,53.5,88.2,0.4,8.6
30989,Medchal-Malkajgiri,Kukatpally,2019-11-22,0.0,20.3,28.9,52.1,89.0,0.0,6.9
30990,Medchal-Malkajgiri,Balanagar,2019-11-22,0.0,21.1,28.9,51.6,86.2,0.0,5.0
30991,Medchal-Malkajgiri,Alwal,2019-11-22,0.0,19.6,29.2,53.8,95.0,0.0,5.5
30992,Medchal-Malkajgiri,Malkajgiri,2019-11-22,0.0,20.6,28.9,52.8,90.5,0.3,2.4
30993,Medchal-Malkajgiri,Uppal,2019-11-22,0.0,20.3,29.5,52.6,89.4,0.3,3.9
30994,Medchal-Malkajgiri,Medipally,2019-11-22,0.0,20.0,29.2,52.8,90.2,0.0,14.0
30995,Medchal-Malkajgiri,Kapra,2019-11-22,0.0,19.6,29.5,52.4,88.5,0.3,6.8
30996,Medchal-Malkajgiri,Shamirpet,2019-11-22,0.0,17.5,28.3,56.3,92.9,0.0,5.3
30997,Medchal-Malkajgiri,Keesara,2019-11-22,0.0,19.7,29.1,52.4,87.5,0.0,2.1
30998,Medchal-Malkajgiri,Ghatkesar,2019-11-22,0.0,18.5,30.1,52.6,98.3,0.0,6.6
30999,Medchal-Malkajgiri,Muduchinthalapally,2019-11-22,0.0,17.0,29.8,57.0,100.0,0.0,2.7
31000,Hyderabad,Shaikpet,2019-11-22,0.0,20.7,29.0,54.0,88.3,0.3,9.1
31001,Hyderabad,Ameerpet,2019-11-22,0.0,21.1,33.1,43.7,82.5,0.0,1.6
31002,Hyderabad,Secunderabad,2019-11-22,0.0,21.1,29.9,55.0,90.6,0.6,4.1
31003,Hyderabad,Tirumalgiri,2019-11-22,0.0,20.5,30.2,54.6,92.1,0.0,6.0
31004,Hyderabad,Maredpally,2019-11-22,0.0,21.2,29.7,55.1,90.4,0.2,8.4
31005,Hyderabad,Musheerabad,2019-11-22,0.0,20.4,29.5,54.2,86.5,0.3,3.2
31006,Hyderabad,Amberpet,2019-11-22,0.0,20.9,29.4,53.0,87.0,0.8,34.1
31007,Hyderabad,Himayatnagar,2019-11-22,0.0,20.8,28.6,67.2,91.8,0.2,4.7
31008,Hyderabad,Nampally,2019-11-22,0.0,21.4,29.7,52.3,85.1,0.1,8.5
31009,Hyderabad,Khairatabad,2019-11-22,0.0,20.9,29.2,52.2,85.1,0.9,8.4
31010,Hyderabad,Asifnagar,2019-11-22,0.0,21.5,29.4,51.7,86.1,0.3,6.6
31011,Hyderabad,Golkonda,2019-11-22,0.0,20.1,28.7,55.3,89.8,0.0,15.1
31012,Hyderabad,Bahadurpura,2019-11-22,0.0,21.3,29.7,50.2,85.4,0.8,4.8
31013,Hyderabad,Bandlaguda,2019-11-22,0.0,20.0,29.2,52.1,87.5,0.0,11.1
31014,Hyderabad,Charminar,2019-11-22,0.0,21.6,29.4,51.6,84.9,0.2,5.8
31015,Hyderabad,Saidabad,2019-11-22,0.0,21.3,29.9,51.7,86.9,0.2,2.3
31016,Rangareddy,Shankarpalle,2019-11-22,0.0,17.1,29.5,49.9,92.1,0.0,7.1
31017,Rangareddy,Serilingampally,2019-11-22,0.0,19.8,28.9,52.5,88.6,0.1,9.1
31018,Rangareddy,Gandipet,2019-11-22,0.0,21.3,29.3,52.5,84.7,0.2,1.7
31019,Rangareddy,Rajendranagar,2019-11-22,0.0,19.7,29.2,53.3,89.6,0.2,10.8
31020,Rangareddy,Balapur,2019-11-22,0.0,18.9,31.2,54.0,99.2,0.1,3.1
31021,Rangareddy,Saroornagar,2019-11-22,0.0,20.6,29.4,52.2,88.0,0.6,9.1
31022,Rangareddy,Hayathnagar,2019-11-22,0.0,19.8,29.4,54.2,93.1,0.2,8.2
31023,Rangareddy,Abdullapurmet,2019-11-22,0.0,18.4,29.1,55.5,95.0,0.0,4.5
31024,Rangareddy,Ibrahimpatnam,2019-11-22,0.0,15.7,29.2,55.6,98.9,0.0,6.7
31025,Rangareddy,Manchal,2019-11-22,0.0,18.2,30.1,55.9,91.5,0.0,10.6
31026,Rangareddy,Yacharam,2019-11-22,0.0,18.0,28.0,51.8,92.8,0.0,11.9
31027,Rangareddy,Madgul,2019-11-22,0.0,17.5,30.8,55.8,98.4,0.5,9.2
31028,Rangareddy,Amangal,2019-11-22,0.0,16.9,29.1,50.9,97.9,0.0,10.8
31029,Rangareddy,Talakondapalle,2019-11-22,0.0,16.9,30.0,46.5,100.0,0.0,8.6
31030,Rangareddy,Keshampeta,2019-11-22,0.0,16.3,29.2,49.1,94.8,0.0,10.6
31031,Rangareddy,Kadthal,2019-11-22,0.0,17.4,28.4,52.6,98.5,0.0,10.0
31032,Rangareddy,Kandukur,2019-11-22,0.0,15.6,28.2,51.6,89.5,0.0,11.4
31033,Rangareddy,Maheshwaram,2019-11-22,0.0,18.0,28.6,55.6,91.6,0.0,13.3
31034,Rangareddy,Shamshabad,2019-11-22,0.0,17.8,30.4,54.9,94.8,0.0,11.9
31035,Rangareddy,Moinabad,2019-11-22,0.0,17.7,29.4,53.7,97.8,0.0,7.6
31036,Rangareddy,Chevella,2019-11-22,0.0,18.6,30.3,56.0,97.9,0.0,16.4
31037,Rangareddy,Shabad,2019-11-22,0.0,14.7,29.4,51.4,97.4,0.0,8.8
31038,Rangareddy,Kothur,2019-11-22,0.0,16.7,30.1,54.6,99.9,0.0,13.4
31039,Rangareddy,Nandigam,2019-11-22,0.0,16.7,30.3,57.1,99.9,0.0,10.4
31040,Rangareddy,Farooqnagar,2019-11-22,0.0,17.7,30.4,47.8,100.0,0.0,16.6
31041,Rangareddy,Kondurg,2019-11-22,0.0,18.8,29.5,55.7,96.5,0.0,1.8
31042,Rangareddy,Chowdergudem,2019-11-22,0.0,15.6,32.8,41.0,91.9,0.0,3.3
31043,Vikarabad,Marpalle,2019-11-22,0.0,17.1,33.3,49.1,99.9,0.0,6.3
31044,Vikarabad,Mominpet,2019-11-22,0.0,14.0,29.4,53.6,98.3,0.0,7.1
31045,Vikarabad,Nawabpet,2019-11-22,0.0,14.8,28.9,52.3,95.7,0.0,12.7
31046,Vikarabad,Vikarabad,2019-11-22,0.0,16.3,29.2,53.3,96.8,3.9,15.3
31047,Vikarabad,Pudur,2019-11-22,0.0,16.4,28.3,57.8,98.6,0.0,8.6
31048,Vikarabad,Pargi,2019-11-22,0.0,16.5,28.7,61.3,99.6,0.0,14.6
31049,Vikarabad,Kulkacharla,2019-11-22,0.0,16.5,30.4,49.3,92.8,0.0,10.1
31050,Vikarabad,Doma,2019-11-22,0.0,15.4,31.2,47.8,98.2,0.0,9.8
31051,Vikarabad,Bomraspeta,2019-11-22,0.0,17.8,30.7,50.8,98.9,0.0,1.4
31052,Vikarabad,Dharur,2019-11-22,0.0,15.2,30.1,52.9,96.1,0.0,9.1
31053,Vikarabad,Kotepally,2019-11-22,0.0,14.5,28.9,53.8,100.0,0.0,7.7
31054,Vikarabad,Bantwaram,2019-11-22,0.0,16.7,29.7,49.4,96.2,0.0,3.0
31055,Vikarabad,Peddemul,2019-11-22,0.0,15.4,29.5,53.8,100.0,0.0,8.4
31056,Vikarabad,Tandur,2019-11-22,0.0,15.8,31.3,46.2,99.9,-1.0,-1.0
31057,Vikarabad,Basheerabad,2019-11-22,0.0,15.3,31.1,44.0,97.4,0.0,9.5
31058,Vikarabad,Yelal,2019-11-22,0.0,15.4,32.1,43.9,95.4,-1.0,-1.0
31059,Vikarabad,Kodangal,2019-11-22,0.0,17.0,30.6,51.6,99.5,0.0,1.4
31060,Vikarabad,Doulatabad,2019-11-22,0.0,15.5,29.9,48.4,100.0,0.0,6.8
31061,Mahabubnagar,Chinna_Chintha_Kunta,2019-11-22,0.0,19.0,31.3,46.2,85.5,0.0,14.1
31062,Mahabubnagar,Koilkonda,2019-11-22,0.0,17.2,29.6,49.5,99.9,0.0,9.1
31063,Mahabubnagar,Gandeed,2019-11-22,0.0,16.5,30.7,51.6,98.1,0.0,9.6
31064,Mahabubnagar,Hanwada,2019-11-22,0.0,17.6,29.8,51.3,99.6,0.0,8.5
31065,Mahabubnagar,Mahabubnagar_Rural,2019-11-22,0.0,17.3,30.8,49.8,87.8,0.0,9.0
31066,Mahabubnagar,Devarkadara,2019-11-22,0.0,17.2,30.7,49.1,88.0,0.0,6.5
31067,Mahabubnagar,Addakal,2019-11-22,0.0,17.7,31.3,47.5,99.2,0.0,10.8
31068,Mahabubnagar,Musapet,2019-11-22,0.0,18.5,30.3,52.6,93.2,0.0,3.0
31069,Mahabubnagar,Bhoothpur,2019-11-22,0.0,18.1,30.1,52.2,90.4,0.0,6.6
31070,Mahabubnagar,Mahabubnagar_Urban,2019-11-22,0.0,18.7,29.7,50.2,90.7,0.0,8.5
31071,Mahabubnagar,Nawabpet,2019-11-22,0.0,15.7,32.8,41.0,99.9,0.0,15.4
31072,Mahabubnagar,Balanagar,2019-11-22,0.0,15.8,30.7,45.8,99.1,0.0,10.4
31073,Mahabubnagar,Rajapur,2019-11-22,0.0,14.8,28.7,47.9,94.6,0.0,10.8
31074,Mahabubnagar,Jadcherla,2019-11-22,0.0,17.5,29.2,51.0,91.5,0.0,12.3
31075,Mahabubnagar,Midjil,2019-11-22,0.0,17.5,29.3,49.0,96.1,0.0,11.6
31076,Jogulamba-Gadwal,Kaloor_Timmanadoddi,2019-11-22,0.0,18.5,29.5,53.0,94.0,0.2,0.6
31077,Jogulamba-Gadwal,Dharur,2019-11-22,0.0,18.6,30.5,57.7,97.9,0.0,13.9
31078,Jogulamba-Gadwal,Gadwal,2019-11-22,0.0,18.1,31.9,50.1,94.9,0.0,1.2
31079,Jogulamba-Gadwal,Itikyal,2019-11-22,0.0,21.5,33.3,57.6,99.9,0.0,10.9
31080,Jogulamba-Gadwal,Maldakal,2019-11-22,0.0,18.0,30.6,55.6,98.3,0.0,11.2
31081,Jogulamba-Gadwal,Ghattu,2019-11-22,0.0,19.6,29.8,48.7,90.6,0.1,8.6
31082,Jogulamba-Gadwal,Aiza,2019-11-22,0.0,18.1,29.8,60.0,93.7,0.0,13.0
31083,Jogulamba-Gadwal,Rajoli,2019-11-22,0.0,18.4,30.1,53.3,88.2,0.0,3.5
31084,Jogulamba-Gadwal,Waddepalle,2019-11-22,0.0,18.4,31.5,51.4,90.0,0.0,9.5
31085,Jogulamba-Gadwal,Manopad,2019-11-22,0.0,17.8,29.4,53.6,92.8,0.0,15.5
31086,Jogulamba-Gadwal,Undavelli,2019-11-22,0.0,20.2,31.5,58.6,98.3,0.0,17.2
31087,Jogulamba-Gadwal,Alampur,2019-11-22,0.0,21.8,30.4,49.0,88.0,0.2,0.2
31088,Wanaparthy,Amarchinta,2019-11-22,0.0,18.9,31.3,47.5,94.3,0.0,2.5
31089,Wanaparthy,Madanapur,2019-11-22,0.0,18.9,31.3,51.2,100.0,0.0,4.8
31090,Wanaparthy,Peddamandadi,2019-11-22,0.0,18.2,31.5,53.4,99.5,0.0,4.9
31091,Wanaparthy,Ghanpur,2019-11-22,0.0,18.7,30.1,60.6,100.0,0.0,10.2
31092,Wanaparthy,Gopalpeta,2019-11-22,0.0,18.6,30.1,58.8,99.9,0.0,11.4
31093,Wanaparthy,Revelly,2019-11-22,0.0,17.6,29.5,51.1,95.0,0.0,14.3
31094,Wanaparthy,Pangal,2019-11-22,0.0,18.7,30.6,52.2,97.4,0.0,8.7
31095,Wanaparthy,Wanaparthy,2019-11-22,0.0,17.7,32.9,42.4,99.1,0.0,1.6
31096,Wanaparthy,Kothakota,2019-11-22,0.0,19.6,32.6,49.2,100.0,0.0,4.8
31097,Wanaparthy,Atmakur,2019-11-22,0.0,19.6,31.5,56.5,100.0,0.0,4.6
31098,Wanaparthy,Pebbair,2019-11-22,0.0,21.0,32.4,47.1,99.9,0.0,4.1
31099,Wanaparthy,Srirangapur,2019-11-22,0.0,19.3,30.5,52.0,93.2,0.0,0.2
31100,Wanaparthy,Veepangandla,2019-11-22,0.0,20.0,32.6,53.1,95.8,0.0,7.3
31101,Wanaparthy,Chinnambavi,2019-11-22,0.0,20.0,31.3,52.5,95.8,0.0,12.9
31102,Nagarkurnool,Thimmajipeta,2019-11-22,0.0,17.1,28.8,54.9,95.7,0.0,12.3
31103,Nagarkurnool,Bijinapalle,2019-11-22,0.0,17.9,29.1,47.3,89.2,0.0,11.4
31104,Nagarkurnool,Nagar_Kurnool,2019-11-22,0.0,18.0,29.8,52.6,94.4,0.0,11.4
31105,Nagarkurnool,Tadoor,2019-11-22,0.0,16.6,29.0,50.9,96.0,0.0,6.1
31106,Nagarkurnool,Urkonda,2019-11-22,0.0,17.3,29.0,51.1,99.9,0.0,6.4
31107,Nagarkurnool,Veldanda,2019-11-22,0.0,19.9,29.6,58.1,95.7,0.0,9.6
31108,Nagarkurnool,Charakonda,2019-11-22,0.0,18.2,33.2,57.6,99.9,0.0,8.4
31109,Nagarkurnool,Vangoor,2019-11-22,0.0,18.4,32.9,48.4,99.9,0.0,12.8
31110,Nagarkurnool,Kalwakurthy,2019-11-22,0.0,17.3,29.3,50.0,95.8,0.0,9.2
31111,Nagarkurnool,Telkapalle,2019-11-22,0.0,17.7,29.8,50.8,95.3,3.3,18.8
31112,Nagarkurnool,Uppunuthala,2019-11-22,0.0,18.1,29.9,54.7,97.7,0.0,9.7
31113,Nagarkurnool,Achampet,2019-11-22,0.0,19.1,29.8,55.0,95.7,0.0,9.7
31114,Nagarkurnool,Amrabad,2019-11-22,0.0,17.1,29.0,68.7,94.6,0.0,11.8
31115,Nagarkurnool,Padra,2019-11-22,0.0,18.6,27.6,51.9,100.0,0.0,13.9
31116,Nagarkurnool,Balmoor,2019-11-22,0.0,17.1,29.4,50.0,94.4,1.7,13.8
31117,Nagarkurnool,Lingal,2019-11-22,0.0,17.0,32.2,51.3,96.0,0.0,8.8
31118,Nagarkurnool,Peddakothapalle,2019-11-22,0.0,17.8,30.7,47.6,97.6,0.0,12.2
31119,Nagarkurnool,Kodair,2019-11-22,0.0,18.1,33.0,47.6,99.9,0.0,7.4
31120,Nagarkurnool,Kollapur,2019-11-22,0.0,18.0,32.8,46.7,99.0,0.0,9.6
31121,Nagarkurnool,Pentlavelli,2019-11-22,0.0,19.4,29.9,53.0,98.8,0.0,13.4
31122,Nalgonda,Chityala,2019-11-22,0.0,22.1,30.8,55.7,96.2,0.0,9.8
31123,Nalgonda,Narketpalle,2019-11-22,0.0,20.5,31.4,50.2,96.4,0.0,7.4
31124,Nalgonda,Kattangoor,2019-11-22,0.0,19.4,31.1,51.2,98.3,0.0,10.2
31125,Nalgonda,Saligouraram,2019-11-22,0.0,20.4,30.9,51.7,98.5,0.0,8.5
31126,Nalgonda,Nakrekal,2019-11-22,0.0,19.7,30.6,56.5,97.6,0.0,1.1
31127,Nalgonda,Kethepalle,2019-11-22,0.0,20.0,33.1,49.2,99.9,0.0,10.8
31128,Nalgonda,Thipparthi,2019-11-22,0.0,19.5,32.9,52.8,91.4,0.0,6.0
31129,Nalgonda,Nalgonda,2019-11-22,0.0,18.9,32.1,52.1,96.4,0.0,12.5
31130,Nalgonda,Kangal,2019-11-22,0.0,20.8,33.2,62.7,99.9,0.0,12.5
31131,Nalgonda,Munugode,2019-11-22,0.0,17.2,31.5,55.6,100.0,0.0,1.9
31132,Nalgonda,Chandur,2019-11-22,0.0,18.7,30.7,54.1,100.0,0.0,4.3
31133,Nalgonda,Marriguda,2019-11-22,0.0,18.3,31.5,49.9,97.7,0.0,5.4
31134,Nalgonda,Chinthapalle,2019-11-22,0.0,17.3,31.3,52.0,94.1,0.9,9.9
31135,Nalgonda,Nampalle,2019-11-22,0.0,19.8,31.4,56.1,94.6,0.0,7.3
31136,Nalgonda,Gurrampode,2019-11-22,0.0,19.1,32.1,59.6,98.0,0.0,13.2
31137,Nalgonda,Anumula_Haliya,2019-11-22,0.0,20.9,31.7,63.1,96.1,0.0,1.2
31138,Nalgonda,Nidamanur,2019-11-22,0.0,20.4,31.3,73.3,98.2,0.0,4.9
31139,Nalgonda,Thripuraram,2019-11-22,0.0,19.5,31.5,51.2,96.4,0.0,3.6
31140,Nalgonda,Madugulapally,2019-11-22,0.0,19.7,33.1,55.8,97.7,0.0,2.2
31141,Nalgonda,Vemulapalle,2019-11-22,0.0,19.9,31.5,63.6,100.0,0.0,2.2
31142,Nalgonda,Miryalaguda,2019-11-22,0.0,19.9,31.9,67.4,100.0,0.0,2.2
31143,Nalgonda,Damaracherla,2019-11-22,0.0,19.0,32.6,70.2,99.7,0.0,4.9
31144,Nalgonda,Adavi Devula Palli,2019-11-22,0.0,19.6,31.4,73.1,99.6,0.0,9.0
31145,Nalgonda,Tirumalagiri_Sagar,2019-11-22,0.0,21.5,29.9,85.9,100.0,0.0,22.0
31146,Nalgonda,Peddavura,2019-11-22,0.0,21.2,30.6,62.4,96.7,0.0,22.0
31147,Nalgonda,Pedda_Adiserlapalle,2019-11-22,0.0,20.0,30.7,53.5,95.9,0.0,13.2
31148,Nalgonda,Neredugommu,2019-11-22,0.0,20.0,30.4,49.4,96.2,0.0,0.2
31149,Nalgonda,Kondamallapally,2019-11-22,0.0,22.5,32.7,48.1,87.7,0.0,7.3
31150,Nalgonda,Devarakonda,2019-11-22,0.0,18.5,31.5,46.9,96.2,0.0,26.7
31151,Nalgonda,Gundlapalle,2019-11-22,0.0,18.2,30.5,48.3,90.8,0.0,12.3
31152,Nalgonda,Chandampet,2019-11-22,0.0,18.9,30.3,56.5,93.6,4.6,11.1
31153,Suryapet,Nagaram,2019-11-22,0.0,19.6,32.0,49.0,97.0,0.0,6.0
31154,Suryapet,Thirumalagiri,2019-11-22,0.0,21.1,33.9,44.7,82.2,0.0,6.5
31155,Suryapet,Thungathurthi,2019-11-22,0.0,20.0,31.5,50.1,95.0,0.0,6.5
31156,Suryapet,Maddirala,2019-11-22,0.0,20.1,31.9,50.5,92.9,0.0,0.0
31157,Suryapet,Noothankal,2019-11-22,0.0,20.2,30.9,54.0,93.9,0.0,2.8
31158,Suryapet,Jajireddigudem,2019-11-22,0.0,21.1,32.6,50.0,99.9,0.0,7.0
31159,Suryapet,Suryapet,2019-11-22,0.0,19.5,31.8,49.5,94.3,0.0,10.4
31160,Suryapet,Atmakur_S,2019-11-22,0.0,19.7,31.5,55.7,97.2,0.0,1.8
31161,Suryapet,Mothey,2019-11-22,0.0,19.4,31.6,56.4,99.4,0.0,6.1
31162,Suryapet,Chivvemla,2019-11-22,0.0,18.7,31.0,57.9,93.7,0.0,12.1
31163,Suryapet,Penpahad,2019-11-22,0.0,19.0,30.8,55.9,90.2,0.0,8.3
31164,Suryapet,Munagala,2019-11-22,0.0,19.1,34.8,56.8,97.3,0.0,7.0
31165,Suryapet,Nadigudem,2019-11-22,0.0,19.7,31.2,57.8,95.9,0.0,6.9
31166,Suryapet,Ananthagiri,2019-11-22,0.0,20.6,33.2,55.0,100.0,0.0,0.9
31167,Suryapet,Kodad,2019-11-22,0.0,21.1,30.1,66.5,99.9,-1.0,-1.0
31168,Suryapet,Chilkur,2019-11-22,0.0,21.4,31.2,55.3,99.9,0.0,4.1
31169,Suryapet,Garidepalle,2019-11-22,0.0,20.1,32.7,47.4,95.7,0.0,5.8
31170,Suryapet,Neredcherla,2019-11-22,0.0,21.0,30.7,57.4,95.0,0.0,10.2
31171,Suryapet,Palakeedu,2019-11-22,0.0,20.7,31.6,52.9,96.7,0.0,2.4
31172,Suryapet,Mattampalle,2019-11-22,0.0,20.3,31.9,51.9,97.9,0.0,8.8
31173,Suryapet,Huzur Nagar,2019-11-22,0.0,21.2,32.9,55.0,99.9,0.0,4.1
31174,Suryapet,Mellachervu,2019-11-22,0.0,22.3,32.6,52.7,99.9,0.0,5.3
31175,Suryapet,Chinthala Palem,2019-11-22,0.0,18.4,32.0,52.1,100.0,-1.0,-1.0
31176,Khammam,Singareni,2019-11-22,0.0,19.7,34.3,49.1,96.0,0.0,1.9
31177,Khammam,Kamepalle,2019-11-22,0.0,19.4,33.6,51.9,92.3,0.0,1.4
31178,Khammam,Raghunadhapalem,2019-11-22,0.0,19.3,31.1,57.7,97.9,0.0,0.8
31179,Khammam,Khammam_Rural,2019-11-22,0.0,22.1,32.5,58.0,97.8,0.0,0.8
31180,Khammam,Thirumalayapalem,2019-11-22,0.0,19.0,31.4,52.8,99.0,0.0,13.5
31181,Khammam,Kusumanchi,2019-11-22,0.0,21.2,32.8,57.2,97.2,0.0,13.5
31182,Khammam,Nelakondapalle,2019-11-22,0.0,21.4,31.9,54.0,100.0,0.0,0.9
31183,Khammam,Mudigonda,2019-11-22,0.0,21.6,32.9,54.7,98.7,0.0,5.8
31184,Khammam,Chinthakani,2019-11-22,0.0,19.8,32.5,53.1,99.6,0.0,0.5
31185,Khammam,Khammam_Urban,2019-11-22,0.0,21.5,32.7,57.3,98.1,0.0,0.8
31186,Khammam,Konijerla,2019-11-22,0.0,20.2,32.0,57.7,96.4,0.0,10.8
31187,Khammam,Enkuru,2019-11-22,0.0,19.9,33.9,51.9,92.8,0.0,7.6
31188,Khammam,Kalluru,2019-11-22,0.0,19.2,32.6,50.8,77.5,0.0,1.4
31189,Khammam,Penuballi,2019-11-22,0.0,19.2,33.3,48.0,94.6,0.0,8.9
31190,Khammam,Sathupalle,2019-11-22,0.0,19.8,32.2,55.8,99.2,0.0,6.4
31191,Khammam,Vemsoor,2019-11-22,0.0,19.5,33.6,48.4,91.6,0.0,7.1
31192,Khammam,Thallada,2019-11-22,0.0,20.1,31.9,56.5,99.0,0.0,5.9
31193,Khammam,Wyra,2019-11-22,0.0,20.1,31.4,59.2,95.5,0.0,8.0
31194,Khammam,Bonakal,2019-11-22,0.0,21.3,34.6,50.2,100.0,0.0,6.8
31195,Khammam,Madhira,2019-11-22,0.0,19.7,31.3,54.3,100.0,0.0,9.0
31196,Khammam,Yerrupalem,2019-11-22,0.0,18.9,32.5,70.3,98.5,0.0,10.3
31197,Mulug,Venkatapur,2019-11-22,0.0,18.3,30.4,57.9,100.0,0.0,4.1
31198,Mulug,Mulug,2019-11-22,0.0,19.0,31.8,58.8,100.0,0.0,4.9
31199,Mulug,Govindaraopet,2019-11-22,0.0,19.3,32.0,63.0,98.6,0.0,1.1
31200,Mulug,Tadvai,2019-11-22,0.0,19.5,30.7,64.8,99.6,0.0,1.2
31201,Mulug,Eturunagaram,2019-11-22,0.0,22.4,32.4,63.8,99.9,0.0,3.7
31202,Mulug,Kannaigudem,2019-11-22,0.0,21.8,31.5,66.2,96.4,0.4,2.6
